와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,등급,양조,숙성,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,스타일,알코올,기타정보
"샤또 팔레 카디날, 람포르 메를로","Chataeu Palais Cardinal, L'Amphore Merlot",https://www.wine21.com/13_search/wine_view.html?Idx=172017&lq=LIST,샤또 팔레 카디날  Chataeu Palais Cardinal,프랑스(France) / 보르도(Bordeaux) / 생-떼밀리옹(Saint-Emilion),메를로 (Merlot),,이산화황 미첨가,"과실의 풍미를 내기 위해 구운 토기 (테라코타)에서 숙성, 8개월 동안 암포라 숙성",16~18 ℃,,,1/5,3/5,4/5,3/5,미네랄,,Bordeaux Saint-Émilion,,
"미셸 프루니에, 크레망 드 부르고뉴","Michel Prunier, Cremant de Bourgogne",https://www.wine21.com/13_search/wine_view.html?Idx=172022&lq=LIST,미셸 프루니에  Michel Prunier,프랑스(France) / 부르고뉴(Bourgogne),피노 누아 (Pinot Noir) / 샤르도네 (Chardonnay) / 알리고테 (Aligote),,샴페인과 동일한 방식으로 양조,24개월의 추가 병숙성,6~8 ℃,"관자요리, 타파스, 하몽, 까망베르치즈와 잘 어울린다.",,1/5,4/5,2/5,1/5,브리오슈,하몽,French Crémant,,
"셀라 & 모스카, 테레 비앙케 알게로 토르바토","Sella & Mosca, Terre Bianche Alghero Torbato",https://www.wine21.com/13_search/wine_view.html?Idx=172023&lq=LIST,셀라 & 모스카  Sella & Mosca,"이탈리아(Italy) / 사르데냐,  사르디니아(Sardegna, Sardinia )",토르바토 (Torbato) 100%,,"포도는 부드럽게 압착 후 저온에서 안정화 한 뒤, 특별히 선택한 효모와 스테인레스 스틸 탱크에서 저온에서 발효(젖산발효 미진행)",짧은 기간 스테인레스 스틸 탱크에서 숙성,8~10 ℃,,에티카 와인스,1/5,3/5,1/5,1/5,"복숭아, 시트러스",,,,
"셀라 & 모스카, 테레 비앙케 꾸베 161 알게로 토르바토","Sella & Mosca, Terre Bianche Cuvee 161 Alghero Torbato",https://www.wine21.com/13_search/wine_view.html?Idx=172024&lq=LIST,셀라 & 모스카  Sella & Mosca,"이탈리아(Italy) / 사르데냐,  사르디니아(Sardegna, Sardinia )",토르바토 (Torbato) 100%,,"24시간동안 10도로 저온 침용하며, 포도를 부드럽게 압착 후 저온에서 안정화 한 뒤, 특별히 선택한 효모와 스테인레스 스틸 탱크에서 저온에서 발효 (젖산발효 미진행)","와인 원액의 일부는 스테인레스 스틸 탱크에서 6개월간 앙금(lees)과 함께 숙성하며, 15%의 와인은 바리끄에서 숙성",8~10 ℃,,에티카 와인스,1/5,3/5,2/5,1/5,"꽃, 허브",,,,*2017 Vintage  - Gambero Rosso 3 glasses
"셀라 & 모스카, 라 칼라 베르멘티노 디 사르데냐","Sella & Mosca, La Cala Vermentino di Sardegna",https://www.wine21.com/13_search/wine_view.html?Idx=172025&lq=LIST,셀라 & 모스카  Sella & Mosca,"이탈리아(Italy) / 사르데냐,  사르디니아(Sardegna, Sardinia )",베르멘티노 (Vermentino) 100%,,"포도는 부드럽게 압착 후 저온에서 안정화 한 뒤, 특별히 선택한 효모와 스테인레스 스틸 탱크에서 저온에서 발효(젖산발효 미진행)",짧은 기간 스테인레스 스틸 탱크에서 숙성,8~10 ℃,,에티카 와인스,1/5,3/5,1/5,1/5,"감귤, 꽃, 허브",,,,
"셀라 & 모스카, 몬테오로 베르멘티노 디 갈루라 수페리오레","Sella & Mosca, Monteoro Vermentino di Gallura Superiore",https://www.wine21.com/13_search/wine_view.html?Idx=172026&lq=LIST,셀라 & 모스카  Sella & Mosca,"이탈리아(Italy) / 사르데냐,  사르디니아(Sardegna, Sardinia )",베르멘티노 (Vermentino) 100%,,"포도는 부드럽게 압착 후 저온에서 안정화 한 뒤, 특별히 선택한 효모와 스테인레스 스틸 탱크에서 저온에서 발효(젖산발효 미진행)",4개월간 스테인레스 스틸 탱크에서 앙금(Lees)과 함께 숙성,8~10 ℃,,롯데칠성음료 / 에티카 와인스,1/5,3/5,3/5,1/5,"사과, 레몬, 말린과일, 미네랄","생선구이, 생선찜, 해산물, 파스타, 서양요리, 튀김",,,
"셀라 & 모스카, 칸노나우 디 사르데냐","Sella & Mosca, Cannonau di Sardegna",https://www.wine21.com/13_search/wine_view.html?Idx=172027&lq=LIST,셀라 & 모스카  Sella & Mosca,"이탈리아(Italy) / 사르데냐,  사르디니아(Sardegna, Sardinia )",칸노나우 (Cannonau) 100%,,포도는 부드럽게 압착 온도조절 스테인레스 스틸 탱크에서 발효,"와인의 일부를 큰 배럴에서 8개월간 숙성시키며, 나머지 원액은 스테인레스 스틸 탱크 및 시멘트 통에서 숙성",16~18 ℃,,에티카 와인스,1/5,3/5,4/5,4/5,체리,,,,
"셀라 & 모스카, 칸노나우 디 사르데냐 리제르바","Sella & Mosca, Cannonau di Sardegna Riserva",https://www.wine21.com/13_search/wine_view.html?Idx=172028&lq=LIST,셀라 & 모스카  Sella & Mosca,"이탈리아(Italy) / 사르데냐,  사르디니아(Sardegna, Sardinia )",칸노나우 (Cannonau) 100%,,포도는 부드럽게 압착 온도조절 스테인레스 스틸 탱크에서 발효,"총 24개월간 숙성, 그중 최소 12개월간은 큰 오크 배럴에서 숙성",16~18 ℃,,에티카 와인스,1/5,3/5,4/5,4/5,"자두, 토스트",,,,
"오즈 와인, 쉬라즈","OZ Wine, Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=172029&lq=LIST,오즈 와인  OZ Wine,호주(Australia) / 사우스 오스트레일리아(South Australia),시라/쉬라즈 (Syrah/Shiraz) 100%,,,,16~18 ℃,바베큐음식이나 향신료 가득한 양고기나 돼지고기 타코와 잘 어울린다.,,1/5,3/5,4/5,4/5,"후추, 모카",양고기,Australian Shiraz,14~15 %,
"크리머리, 샤도네이 캔","Creamery, Chardonnay Can",https://www.wine21.com/13_search/wine_view.html?Idx=172030&lq=LIST,크리머리  Creamery,미국(U.S.A) / 캘리포니아(California),샤르도네 (Chardonnay) 100%,,,,8~10 ℃,"아보카도샐러드, 이베리코소시지, 오지치즈프라이, 랍스터구이와 잘 어울린다.",씨에스알와인,1/5,3/5,3/5,1/5,레몬,"소시지, 랍스터, 샐러드, 치즈",Californian Chardonnay,,
"미라피오레, 바롤로 라자리토","Mirafiore, Barolo Lazzarito",https://www.wine21.com/13_search/wine_view.html?Idx=172031&lq=LIST,미라피오레  Mirafiore,이탈리아(Italy) / 피에몬테(Piemonte),네비올로 (Nebbiolo) 100%,,,"24개월Medium and Large oak barrel 숙성, 18개월이상병숙성",14~16 ℃,붉은육류및숙성된치즈 등과 잘 어울린다.,,1/5,3/5,4/5,3/5,"오렌지, 버섯","붉은육류, 치즈",Italian Barolo,14~15 %,*2016 vintage - Falstaff 96pts
"미라피오레, 바롤로","Mirafiore, Barolo",https://www.wine21.com/13_search/wine_view.html?Idx=172032&lq=LIST,미라피오레  Mirafiore,이탈리아(Italy) / 피에몬테(Piemonte),네비올로 (Nebbiolo) 100%,,8-10일Stainless Steel Vats 발효,"24개월Large oak cask (Slovanian and mid-France) 숙성, 12개월이상 병숙성",14~16 ℃,붉은육류및숙성된치즈 등과 잘 어울린다.,,1/5,3/5,4/5,3/5,"석류, 오렌지, 장미","붉은육류, 치즈",Italian Barolo,14~15 %,2016 vintage - Falstaff 96pts
"미라피오레, 랑게 네비올로","Mirafiore, Langhe Nebbiolo",https://www.wine21.com/13_search/wine_view.html?Idx=172033&lq=LIST,미라피오레  Mirafiore,이탈리아(Italy) / 피에몬테(Piemonte),네비올로 (Nebbiolo) 100%,,12-15일Stainless Steel Tank 발효,"12개월 Medium and Large oak barrel 숙성, 6개월이상 병숙성",14~16 ℃,"파스타, 붉은 육류,및 치즈등과 잘 어울린다.",,1/5,3/5,4/5,3/5,"장미, 육두구","파스타, 치즈",Italian Nebbiolo,14~15 %,* 2020년 James Suckling “Great Wines of Italy” 선정
"미라피오레, 돌체토 달바","Mirafiore, Dolcetto d'Alba",https://www.wine21.com/13_search/wine_view.html?Idx=172034&lq=LIST,미라피오레  Mirafiore,이탈리아(Italy) / 피에몬테(Piemonte),돌체토 (Dolcetto) 100%,,8-10일Stainless Steel Vats 발효,"2개월Medium and Large oak barrel 숙성, 6개월이상 병숙성",16~18 ℃,"파스타, 붉은 육류,및 치즈 등과 잘 어울린다.",,1/5,3/5,3/5,3/5,"로즈마리, 아몬드","파스타, 치즈",,13~14 %,
"미라피오레, 랑게 나세타","Mirafiore, Langhe Nascetta",https://www.wine21.com/13_search/wine_view.html?Idx=172035&lq=LIST,미라피오레  Mirafiore,이탈리아(Italy) / 피에몬테(Piemonte),나세타  (Nascetta),,8-10일Stainless Steel Tank 발효,lees 숙성,8~10 ℃,"에피타이져, 리조또, 파스타 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,"살구, 미네랄, 허브",,,13~14 %,
"쿠수마노, 잘레 샤르도네","Cusumano, Jalé Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=172036&lq=LIST,쿠수마노  Cusumano,이탈리아(Italy) / 시칠리아(Sicilia),샤르도네 (Chardonnay) 100%,,저온 침용 후 225리터 오크 바리크에서 발효,바리크에서 8개월 간 오크 숙성,8~10 ℃,,,1/5,3/5,2/5,1/5,"파인애플, 바닐라, 헤이즐넛, 버터",,,,*2023 대한민국 주류대상 '화이트와인 구대륙 부문 대상'*Vintage 2018 – Gambero Rosso 3 glasses
"쿠수마노, 샤마리스 그릴로","Cusumano, Shamaris Grillo",https://www.wine21.com/13_search/wine_view.html?Idx=172037&lq=LIST,쿠수마노  Cusumano,이탈리아(Italy) / 시칠리아(Sicilia),그릴로 (Grillo) 100%,,"저온 침용을 거친 뒤, 공기 주머니로 가볍게 압착","3개월간 앙금(Lees)과 함께 숙성하며, 병입 뒤 추가 병 숙성",8~10 ℃,,,1/5,3/5,1/5,1/5,"오렌지, 꽃",,,,*2023 대한민국 주류대상 '화이트와인 구대륙 부문 대상'
"쿠수마노, 이 투르비 시라","Cusumano, I Trubi Syrah",https://www.wine21.com/13_search/wine_view.html?Idx=172038&lq=LIST,쿠수마노  Cusumano,이탈리아(Italy) / 시칠리아(Sicilia),시라/쉬라즈 (Syrah/Shiraz) 100%,,잔가지를 제거하고 저온에서 하루 동안 침용 후 스테인레스 스틸 발효조에서 발효,앙금(Lees)과 함께 5개월 이상 숙성 기간을 거친 후 병입,16~18 ℃,,,1/5,3/5,3/5,3/5,"자두, 감초, 딜",자두,,,
"라포스톨, 라 팔셀 8","Lapostolle, La Parcelle 8",https://www.wine21.com/13_search/wine_view.html?Idx=172039&lq=LIST,라포스톨 [까사 라포스톨]  Lapostolle [Casa Lapostolle],칠레(Chile) / 라펠 밸리(Rapel Valley) / 콜차구아 밸리(Cholchagua Valley) / 아팔타 밸리(Apalta Valley),카베르네 소비뇽 (Cabernet Sauvignon) 100%,,,뉴 프렌치 오크 배럴 26개월 숙성,16~18 ℃,"돼지갈비, 스테이크, 갈비찜 등 다양한 육류 요리와 잘 어울린다.",레뱅,1/5,3/5,4/5,4/5,"허브, 오크","스테이크, 돼지, 갈비찜",Chilean Cabernet Sauvignon,15~16 %,2015 vintage - Tim Atkin 93pts
"우마니론끼, 플레니오 까스뗄리 디 예지 끌라시코 리세르바","Umani Ronchi, Plenio Castelli di Jesi Verdicchio Classico Riserva",https://www.wine21.com/13_search/wine_view.html?Idx=172040&lq=LIST,우마니론끼  Umani Ronchi,이탈리아(Italy) / 마르케(Marche),베르디키오 비앙코 (Verdicchio Bianco),,스테인리스 스틸 탱크 60% 오크통 40% 발효,12개월 숙성 후 6개월 병 숙성,8~10 ℃,"가금류, 구운 생선, 라비올리 등과 잘 어울린다.",레뱅,1/5,3/5,1/5,1/5,"바닐라, 허브, 아몬드, 꿀",가금류,,13~14 %,
"카르페 디엠, 비오리카","Carpe Diem, Viorica",https://www.wine21.com/13_search/wine_view.html?Idx=172041&lq=LIST,카르페 디엠  Carpe Diem,몰도바(Moldova),비오리카 (Viorica),,,,8~10 ℃,,더블유에스통상,1/5,3/5,2/5,1/5,"복숭아, 파인애플, 바질",복숭아,,,* 2022 Asia Wine Trophy Gold
"카르페 디엠, 팜므 인크레더블","Carpe Diem, Femme Incredible",https://www.wine21.com/13_search/wine_view.html?Idx=172042&lq=LIST,카르페 디엠  Carpe Diem,몰도바(Moldova),페테아스카 레갈라 (Feteasca Regala) / 비오리카 (Viorica) / 소비뇽 블랑 (Sauvignon Blanc),,,,8~10 ℃,"허브와 함께 그릴에 구운 송어나 올리브오일에 마늘, 로즈 마리, 후추와 함께 팬에 구운 새우와 아주 잘 어울린다.",더블유에스통상,1/5,3/5,2/5,1/5,"꽃, 바질",새우,,,
"리카솔리, 알비아 비앙코","Ricasoli, Albia Bianco",https://www.wine21.com/13_search/wine_view.html?Idx=172043&lq=LIST,리카솔리  Ricasoli,이탈리아(Italy) / 토스카나(Toscana),샤르도네 (Chardonnay) / 말바시아 (Malvasia),,약 12°-16°C로 제어되는 스테인리스 탱크에서 3개월 간 발효,,8~10 ℃,"흰 살 생선, 부드러운 치즈 등과 잘 어울린다.",금양인터내셔날,1/5,3/5,1/5,1/5,"복숭아, 자몽",치즈,,13~14 %,
"리카솔리, 안티코 페우도 델라 트라폴라","Ricasoli, Antico Feudo Della Trappola",https://www.wine21.com/13_search/wine_view.html?Idx=172044&lq=LIST,리카솔리  Ricasoli,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese) / 카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot),Toscana IGT(IGP),3가지의 포도 품종은 스태인탱크에서 약 2주간 발효,8~9개월 간 재사용한 오크에서 숙성된 후 출시,16~18 ℃,"붉은 육류, 치즈, 훈제 염장 음식, 밀가루 음식(피자, 파스타 외) 등과 잘 어울린다.",금양인터내셔날,1/5,3/5,3/5,4/5,"체리, 건초, 초콜릿",치즈,Tuscan Red,14~15 %,
"리카솔리, 바론 리카솔리","Ricasoli, Barone Ricasoli",https://www.wine21.com/13_search/wine_view.html?Idx=172045&lq=LIST,리카솔리  Ricasoli,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese) / 메를로 (Merlot),,24-27도의 온도에서 14-16일간 침용,9개월 간 오크 숙성,16~18 ℃,"붉은 육류, 치즈, 훈제,염장 음식, 밀가루 음식 등과 잘 어울린다.",금양인터내셔날,1/5,3/5,3/5,3/5,"체리, 정향, 낙엽",치즈,Tuscan Red,14~15 %,
"리카솔리, 볼게리 로쏘","Ricasoli, Bolgheri Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=172046&lq=LIST,리카솔리  Ricasoli,이탈리아(Italy) / 토스카나(Toscana),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot) / 쁘띠 베르도 (Petit Verdot),Bolgheri DOC(DOP),스테인리스 탱크에서 24-27도의 온도에서 12-16일간 침용,,16~18 ℃,"붉은 육류, 치즈\, 훈제,염장 음식, 밀가루 음식 등과 잘 어울린다.",금양인터내셔날,1/5,3/5,4/5,4/5,"블랙베리, 리치, 타바코",치즈,Tuscan Red,14~15 %,
"리카솔리, 브롤리오 키안티 클라시코 리제르바","Ricasoli, Brolio Chianti Classico Riserva",https://www.wine21.com/13_search/wine_view.html?Idx=172047&lq=LIST,리카솔리  Ricasoli,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) / 메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon),Chianti Classico DOCG(DOP),24-27°C 로 제어되는 스테인리스 탱크에서 발효,18개월 간 숙성,16~18 ℃,"붉은 육류, 흰 살 생선, 치즈, 훈제,염장 음식, 밀가루 음식 등과 잘 어울린다.",금양인터내셔날,1/5,3/5,4/5,4/5,바닐라,치즈,,14~15 %,
"리카솔리, 체니프리모 키안티 클라시코 그란 셀레지오네","Ricasoli, Ceniprimo Chianti Classico Gran Selezione",https://www.wine21.com/13_search/wine_view.html?Idx=172048&lq=LIST,리카솔리  Ricasoli,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),Chianti Classico DOCG(DOP),"발효 온도 24-27°C 이내에서 매일 펀칭작업이 이뤄지며, 약 14-16일 간 침용 과정을 거침",,16~18 ℃,"붉은 육류, 치즈, 훈제,염장 음식, 밀가루 음식 등과 잘 어울린다.",금양인터내셔날,1/5,4/5,4/5,4/5,자두,"자두, 치즈",,14~15 %,
"리카솔리, 콜레딜라 키안티 클라시코 그란 셀레지오네","Ricasoli, Colledila Chianti Classico Gran Selezione",https://www.wine21.com/13_search/wine_view.html?Idx=172049&lq=LIST,리카솔리  Ricasoli,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),Chianti Classico DOCG(DOP),100-hl 스테인리스 스틸 오픈 탱크로 옮겨진 다음 선별된 효모를 접종해 발효 온도 24-27°C 이내에서 매일 펀칭작업,,16~18 ℃,"붉은 육류, 치즈, 훈제,염장 음식, 밀가루 음식 등과 잘 어울린다.",금양인터내셔날,1/5,3/5,4/5,4/5,"자두, 바닐라","자두, 치즈",,14~15 %,
"리카솔리, 론치코네 키안티 클라시코 그란 셀레지오네","Ricasoli, Roncicone Chianti Classico Gran Selezione",https://www.wine21.com/13_search/wine_view.html?Idx=172050&lq=LIST,리카솔리  Ricasoli,이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),Chianti Classico DOCG(DOP),발효 온도 24-27°C이내에서 메일 펀칭 작업을 진행,18개월 간 숙성 (new 30%),16~18 ℃,"붉은 육류, 치즈, 훈제,염장 음식, 밀가루 음식과 잘 어울린다.",금양인터내셔날,1/5,3/5,4/5,3/5,"오렌지, 정향",치즈,,14~15 %,
"카루스 비니, 키안티 클라시코 발데로","Carus Vini, Chianti Classico Baldero",https://www.wine21.com/13_search/wine_view.html?Idx=172051&lq=LIST,카루스 비니  Carus Vini [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese),Chianti Classico DOCG(DOP),,,16~18 ℃,,,1/5,4/5,3/5,3/5,,,,13~14 %,"*Mundus Vini Silver medal*Falstaff 92점*Gambero Rosso 1 bicchiere*Luca Gardini 95+ ""Best of Show""*IWSC silver medal"
"카루스 비니, 키안티 클라시코 그란 셀레지오네 가우디오","Carus Vini, Chianti Classico Gran Selezione Gaudio",https://www.wine21.com/13_search/wine_view.html?Idx=172052&lq=LIST,카루스 비니  Carus Vini [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) 90% / 카베르네 소비뇽 (Cabernet Sauvignon) 10%,Chianti Classico DOCG(DOP),,,16~18 ℃,"구운 고기, 그릴에 구운 고기, 앙념된 토스카나 양 치즈",,1/5,4/5,4/5,4/5,,치즈,,13~14 %,"*Mundus Vini Gold medal ""Best of Show""*DAWA silver medal 93점*Gam bero Rosso 1 b icchiere*IWSC br onze medal"
"콜리, 키안티 클라시코 프라탈레","Coli, Chianti Classico Pratale",https://www.wine21.com/13_search/wine_view.html?Idx=172053&lq=LIST,콜리  Coli [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) 85% / 카베르네 소비뇽 (Cabernet Sauvignon) 10% / 메를로 (Merlot) 5%,Chianti Classico DOCG(DOP),,,16~18 ℃,,,1/5,4/5,3/5,3/5,,,,13~14 %,*Tony Wood 93점*Luca Gardini 93점
"카사로스테, 키안티 클라시코","Casaloste, Chianti Classico",https://www.wine21.com/13_search/wine_view.html?Idx=172054&lq=LIST,카사로스테  Casaloste [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티(Chianti),산지오베제 (Sangiovese) 90% / 메를로 (Merlot) 10%,Chianti Classico DOCG(DOP),,,16~18 ℃,,,1/5,4/5,3/5,3/5,,,,14~15 %,
"카사로스테, 키안티 클라시코 리제르바","Casaloste, Chianti Classico Riserva",https://www.wine21.com/13_search/wine_view.html?Idx=172055&lq=LIST,카사로스테  Casaloste [B2B],이탈리아(Italy) / 토스카나(Toscana) / 키안티 클라시코(Chianti Classico),산지오베제 (Sangiovese) 95% / 기타 품종 (Other Grapes) 5%,Chianti Classico DOCG(DOP),,,16~18 ℃,,,1/5,4/5,4/5,3/5,,,,14~15 %,
