와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,알코올,음용온도,기타정보,당도,산도,바디,타닌,아로마,음식매칭,양조,숙성,수입사,등급,추천음식
"제이콥스 크릭, 리저브 샤도네이 피노 누아","Jacob's Creek, Reserve Chardonnay Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=176250&lq=LIST,제이콥스 크릭  Jacob's Creek,호주(Australia) / 사우스 이스턴 오스트레일리아(South Eastern Australia),샤르도네 (Chardonnay) / 피노 누아 (Pinot Noir),,11~12 %,8~10 ℃,* 2023 Drinks Business - Top 10 low and no-alcohol wines* 2021 Halliday Wine Companion – 91 points* 2019 Halliday Wine Companion – 91 points* 2018 Royal Adelaide Wine Show – Gold* 2018 Korea Wine Challenge - Gold,1/5,3/5,3/5,1/5,"사과, 시트러스, 레몬, 브리오슈, 토스트","건육, 치킨, 생선회, 흰살생선, 해산물, 랍스터, 생굴, 오일파스타, 중국요리, 아시아요리, 튀김, 식전주, 샐러드, 과일, 까망베르",젖산 발효.,,,,
"도멘 투렐, 마더랜드 그랑 리저브","Domaine des Tourelles, Motherland Grande Reserve",https://www.wine21.com/13_search/wine_view.html?Idx=176251&lq=LIST,도멘 투렐  Domaine des Tourelles,레바논(Lebanon) / 베카 밸리(Bekaa Valley),시라/쉬라즈 (Syrah/Shiraz) 50% / 카베르네 소비뇽 (Cabernet Sauvignon) 50%,,14~15 %,16~18 ℃,,1/5,3/5,4/5,4/5,"블랙체리, 블랙커런트, 육두구, 후추, 삼나무",,,,롯데칠성음료,,
"도멘 투렐, 마더랜드 꾸베 클래식 레드","Domaine des Tourelles, Motherland Cuvee Classique Red",https://www.wine21.com/13_search/wine_view.html?Idx=176252&lq=LIST,도멘 투렐  Domaine des Tourelles,레바논(Lebanon) / 베카 밸리(Bekaa Valley),시라/쉬라즈 (Syrah/Shiraz) 40% / 카베르네 소비뇽 (Cabernet Sauvignon) 40% / 쌩쏘 (Cinsault) 15% / 까리냥 (Carignan/Carignane) 5%,,14~15 %,16~18 ℃,,1/5,3/5,4/5,4/5,"블랙베리, 블랙체리",,,,롯데칠성음료,,
"도멘 투렐, 마더랜드 꾸베 클래식 화이트","Domaine des Tourelles, Motherland Cuvee Classique White",https://www.wine21.com/13_search/wine_view.html?Idx=176253&lq=LIST,도멘 투렐  Domaine des Tourelles,레바논(Lebanon) / 베카 밸리(Bekaa Valley),비오니에 (Viognier) 65% / 샤르도네 (Chardonnay) 20% / 뮈스까 오브 알렉산드리아 (Muscat of Alexandria) 5% / 오베이디 (Obeidi) 10%,,12~13 %,10~12 ℃,,1/5,3/5,2/5,1/5,"레몬, 꽃",,,,롯데칠성음료,,
"안델루나, 파시오나도 말벡 아트인더글라스","Andeluna, Pasionado Malbec Art In The Glass",https://www.wine21.com/13_search/wine_view.html?Idx=176254&lq=LIST,안델루나  Andeluna [Bodega Andeluna],아르헨티나(Argentina) / 멘도사(Mendoza) / 이스턴 멘도사(Eastern Mendoza),말벡 (Malbec) 100%,Argentinian Malbec,,16~18 ℃,* 2018 빈티지 - Tim Atkin 94점* 2017 빈티지 - Tim Atkin 93점 / Descorchados - 94점* 2016 빈티지 - Tim Atkin 93점* 2015 빈티지 - Tim Atkin 93점* 2014 빈티지 - Tim Atkin 94점,1/5,3/5,4/5,4/5,"레드커런트, 딸기, 라스베리, 제비꽃, 꽃, 정향, 감초, 허브, 오크","그릴요리, 소고기, 붉은육류, 양갈비, 양고기, 건육, 양념갈비, 갈비찜, 족발, 라자냐, 리조또, 피자, 치즈, 파르미지아노, 브리, 카망베르",손 수확. 수작업으로 선별. 발효 전 저온 침용을 진행. 비건 와인 인증.,"50%는 뉴-프렌치 오크, 25%는 1회 사용된, 25%는 2회 사용된 프렌치 오크 배럴에서 12개월 동안 숙성을 진행. 블렌딩 후 와인의 안정화를 위해 최소 8개월 동안의 병 숙성.",(주)와이넬,,
"램지, 램지 샤르도네","Ramsay, Ramsay Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=176255&lq=LIST,켄트 라스무센  Kent Rasmussen,미국(U.S.A) / 캘리포니아(California),샤르도네 (Chardonnay) 100%,Californian Chardonnay,,10~12 ℃,* 2020빈티지 - The Tasting Panel Magazine 91점,1/5,3/5,3/5,1/5,"청사과, 배, 시트러스, 감귤, 흰꽃, 꽃","베이컨, 돼지고기, 건육, 오리고기, 오리로스, 치킨, 생선구이, 장어구이, 해산물, 중국요리, 탕수육, 양장피, 치즈, 리코타, 모짜렐라",최고의 재배자 파트너부터 공수한 샤르도네 100% 사용.,스테인리스 스틸에서 12개월 숙성.,(주)와이넬,California AVA,
"램지, 램지 메를로","Ramsay, Ramsay Merlot",https://www.wine21.com/13_search/wine_view.html?Idx=176256&lq=LIST,켄트 라스무센  Kent Rasmussen,미국(U.S.A) / 캘리포니아(California),메를로 (Merlot) 100%,Californian Merlot,,16~18 ℃,,1/5,3/5,3/5,3/5,"블랙체리, 블루베리, 자두, 바닐라, 토스트, 초콜릿, 오크","로스트비프, 까르파치오, 건육, 훈제오리, 찜닭, 닭고기, 오리로스, 보쌈, 불고기, 육포, 크림파스타, 피자, 자두, 치즈, 체다, 고다, 브리",최고 재배자 파트너부터 공수한 메를로 100% 사용.,프렌치 오크에서 12개월 숙성(20% 뉴 오크).,(주)와이넬,California AVA,
"라 펠레, 비엔 나시도 블록 I 샤르도네","La Pelle, Bien Nacido Block I Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=176257&lq=LIST,라 펠레 와인  La Pelle Wines,미국(U.S.A) / 캘리포니아(California) / 산타 바바라 카운티(Santa Barbara County) / 산타 마리아 밸리(Santa Maria Valley),샤르도네 (Chardonnay),Californian Chardonnay,,10~12 ℃,,1/5,3/5,3/5,1/5,"시트러스, 감귤, 레몬, 허브, 토스트, 오크","돼지고기, 건육, 오리로스, 치킨, 생선찜, 장어구이, 해산물, 파스타, 오일파스타, 중국요리, 샐러드, 모짜렐라",토종 효모 발효 및 말로락틱 과정을 포함한 전통적인 와인 양조 방식.,,(주)와이넬,Santa Maria Valley AVA,
"라 펠레, 비엔 나시도 블록 X 시라","La Pelle, Bien Nacido Block X Syrah",https://www.wine21.com/13_search/wine_view.html?Idx=176258&lq=LIST,라 펠레 와인  La Pelle Wines,미국(U.S.A) / 캘리포니아(California) / 산타 바바라 카운티(Santa Barbara County) / 산타 마리아 밸리(Santa Maria Valley),시라/쉬라즈 (Syrah/Shiraz) 100%,Californian Syrah,,16~18 ℃,,1/5,3/5,4/5,4/5,"후추, 정향, 카라멜, 커피, 오크","소고기, 붉은육류, 바비큐, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 라자냐, 서양요리, 견과류, 치즈, 파르미지아노, 체다, 브리, 그라노파다노",전체의 30% 정도의 포도는 줄기를 포함한 전송이 사용. 약 16일에 걸친 자연 발효진행 후 압착.,30%는 뉴 프렌치 오크 베럴에서 숙성.,(주)와이넬,Santa Maria Valley AVA,
"라 펠레, 나파 밸리 소비뇽 블랑","La Pelle, Napa Valley Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=176259&lq=LIST,라 펠레 와인  La Pelle Wines,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),소비뇽 블랑 (Sauvignon Blanc),Californian Sauvignon Blanc,,10~12 ℃,* 2020 빈티지 - CellarTracker 94점,1/5,3/5,3/5,1/5,"시트러스, 레몬껍질, 레몬, 미네랄, 슬레이트, 허브","건육, 초밥, 생선회, 해산물, 오일파스타, 중국요리, 동남아요리, 아시아요리, 튀김, 샐러드",전송이 압착. 탱크 발효.,"25%는 뉴 프렌치 오크 배럴에서, 나머지 75%는 시가형태의 스탠다드 배럴에서 숙성.",(주)와이넬,Napa Valley AVA,
"라 펠레, 나파 밸리 카베르네 소비뇽","La Pelle, Napa Valley Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=176260&lq=LIST,라 펠레 와인  La Pelle Wines,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) / 쁘띠 베르도 (Petit Verdot),Californian Cabernet Sauvignon,,16~18 ℃,* 2019 빈티지 - CellarTracker 93점,1/5,3/5,4/5,3/5,"블랙커런트, 블랙베리, 자두, 제비꽃, 꽃, 흑연","소고기, 스테이크, 육류요리, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 한식, 크림파스타, 햄버거, 서양요리, 피자, 버섯, 자두, 치즈, 파르미지아노, 브리, 그라노파다노, 콩테",,50% 뉴 프렌치 오크 배럴에서 18개월간 숙성한 후 추가로 6개월간 병입 숙성 후 출시.,(주)와이넬,Napa Valley AVA,
"블러드루트, 소노마 카운티 피노 누아","Bloodroot, Sonoma County Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=176261&lq=LIST,블러드루트  Bloodroot,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County),피노 누아 (Pinot Noir),Californian Pinot Noir,,14~16 ℃,,1/5,3/5,2/5,2/5,"체리, 딸기, 블루베리, 허브, 민트, 삼나무, 가죽, 젖은흙","로스트비프, 까르파치오, 양고기, 건육, 훈제오리, 오리로스, 보쌈, 불고기, 순대, 파스타, 리조토, 견과류, 치즈, 체다, 브리, 그라노파다노",,,씨에스알와인,,
"블러드루트, 소노마 코스트 샤도네이","Bloodroot, Sonoma Coast Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=176262&lq=LIST,블러드루트  Bloodroot,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County) / 소노마 코스트(Sonoma Coast),샤르도네 (Chardonnay),Californian Chardonnay,,10~12 ℃,,1/5,3/5,3/5,1/5,"살구, 복숭아, 사과, 시트러스, 레몬, 열대과일, 파인애플, 허브","돼지고기, 건육, 닭고기, 오리로스, 스시, 생선회, 연어, 참치, 해산물, 오일파스타, 서양요리, 중국요리, 탕수육, 아시아요리, 샐러드, 복숭아, 과일, 견과류, 리코타, 모짜렐라",,,씨에스알와인,,
"까사노바 디 네리, 브루넬로 디 몬탈치노 지오반니 네리","Casanova di Neri, Brunello di Montalcino Giovanni Neri",https://www.wine21.com/13_search/wine_view.html?Idx=176263&lq=LIST,까사노바 디 네리  Casanova di Neri,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),브루넬로 (Brunello),Italian Brunello,,16~18 ℃,,1/5,3/5,4/5,3/5,"레드커런트, 체리, 딸기, 붉은꽃, 정향, 감초, 시나몬, 오크, 버섯, 흙","소고기, 스테이크, 붉은육류, 양갈비, 양고기, 건육, 불고기, 양념갈비, 족발, 한식, 라자냐, 파스타, 치즈, 파르미지아노, 브리, 그라노파다노, 꽁떼",,,씨에스알와인,Brunello di Montalcino DOCG(DOP),
"줄리앙 수니에, 레니에","Julien Sunier, Regnie",https://www.wine21.com/13_search/wine_view.html?Idx=176264&lq=LIST,줄리앙 수니에  Julien Sunier,프랑스(France) / 부르고뉴(Bourgogne) / 보졸레(Beaujolais) / 레니에(Regnie),가메이 (Gamay),,,,,1/5,4/5,3/5,3/5,"라스베리, 체리",,,,,Régnié AOC(AOP),
"미디아, 로제 스푸만테 밀레지마토","Midea, Rose Spumante Millesimato",https://www.wine21.com/13_search/wine_view.html?Idx=176265&lq=LIST,미디아  Midea,이탈리아(Italy) / 베네토(Veneto),글레라 (Glera) / 피노 누아 (Pinot Noir),,11~12 %,6~8 ℃,,2/5,3/5,2/5,1/5,"청사과, 복숭아, 레몬, 아카시아, 장미","닭강정, 닭고기, 생선구이, 초밥, 연어, 생선 까르파치오, 해산물, 샐러드, 복숭아, 체다, 페타","압착되어 부드럽게 눌려져 꽃과 과일 특성을 가진 필수품만 추출, 냉간 침전 후 제어된 온도(16-18°C)에서 스테인리스강 탱크에서 발효, 자동 저장에 들어 있는 와인은 몇 주 동안 리스에 보관, 마지막으로 필터링하여 분리작업.",,비노스와인,,
"수사나 발보, 시그니처 토론테스","Susana Balbo, Signature Torrontes",https://www.wine21.com/13_search/wine_view.html?Idx=176266&lq=LIST,수사나 발보 와인스  Susana Balbo Wines,아르헨티나(Argentina) / 멘도사(Mendoza) / 우코 밸리(Uco Valley),토론테스 (Torrontes) 100%,,12~13 %,10~12 ℃,,1/5,4/5,3/5,1/5,"복숭아, 레몬껍질, 멜론, 허브","생선구이, 초밥, 해산물, 복숭아",,,하이트진로,,
"아르티가, 펠라 델 마르","Artiga, Perla del mar",https://www.wine21.com/13_search/wine_view.html?Idx=176267&lq=LIST,아르티가  Artiga,스페인(Spain) / 알리칸테(Alicante),모스까뗄 데 알레한드리아 (Moscatel del Alejandria) / 소비뇽 블랑 (Sauvignon Blanc) / 샤르도네 (Chardonnay) / 비오니에 (Viognier) / 비우라 (Viura),,12~13 %,14~16 ℃,* 2019 Berliner Wein Trophy - Gold Medal* 2018 AWC Vienna - Gold Medal* Gilbert & Gaillard - Gold Medal,1/5,4/5,2/5,1/5,"시트러스, 라임, 레몬, 열대과일, 미네랄","돼지고기, 양꼬치, 건육, 후라이드, 해산물, 조개구이, 새우, 튀김, 식전주, 샐러드","테인리스 스틸 탱크에서 발효, 와인은  신선도를 최대한 유지하기 위해 주문 시 병입.",,비노스와인,,
"샴페인 가데, 가데 블랑 드 블랑","Champagne Gardet, Gardet Blanc de Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=176268&lq=LIST,샴페인 가데  Champagne Gardet,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay),French Champagne,,8~10 ℃,"* Jancis Robinson - 16.5/20* 생산량 3,000병, 리미티드 생산",1/5,4/5,3/5,1/5,"배, 시트러스, 미네랄, 페이스트리","돼지고기, 건육, 해산물, 서양요리, 중국요리",,,비노스와인,Champagne AOC(AOP),
뀌베 99 올드 월드 로쏘 아파시멘토 에디찌오네,Cuvee 99 Old World Appassimento,https://www.wine21.com/13_search/wine_view.html?Idx=176269&lq=LIST,올드 월드  Old World,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo) / 네그로아마로 (Negroamaro),Southern Italy Primitivo,15~16 %,16~18 ℃,* Vivino 4.2,2/5,3/5,4/5,3/5,"블랙커런트, 체리, 블루베리, 라스베리, 꽃, 바닐라, 연기, 오크","스튜, 소고기, 스테이크, 붉은육류, 양갈비, 양고기, 양념갈비, 갈비찜, 리조또, 피자, 치즈, 파르미지아노, 브리",,24~36개월 오크숙성,비노스와인,Puglia IGT(IGP),
"찰스 멜튼, 나인 포프스 GSM","Charles Melton, Nine Popes GSM",https://www.wine21.com/13_search/wine_view.html?Idx=176271&lq=LIST,찰스 멜톤  Charles Melton,호주(Australia) / 사우스 오스트레일리아(South Australia) / 바로사 밸리(Barossa Valley),그르나슈 (Grenache) / 시라/쉬라즈 (Syrah/Shiraz) / 마타로 (Mataro),Australian Rhône Blend Red,,16~18 ℃,,1/5,4/5,4/5,3/5,"블랙커런트, 블랙체리, 체리, 자두, 붉은꽃, 후추, 바닐라","소고기, 스테이크, 붉은육류, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 한식, 라자냐, 토마토파스타, 햄버거, 랑그르, 치즈, 브리, 콩테","전송이, 줄기 제거 후 으깨지 않은 포도가 약간 포함되어 탄산 침용, 저온침용.",24~27개월 프렌치 오크에서 lees 숙성.,에노테카코리아,,
"찰스 멜튼, 도멘 소피 클레어 리슬링","Charles Melton, Domaine Sophie Claire Riesling",https://www.wine21.com/13_search/wine_view.html?Idx=176272&lq=LIST,찰스 멜톤  Charles Melton,호주(Australia) / 사우스 오스트레일리아(South Australia) / 바로사 밸리(Barossa Valley),리슬링 (Riesling),Australian Riesling,,8~10 ℃,,1/5,4/5,3/5,1/5,"청사과, 시트러스, 레몬, 꽃, 미네랄, 허브","베이컨, 돼지고기, 닭강정, 생선구이, 생선회, 해산물, 새우, 한식, 오일파스타, 햄버거, 중국요리, 탕수육, 동남아요리, 아시아요리, 샐러드, 체다, 고다, 브리, 모짜렐라",손수확 후 프리런 주스만 사용하여 저온에서 천천히 발효.,,에노테카코리아,,
"찰스 멜튼, 라 벨 메르 GSM","Charles Melton, La Belle Mere GSM",https://www.wine21.com/13_search/wine_view.html?Idx=176273&lq=LIST,찰스 멜톤  Charles Melton,호주(Australia) / 사우스 오스트레일리아(South Australia) / 바로사 밸리(Barossa Valley),그르나슈 (Grenache) / 시라/쉬라즈 (Syrah/Shiraz) / 마타로 (Mataro),Australian Rhône Blend Red,,16~18 ℃,,1/5,4/5,3/5,3/5,"블랙체리, 체리, 자두, 후추, 바닐라, 감초, 삼나무, 오크","소고기, 스테이크, 붉은육류, 항정살, 돼지고기, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 파스타, 햄버거, 서양요리, 피자, 중국요리, 중국음식, 치즈, 파르미지아노, 그라노파다노, 스모크",여과 없이 병입.,"28개월 간 오크 숙성 (5% 새오크), 저어주며 lees 숙성.",에노테카코리아,,
"찰스 멜튼, 카베르네 소비뇽","Charles Melton, Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=176274&lq=LIST,찰스 멜톤  Charles Melton,호주(Australia) / 사우스 오스트레일리아(South Australia) / 바로사 밸리(Barossa Valley),카베르네 소비뇽 (Cabernet Sauvignon),Australian Cabernet Sauvignon,,16~18 ℃,,1/5,3/5,4/5,3/5,"블랙체리, 체리, 딸기, 자두, 붉은꽃, 정향, 유칼립투스, 삼나무, 오크, 흙","소고기, 스테이크, 육류요리, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 한식, 햄버거, 서양요리, 피자, 치즈, 파르미지아노, 브리, 그라노파다노, 스모크",모두 줄기 제거. 발효전 저온 침용하고 포도알 일부는 으깨지 않고 탄소 침용하여 특유의 향과 풍미를 강화.,"30개월 간 오크 숙성 (60% 프렌치, 40% 아메리칸), 저어주며 lees 숙성.",에노테카코리아,,
"찰스 멜튼, 파더 인 로우 쉬라즈","Charles Melton, Father in Law Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=176275&lq=LIST,찰스 멜톤  Charles Melton,호주(Australia) / 사우스 오스트레일리아(South Australia) / 클레어 밸리(Clare Valley),시라/쉬라즈 (Syrah/Shiraz),Australian Shiraz,,16~18 ℃,,1/5,3/5,4/5,3/5,"블랙커런트, 블랙베리, 블루베리, 자두, 바닐라, 감초, 코코아, 오크","소고기, 스테이크, 육류요리, 양갈비, 양고기, 불고기, 양념갈비, 한식, 파스타, 햄버거, 피자, 치즈, 파르미지아노, 고다, 브리, 그라노파다노",소량(10~15%) 전송이 발효. 저온 침용.,"26개월 간 아메리칸, 프렌치 혼합 숙성 (12% 새오크).",에노테카코리아,,
"카사 로호, 만드릴","Casa Rojo, Mandril",https://www.wine21.com/13_search/wine_view.html?Idx=176276&lq=LIST,카사 로호  Casa Rojo,스페인(Spain),카베르네 소비뇽 (Cabernet Sauvignon),Spanish Cabernet Sauvignon,,16~18 ℃,,1/5,3/5,3/5,3/5,"블랙체리, 블루베리, 라스베리, 감초, 오크","소고기, 스테이크, 육류요리, 돼지고기, 양고기, 보쌈, 불고기, 족발, 한식, 파스타, 리조토, 서양요리, 피자, 중국요리, 난자완스, 치즈, 파르미지아노, 로크포르, 그뤼에르",,,에노테카코리아,,
