와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,등급,양조,숙성,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,알코올
쉑 화이트,Shack White,https://www.wine21.com/13_search/wine_view.html?Idx=167757&lq=LIST,쉑 와인  Shack Wine,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),그르나슈 블랑 (Grenache Blanc) / 샤르도네 (Chardonnay) / 루산느 (Roussanne),,,,,10~12 ℃,"햄버거, 치즈, 튀김 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,미네랄,"햄, 햄버거, 튀김, 치즈",,
"보데가스 라 푸리시마, 올드 핸즈 로블 오크 트리","Bodegas La Purisima, Old Hands Roble Oak Tree",https://www.wine21.com/13_search/wine_view.html?Idx=167758&lq=LIST,보데가스 라 푸리시마  Bodegas La Purisima,스페인(Spain) / 예클라(Yecla),모나스트렐 (Monastrell) 100%,,Yecla DO(DOP),,,16~18 ℃,"스테이크, 치즈 등과 잘 어울린다.",,1/5,3/5,4/5,3/5,"무화과, 허브","스테이크, 치즈",*2020 - Mundus Vini Biofach Gold Medal*2019 - Mundus Vini Biofach Gold Medal,14~15 %
"보데가스 라 푸리시마, 올드 핸즈 호벤","Bodegas La Purisima, Old Hands Joven",https://www.wine21.com/13_search/wine_view.html?Idx=167759&lq=LIST,보데가스 라 푸리시마  Bodegas La Purisima,스페인(Spain) / 예클라(Yecla),모나스트렐 (Monastrell),,Yecla DO(DOP),,,16~18 ℃,"스테이크, 치즈 등과 잘 어울린다.",,1/5,3/5,4/5,3/5,"무화과, 허브","스테이크, 치즈",*2019 - Mundus Vini Biofach Gold Medal,14~15 %
"비발디, 파사템포 로쏘","Vivaldi, Passatempo Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=167760&lq=LIST,비발디  Vivaldi,이탈리아(Italy) / 베네토(Veneto) / 베로나(Verona),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella),,Veneto IGT(IGP),,,16~18 ℃,"아시아 요리, 스테이크 등과 잘 어울린다.",,1/5,3/5,4/5,3/5,"체리, 자두, 건포도, 바닐라, 모카",스테이크,,14~15 %
"비발디, 바르돌리노","Vivaldi, Bardolino",https://www.wine21.com/13_search/wine_view.html?Idx=167761&lq=LIST,비발디  Vivaldi,이탈리아(Italy) / 베네토(Veneto) / 바르돌리노(Bardolino),코르비나 (Corvina) / 몰리나라 (Molinara) / 론디넬라 (Rondinella),,Bardolino DOC(DOP),,,16~18 ℃,"치즈, 스테이크 등과 잘 어울린다.",,1/5,3/5,3/5,3/5,꽃,"스테이크, 치즈",,12~13 %
"비발디, 발폴리첼라","Vivaldi, Valpolicella",https://www.wine21.com/13_search/wine_view.html?Idx=167762&lq=LIST,비발디  Vivaldi,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella),,Valpolicella DOC(DOP),,,16~18 ℃,"스테이크, 치즈 등과 잘 어울린다.",,1/5,3/5,3/5,3/5,흙,"스테이크, 치즈",,12~13 %
"비발디, 발폴리첼라 리파소","Vivaldi, Valpolicella Ripasso",https://www.wine21.com/13_search/wine_view.html?Idx=167763&lq=LIST,비발디  Vivaldi,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella),,Valpolicella Ripasso DOC(DOP),,,16~18 ℃,"치즈, 스테이크 등과 잘 어울린다.",,1/5,3/5,4/5,4/5,,"스테이크, 치즈",*2017 빈티지: Luca Maroni 91점,13~14 %
"비발디, 아파시멘토 로쏘 베네토","Vivaldi, Appassimento Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=167764&lq=LIST,비발디  Vivaldi,이탈리아(Italy) / 베네토(Veneto) / 베로나(Verona),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella),,Veneto IGT(IGP),,,16~18 ℃,"치즈, 스테이크, 아시아요리 등과 잘 어울린다.",,2/5,3/5,5/5,4/5,"체리, 자두, 바닐라, 모카","스테이크, 아시아요리, 치즈",,14~15 %
"비발디, 아마로네 델라 발폴리첼라","Vivaldi, Amarone della Valpolicella",https://www.wine21.com/13_search/wine_view.html?Idx=167765&lq=LIST,비발디  Vivaldi,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella),,Amarone della Valpolicella DOCG(DOP),,,16~18 ℃,"치즈, 스테이크, 양갈비 등과 잘 어울린다.",,1/5,3/5,5/5,4/5,"체리, 자두, 꽃","스테이크, 양갈비, 치즈",*2015 빈티지: James Suckling 92점,15~16 %
"비발디, 아마로네 델라 발폴리첼라 프리미엄","Vivaldi, Amarone della Valpolicella Premium",https://www.wine21.com/13_search/wine_view.html?Idx=167766&lq=LIST,비발디  Vivaldi,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella),,Amarone della Valpolicella DOCG(DOP),,,16~18 ℃,"치즈, 스테이크 등과 잘 어울린다.",,1/5,3/5,5/5,4/5,"체리, 자두, 꽃","스테이크, 치즈","*2016 빈티지: 2020 KOREA WINE CHALLENGE GOLD MEDAL*2015 빈티지: Luca Maroni 93점, Mundus Vini GOLD MEDAL",15~16 %
"비발디, 발폴리첼라 리파소 프리미엄","Vivaldi, Valpolicella Ripasso",https://www.wine21.com/13_search/wine_view.html?Idx=167767&lq=LIST,비발디  Vivaldi,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella),,Valpolicella Ripasso DOC(DOP),,,16~18 ℃,"치즈, 스테이크 등과 잘 어울린다.",,1/5,3/5,4/5,4/5,,"스테이크, 치즈","*2017 빈티지: Luca Maroni 91점, James Suckling 91점*2016 빈티지: Luca Maroni 93점",14~15 %
"비발디, 아파시멘토 로쏘 프리미엄","Vivaldi, Appassimento Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=167768&lq=LIST,비발디  Vivaldi,이탈리아(Italy) / 베네토(Veneto) / 베로나(Verona),코르비나 (Corvina) / 코르비노네 (Corvinone) / 론디넬라 (Rondinella),,Veneto IGT(IGP),,,16~18 ℃,"치즈, 스테이크 등과 잘 어울린다.",,1/5,3/5,4/5,4/5,바닐라,"스테이크, 치즈","*2018 빈티지: 2020 KOREA WINE CHALLENGE GOLD MEDAL, James Suckling 91점*2017 빈티지: 2019 Inrernational Wine Challenge GOLD MEDAL",14~15 %
프리마 피에트라 몬테풀치아노 다루브쪼,Prima Pietra Montepulciano d'Abruzzo,https://www.wine21.com/13_search/wine_view.html?Idx=167769&lq=LIST,칸티나 디 몬테포르트  Cantina di Monteforte,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano),,Abruzzo DOC(DOP),,,16~18 ℃,"치즈, 스테이크 등과 잘 어울린다.",,1/5,3/5,4/5,5/5,"블랙베리, 자두, 타임, 오크","스테이크, 자두, 치즈",,13~14 %
프리마 피에트라 산지오베제 루비코네,Prima Pietra Sangiovese Rubicone,https://www.wine21.com/13_search/wine_view.html?Idx=167770&lq=LIST,칸티나 디 몬테포르트  Cantina di Monteforte,이탈리아(Italy) / 에밀리아 로마냐(Emilia-Romagna),산지오베제 (Sangiovese),,Rubicone IGT(IGP),,,16~18 ℃,"스테이크, 파스타, 치즈 등과 잘 어울린다.",,1/5,4/5,3/5,3/5,체리,"스테이크, 파스타, 치즈",,12~13 %
프리마 피에트라 소아베,Prima Pietra Soave,https://www.wine21.com/13_search/wine_view.html?Idx=167771&lq=LIST,칸티나 디 몬테포르트  Cantina di Monteforte,이탈리아(Italy) / 베네토(Veneto) / 소아베(Soave),가르가네가 (Garganega),,Soave DOC(DOP),,,10~12 ℃,"해산물, 샐러드, 치즈 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,"오렌지, 아몬드","해산물, 샐러드, 치즈",,12~13 %
프리마 피에트라 피노그리지오,Prima Pietra Pinot Grigio,https://www.wine21.com/13_search/wine_view.html?Idx=167772&lq=LIST,칸티나 디 몬테포르트  Cantina di Monteforte,이탈리아(Italy) / 베네토(Veneto),피노 그리지오 (Pinot Grigio),,delle Venezie DOC(DOP),,,10~12 ℃,"식전주 혹은 해산물, 치즈 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,미네랄,"해산물, 식전주, 치즈",,12~13 %
프리마 피에트라 베로나 로쏘,Prima Pietra Verona Rosso,https://www.wine21.com/13_search/wine_view.html?Idx=167773&lq=LIST,칸티나 디 몬테포르트  Cantina di Monteforte,이탈리아(Italy) / 베네토(Veneto) / 베로나(Verona),메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon) / 코르비나 (Corvina),,Verona IGT(IGP),,,16~18 ℃,"스테이크, 치즈 등과 잘 어울린다.",,1/5,3/5,3/5,3/5,시나몬,"스테이크, 치즈",,13~14 %
"미라벤토, 모스카토 스푸만테","Miravento, Moscato Spumante",https://www.wine21.com/13_search/wine_view.html?Idx=167774&lq=LIST,미라벤토  Miravento,이탈리아(Italy) / 피에몬테(Piemonte),모스카토  (Moscato ),,,,,6~8 ℃,,,4/5,3/5,2/5,1/5,"살구, 복숭아, 배, 멜론, 흰꽃, 꽃","건육, 프로슈토, 동남아요리, 아시아요리, 튀김, 식전주, 복숭아, 과일, 치즈, 디저트",,6~7 %
"미라벤토, 모스카토 다스티","Miravento, Moscato D'asti",https://www.wine21.com/13_search/wine_view.html?Idx=167775&lq=LIST,미라벤토  Miravento,이탈리아(Italy) / 피에몬테(Piemonte) / 아스티(Asti),모스카토  (Moscato ),,,,,6~8 ℃,"디저트, 치즈 등과 잘 어울린다.",,4/5,3/5,2/5,1/5,"복숭아, 꽃, 꿀","복숭아, 치즈, 디저트",,5~6 %
"빌라 파니, 토스카나 로쏘","Villa Pani, Toscana Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=167776&lq=LIST,빌라 파니  Villa Pani,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese) / 메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon),,Toscana IGT(IGP),,,16~18 ℃,"훈제, 양념 치즈, 미트소스 파스타 등과 잘 어울린다.",,1/5,4/5,3/5,3/5,블랙베리,"미트, 파스타, 치즈",*2016 AWC Vienna Silver*2015 AWC Vienna Silver,12~13 %
"레어 빈야드, 까버네 멜롯","Rare Vineyards, Cabernet Merlot",https://www.wine21.com/13_search/wine_view.html?Idx=167777&lq=LIST,레어 빈야드  Rare Vineyards,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot),,,,,16~18 ℃,"스테이크, 까망베르치즈, 초콜렛 등과 잘 어울린다.",,1/5,3/5,4/5,3/5,토스트,"스테이크, 초콜렛",*싱가포르 항공 2020 기내와인 선정,13~14 %
"레어 빈야드, 마르산느 비오니에","Rare Vineyards, Marsanne Viognier",https://www.wine21.com/13_search/wine_view.html?Idx=167778&lq=LIST,레어 빈야드  Rare Vineyards,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),마르산느 (Marsanne) / 비오니에 (Viognier),,,,,8~10 ℃,"바다가재, 생선류, 해산물 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,미네랄,해산물,,12~13 %
샤또 라 로즈 몽비엘,Chateau La Rose Montviel,https://www.wine21.com/13_search/wine_view.html?Idx=167779&lq=LIST,비뇨블 페레베쥬  Vignobles Pere-Verge,프랑스(France) / 보르도(Bordeaux) / 뽀므롤(Pomerol),메를로 (Merlot) / 카베르네 프랑 (Cabernet Franc),,Pomerol AOC(AOP),,16개월 프랑스산 오크 숙성.,16~18 ℃,"모든 육류, 치즈와 잘 어울림, 연어와 버섯을 곁들인 파스타 등과 잘 어울린다.",빈티지코리아,1/5,4/5,4/5,3/5,"블랙체리, 블랙베리, 딸기, 자두, 바닐라, 정향, 오크","소고기, 육류요리, 붉은육류, 양고기, 건육, 연어, 불고기, 양념갈비, 갈비찜, 족발, 라자냐, 파스타, 서양요리, 버섯, 자두, 치즈",,13~14 %
"도멘 앙리, 821 블랑 드 블랑 브뤼","Domaine d'Henri, 821 Blanc de Blancs Brut",https://www.wine21.com/13_search/wine_view.html?Idx=167780&lq=LIST,도멘 앙리  Le Domaine d'Henri,프랑스(France) / 부르고뉴(Bourgogne),샤르도네 (Chardonnay),,,,,6~8 ℃,"해산물 요리, 훈제 연어, 초밥, 새위튀김, 브리치즈 등과 잘 어울린다.",,1/5,5/5,2/5,1/5,"시트러스, 미네랄, 토스트","해산물, 튀김",,12~13 %
"도멘 앙리, 샤블리 '쌩 삐에흐'","Le Domaine d'Henri, Chablis 'St-Pierre'",https://www.wine21.com/13_search/wine_view.html?Idx=167781&lq=LIST,도멘 앙리  Le Domaine d'Henri,프랑스(France) / 부르고뉴(Bourgogne),샤르도네 (Chardonnay),,Chablis AOC(AOP),,,10~12 ℃,"연어, 참치, 갑각류, 향이 연하고 부드러운 치즈, 치킨 파히타 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,"살구, 미네랄","치킨, 치즈",*2018 빈티지: Tim Atkin 90점*2014 빈티지: Tim Atkin 93점,13~14 %
"도멘 앙리, 샤블리 프리미에 크뤼 '트호엠므'",Le Domaine d'Henri Chablis 1er Cru 'Troesmes',https://www.wine21.com/13_search/wine_view.html?Idx=167782&lq=LIST,도멘 앙리  Le Domaine d'Henri,프랑스(France) / 부르고뉴(Bourgogne),샤르도네 (Chardonnay),,,,,10~12 ℃,"돼지고기, 연어, 참치, 갑각류, 향이 연한 치즈 등과 잘 어울린다.",,1/5,4/5,3/5,1/5,"복숭아, 레몬, 꽃, 브리오슈","복숭아, 치즈",*2017 빈티지: Tim Atkin 92점,12~13 %
"도멘 앙리, 샤블리 프리미에 크뤼 '푸르숌므'","Domaine d'Henri, Chablis 1er Cru 'Fourchaume'",https://www.wine21.com/13_search/wine_view.html?Idx=167783&lq=LIST,도멘 앙리  Le Domaine d'Henri,프랑스(France) / 부르고뉴(Bourgogne) / 샤블리(Chablis),샤르도네 (Chardonnay),,,,,10~12 ℃,"해산물 플래터, 바다가재, 가자미 요리 등과 잘 어울린다.",,1/5,4/5,3/5,1/5,,해산물,*2015 빈티지: Robert Parker 91점,13~14 %
"레이디 그레이삭, 메독","Lady Greysac, Medoc",https://www.wine21.com/13_search/wine_view.html?Idx=167784&lq=LIST,도멘 롤랑드비  Domaine Rollan de By,프랑스(France) / 보르도(Bordeaux) / 메독(Medoc),메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon) / 카베르네 프랑 (Cabernet Franc),Bordeaux Médoc,Bordeaux AOC(AOP),,6개월 오크 숙성,16~18 ℃,"치즈, 스테이크 등과 잘 어울린다.",빈티지코리아,1/5,3/5,3/5,3/5,"블랙커런트, 블랙베리, 체리, 자두, 바닐라, 시나몬","소고기, 스테이크, 붉은육류, 바비큐, 훈제오리, 불고기, 갈비찜, 족발, 라자냐, 파스타, 서양요리, 자두, 치즈",* Gilbert & Gaillard Wine Awards - Gold,13~14 %
"올리비에 르플레브, 부르고뉴 “옹끌 뱅썽”","Olivier Leflaive, Bourgogne “Oncle Vincent",https://www.wine21.com/13_search/wine_view.html?Idx=167785&lq=LIST,올리비에 르플레브  Olivier Leflaive,프랑스(France) / 부르고뉴(Bourgogne),샤르도네 (Chardonnay),,Bourgogne AOC(AOP),,,10~12 ℃,"생선 요리, 조개류, 흰 살 고기를 활용한 요리 등과 잘 어울린다.",빈티지코리아,1/5,4/5,3/5,1/5,시트러스,,*2016 빈티지: Wine Enthusiast 90점,13~14 %
"백하우스, 피노 누아","Backhouse, Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=167788&lq=LIST,백하우스  Backhouse,미국(U.S.A) / 캘리포니아(California),피노 누아 (Pinot Noir),,California AVA,,,14~16 ℃,"치즈, BBQ, 구운 고기, 버섯 요리 등과 잘 어울린다.",,1/5,4/5,3/5,3/5,"바닐라, 오크","버섯, 치즈",*Robert Parker 88점,13~14 %
"맥매니스, 피노 누아","McManis, Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=167789&lq=LIST,맥매니스 와이너리  McManis Winery,미국(U.S.A) / 캘리포니아(California),피노 누아 (Pinot Noir),Californian Pinot Noir,,,,14~16 ℃,"치즈, 오리고기 등과 잘 어울린다.",와인투유코리아,1/5,4/5,3/5,3/5,"체리, 딸기, 라스베리, 잼, 바닐라, 오크, 크림","돼지고기, 오리고기, 훈제오리, 불고기, 순대, 파스타, 서양요리, 치즈, 체다, 고다, 브리","*2018 빈티지: Critics Choice Awards Gold Medal, 2019 Los Angeles International Wine Competition Silver Medal",13~14 %
"허드슨, 피닉스 나파 밸리","Hudson, Phoenix Napa Valley",https://www.wine21.com/13_search/wine_view.html?Idx=167790&lq=LIST,허드슨 랜치  Hudson Ranch Vineyard,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 로스 카네로스(Los Carneros),메를로 (Merlot) / 카베르네 프랑 (Cabernet Franc) / 카베르네 소비뇽 (Cabernet Sauvignon),Californian Bordeaux Blend,Los Carneros AVA,,,16~18 ℃,"스테이크, 치즈 등과 잘 어울린다.",와인투유코리아,1/5,3/5,5/5,4/5,"레드커런트, 블랙체리, 체리, 꽃, 바닐라, 허브, 가죽","스테이크, 붉은육류, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 라자냐, 파스타, 토마토파스타, 서양요리, 피자, 치즈, 파르미지아노, 그라노파다노, 테트드무안",*2016 빈티지: Robert Parker 93점*Robert Parker 92점,14~15 %
엘리자베스 로즈 샤도네이,Elizabeth Rose Chardonnay,https://www.wine21.com/13_search/wine_view.html?Idx=167791&lq=LIST,고스트 블락 와이너리   Ghost Block Winery,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),샤르도네 (Chardonnay),,Napa Valley AVA,,,10~12 ℃,"치즈, 해산물, 샐러드 등과 잘 어울린다.",,1/5,4/5,3/5,1/5,"배, 리치, 오크","해산물, 샐러드, 치즈",,13~14 %
"듀몰, 라이언 피노누아","DuMOL, Jenfoft Vineyard Ryan Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=167792&lq=LIST,듀몰  DuMOL,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County) / 러시안 리버 밸리(Russian River Valley),피노 누아 (Pinot Noir),,Russian River Valley AVA,,,14~16 ℃,"치즈, 오리고기, 스테이크 등과 잘 어울린다.",와인투유코리아,1/5,4/5,4/5,3/5,,"스테이크, 오리고기, 치즈",*Vinous 97점*Jeb Dunnuck 96점*Robert Parker 93점,14~15 %
"샤또 프라도, 로제","Chateau Pradeaux, Rose",https://www.wine21.com/13_search/wine_view.html?Idx=167793&lq=LIST,샤또 프라도  Chateau Pradeaux,프랑스(France) / 서던 프랑스(Southern France) / 프로방스(Provence) / 방돌(Bandol),무르베드르 (Mourvedre) / 쌩쏘 (Cinsault),,Bandol AOC(AOP),,,10~12 ℃,"샐러드, 치즈 등과 잘 어울린다.",,1/5,4/5,2/5,2/5,"체리, 꽃, 미네랄, 허브","샐러드, 치즈","*2014 빈티지: La Revue du Vin de France 15.5 / 20점, Bettane et Desseauve 15.5 / 20점*2013 빈티지: Robert Parker 90점",
"샤또 프라도, 루즈","Chateau Pradeaux, Rouge",https://www.wine21.com/13_search/wine_view.html?Idx=167794&lq=LIST,샤또 프라도  Chateau Pradeaux,프랑스(France) / 서던 프랑스(Southern France) / 프로방스(Provence) / 방돌(Bandol),무르베드르 (Mourvedre) / 그르나슈 (Grenache),,Bandol AOC(AOP),,,16~18 ℃,"양고기, 스테이크 등과 잘 어울린다.",,1/5,3/5,4/5,4/5,"후추, 허브","스테이크, 양고기",*2011 빈티지: La Revue du Vin de France 17 / 20점*2010 빈티지: La Revue du Vin de France 17 / 20점*2008 빈티지: La Revue du Vin de France 16.5 / 20점,
"도멘 드 라 꼬마렌, 뽀마르 프리미에 크뤼 '끌로 드 라 꼬마렌' 모노폴","Domaine de la Commaraine, Pommard 1er cru 'Clos de la Commaraine' Monopole",https://www.wine21.com/13_search/wine_view.html?Idx=167795&lq=LIST,도멘 드 라 꼬마렌  Domaine de la Commaraine,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 뽀마르(Pommard),피노 누아 (Pinot Noir) 100%,Burgundy Côte de Beaune Red,"Pommard 1er Cru AOC(AOP), 'Clos de la Commaraine'",,,14~16 ℃,"라즈베리 소스를 올린 오리 콩피(Confit), 오븐에 조리한 돼지고기 요리 등과 잘 어울린다.",(주)와이넬,1/5,4/5,4/5,3/5,꽃,,"*2018 빈티지: Decanter 93점, Wine Advocate 93점, Jancis Robinson 17.5점",13~14 %
"파미 아르보, 온 아펠 네그레뜨","Famille Arbeau, On l'Appelle Negrette",https://www.wine21.com/13_search/wine_view.html?Idx=167796&lq=LIST,파미 아르보  Famille Arbeau,프랑스(France) / 사우스웨스트 프랑스(Southwest France) / 꼬뜨 드 프롱또네(Côtes de Frontonnais),네그레트 (Negrette) 100%,,Fronton AOC(AOP),,,14~16 ℃,"아시아요리, 치즈 등과 잘 어울린다.",,1/5,4/5,3/5,3/5,,"아시아요리, 치즈",,
