와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,양조,숙성,알코올,음용온도,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,스타일,등급,추천음식
"링구아 프랑카, 아브니 샤르도네","Lingua Franca, AVNI Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=177138&lq=LIST,링구아 프랑카  Lingua Franca,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley),샤르도네 (Chardonnay) 100%,"압착 전 분쇄된 2.5%를 포함하여 전체 클러스터 압착 후 평균 24시간 동안 탱크에 침전물을 가라앉. 이후 야생 효모로 배럴에서 발효가 완료되면 26%는 뉴 600리터 용량의 펀천, 74%는 뉴트럴 대형 우드 통 그리고 올드 프랑스산 오크 펀천과 바리끄에 11개월간 앙금 숙성. 1차 발효 및 말로락틱 발효가 각 배럴에서 진행.","이후, 밀폐된 탱크에 블렌딩되어 6개월간 리(lees) 숙성을 거친 후 병입.",,10~12 ℃,(주)와이넬,1/5,3/5,3/5,1/5,"배, 시트러스, 감귤, 흰꽃, 꽃, 바닐라, 감초, 허브, 효모","돼지고기, 건육, 닭강정, 닭고기, 치킨, 해산물, 생굴, 조개구이, 오일파스타, 중국요리, 샐러드, 치즈",* 2021 빈티지 - Jeb Dunnuck 93점,Oregon Chardonnay,Willamette Valley AVA,
"링구아 프랑카, 아브니 피노누아","Lingua Franca, AVNI Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=177139&lq=LIST,링구아 프랑카  Lingua Franca,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley),피노 누아 (Pinot Noir) 100%,손 수확. 스테인리스 스틸 및  발효 콘크리트 탱크에 (펌핑하지 않음) 채워진 후 야생 효모와 함께 자연 발효가 진행.,"와인의 27%는 뉴 오크, 73%는 올드 프렌치 오크 바리크에서 각각 12개월 동안 숙성된 후, 밀폐된 탱크에 블렌딩되어 4개월간 추가 숙성을 거친 후 병입.",,14~16 ℃,(주)와이넬,1/5,3/5,3/5,2/5,"블랙체리, 체리, 딸기, 장미, 꽃, 바닐라, 홍차, 허브","송아지, 로스트비프, 건육, 훈제오리, 치킨, 연어, 장어구이, 불고기, 족발, 편육, 라자냐, 리조토, 치즈, 파르미지아노, 그라노파다노",* 2021 빈티지 - Jeb Dunnuck 94,Oregon Pinot Noir,Willamette Valley AVA,
"링구아 프랑카, 링구아 프랑카 에스테이트 피노누아","Lingua Franca, Lingua Franca Estate Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=177140&lq=LIST,링구아 프랑카  Lingua Franca,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley),피노 누아 (Pinot Noir) 100%,손 수확. 스테인리스 스틸 및 콘크리트 발효 탱크에 채워진 후 야생 효모와 함께 자연 발효가 진행.,"와인의 25%는 뉴 오크, 75%는 올드 프렌치 오크 바리크에서 각각 12개월 동안 숙성된 후, 밀폐된 탱크에 블렌딩되어 4개월간 추가 숙성을 거친 후 병입.",,14~16 ℃,(주)와이넬,1/5,3/5,3/5,3/5,"블랙체리, 라스베리, 자두, 석류, 꽃, 미네랄, 바닐라, 홍차, 허브","소고기, 스테이크, 양갈비, 양고기, 훈제오리, 불고기, 양념갈비, 라자냐, 리조토, 자두, 치즈, 파르미지아노, 그라노파다노, 테트드무안",* 2021 빈티지 - Jeb Dunnuck 95점,Oregon Pinot Noir,Eola-Amity Hills AVA,
"로저 구라트, 루미너스 엑스트라 브륏","Roger Goulart, Luminous Extra Brut",https://www.wine21.com/13_search/wine_view.html?Idx=177141&lq=LIST,로저 구라트  Roger Goulart,스페인(Spain) / 페네데스(Penedes),자렐로 (Xarel.lo) 40% / 마카베오 (Macabeo) 30% / 빠레야다 (Parellada) 30%,전통 샴페인 방식 양조.,최소 24개월 이상을 숙성.,,6 ℃,(주)와이넬,1/5,4/5,2/5,1/5,"시트러스, 감귤, 흰꽃, 꽃, 페이스트리","닭강정, 후라이드, 닭고기, 치킨, 스시, 생선회, 해산물, 오일파스타, 아시아요리, 튀김, 식전주, 샐러드, 과일",,Spanish Cava,Cava DO(DOP),
"로저 구라트, 루미너스 로제","Roger Goulart, Luminous Rose",https://www.wine21.com/13_search/wine_view.html?Idx=177142&lq=LIST,로저 구라트  Roger Goulart,스페인(Spain) / 페네데스(Penedes),가르나차  (Garnacha) 85% / 모나스트렐 (Monastrell) 10% / 피노 누아 (Pinot Noir) 5%,세니에(Saignee) 방식으로 양조,,,6~8 ℃,(주)와이넬,1/5,4/5,2/5,1/5,"체리, 딸기, 라스베리, 꽃","육회, 닭고기, 오리로스, 붉은살생선, 연어, 참치, 해산물, 문어숙회, 킹크랩, 보쌈, 편육, 수육, 오일파스타, 피자, 중국요리, 치즈, 고다, 모짜렐라",,Spanish Cava,Cava DO(DOP),
"판티니, 까살레 베끼오 몬테풀치아노 다브루쪼 블랙","Fantini, Casale Vecchio Montepulciano d'Abruzzo Black",https://www.wine21.com/13_search/wine_view.html?Idx=177143&lq=LIST,판티니 그룹  Fantini Group,이탈리아(Italy) / 토스카나(Toscana) / 몬테풀치아노(Montepulciano),몬테풀치아노 (Montepulciano) 100%,,아메리칸 오크 배럴에서 6개월간 숙성.,,16~18 ℃,(주)와이넬,1/5,3/5,4/5,4/5,"블랙체리, 블랙베리, 체리, 자두, 잼, 말린자두, 후추, 바닐라, 허브, 모카, 오크","소고기, 스테이크, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 라자냐, 파스타, 토마토파스타, 자두, 치즈, 파르미지아노, 그라노파다노, 테트드무안, 콩테","* 2022 빈티지 - 2023 Berliner Wine Trophy Gold Medal / 2023 Luca Maroni 93점* 2020 빈티지 - 2022 Korea Wine Challenge(KWC) Gold Medal /* 2014 빈티지 - 2016 Mundus Vini - Gold Medal* Vini buoni d'Italia – Touring Club Italiano: Tre Stelle* 2012 아시아,오세아니아 소믈리에 경기대회 공식 만찬주",Italian Montepulciano d'Abruzzo,Montepulciano d'Abruzzo DOC(DOP),
"아워글래스, 에스테이트, 쇼비뇽 블랑","Hourglass, Estate, Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=177144&lq=LIST,아워글래스  Hourglass,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County),소비뇽 블랑 (Sauvignon Blanc) / 세미용 (Semillon),,,13~14 %,10~12 ℃,와인투유코리아,1/5,4/5,3/5,1/5,"시트러스, 오렌지, 라임, 레몬, 미네랄, 젖은자갈, 브리오슈, 토스트, 꿀","광어, 스시, 초밥, 생선회, 해산물, 오일파스타, 서양요리, 중국요리, 동남아요리, 아시아요리, 튀김, 샐러드, 과일, 치즈, 리코타, 모짜렐라",* 2022 빈티지 -Jeb Dunnuck 92,,,
"펠프스 크릭, 레지나 포마드 피노 누아","Phelps Creek, Regina Pommard Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=177145&lq=LIST,펠프스 크릭 빈야즈  Phelps Creek Vineyards,미국(U.S.A) / 오리건(Oregon) / 콜롬비아 고지 (오리건)(Columbia Gorge (OR)),피노 누아 (Pinot Noir),,,13~14 %,14~16 ℃,와인투유코리아,1/5,3/5,3/5,3/5,"블랙체리, 블랙베리, 체리, 바닐라, 홍차, 타바코, 커피","그릴요리, 로스트비프, 소고기, 바비큐, 양꼬치, 건육, 훈제오리, 불고기, 족발, 라자냐, 리조토, 치즈, 체다, 그라노파다노",,Oregon Pinot Noir,,
"레조낭스, 레조낭스 빈야드 피노누아","Resonance, Resonance Vineyard Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=177146&lq=LIST,레조낭스  Resonance,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley) / 얌힐-칼튼(Yamhill-Carlton),피노 누아 (Pinot Noir),,,,14~16 ℃,신세계엘앤비,1/5,4/5,2/5,2/5,"블랙체리, 라스베리, 제비꽃, 꽃, 삼나무","송아지, 로스트비프, 바비큐, 돼지고기, 양갈비, 건육, 오리고기, 훈제오리, 불고기, 갈비찜, 족발, 파스타, 크림파스타, 서양요리, 중국요리, 치즈, 파르미지아노, 테트드무안, 콩테",,Oregon Pinot Noir,Yamhill-Carlton AVA,
"레조낭스, 데꾸베르트 빈야드 피노누아","Resonance, Decouverte Vineyard Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=177147&lq=LIST,레조낭스  Resonance,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley) / 던디 힐(Dundee Hills),피노 누아 (Pinot Noir),,,,14~16 ℃,신세계엘앤비,1/5,4/5,2/5,2/5,"블랙체리, 체리, 라스베리, 제비꽃, 붉은꽃, 꽃, 삼나무","로스트비프, 바비큐, 돼지고기, 건육, 훈제오리, 보쌈, 불고기, 족발, 파스타, 치즈, 체다, 고다, 테트드무안",,Oregon Pinot Noir,Dundee Hills AVA,
"레조낭스, 쿠사 빈야드 샤도네이","Resonance, Koosah Vineyard Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=177148&lq=LIST,레조낭스  Resonance,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley) / 에오라-아미티 힐즈(Eola-Amity Hills),샤르도네 (Chardonnay),,,,10~12 ℃,신세계엘앤비,1/5,4/5,1/5,1/5,"배, 시트러스, 레몬, 미네랄, 잔디, 아몬드","돼지고기, 건육, 닭고기, 오리로스, 치킨, 연어, 참치, 해산물, 편육, 수육, 파스타, 피자, 중국요리, 샐러드",,Oregon Chardonnay,Eola-Amity Hills AVA,
"레조낭스, 윌라멧 밸리 피노누아","Resonance, Willamette Valley Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=177149&lq=LIST,레조낭스  Resonance,미국(U.S.A) / 오리건(Oregon),피노 누아 (Pinot Noir),,,,14~16 ℃,신세계엘앤비,1/5,4/5,2/5,2/5,"체리, 라스베리, 빌베리, 장미, 꽃, 삼나무","베이컨, 꼬치구이, 돼지고기, 양꼬치, 건육, 훈제오리, 오리로스, 불고기, 양념갈비, 파스타, 토마토파스타, 피자, 치즈, 파르미지아노, 테트드무안",* 2023 Wine Spectator Top 10 Wine 선정(9위),Oregon Pinot Noir,,
"레조낭스, 윌라멧 밸리 샤도네이","Resonance, Willamette Valley Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=177150&lq=LIST,레조낭스  Resonance,미국(U.S.A) / 오리건(Oregon),샤르도네 (Chardonnay),,,,10~12 ℃,신세계엘앤비,1/5,4/5,2/5,1/5,"시트러스, 오렌지, 레몬껍질, 레몬, 자스민, 바닐라, 허브","돼지고기, 건육, 오리로스, 치킨, 생선구이, 생선회, 연어, 참치, 해산물, 파스타, 오일파스타, 중국요리",,Oregon Chardonnay,,
"베컴 에스테이트, 애드 베컴 에이퀄리스 피노그리 - 피노누아","Beckham Estate, A.D. Beckham Aequalis Pinot Gris-Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=177151&lq=LIST,베컴 에스테이트 빈야드  Beckham Estate Vineyard,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley) / 체할렘 마운틴(Chehalem Mountain),피노 그리 (Pinot Gris) / 피노 누아 (Pinot Noir),직접 재배한 포도와 직접 만든 암포라를 사용하여 와인 양조. 포도 껍질과 와이너리에서 자연적으로 서식하는 토종 효모만 사용. 와인 양조 시 정제된 재료를 사용하지 않음. 발효 및 숙성을 위해 대형 프렌치 배럴과 직접 만든 테라코타 암포라 사용. Pinot Gris는 40일 동안 암포라에서 껍질과 함께 발효 후 압착.,어떠한 여과과정과 정제하는 과정을 거치지 않은 채 암포라에 다시 숙성.,11~12 %,12~14 ℃,비니더스코리아,1/5,3/5,3/5,2/5,"체리, 딸기, 라스베리, 살구, 꽃, 감초, 허브, 효모, 흙","돼지고기, 건육, 훈제오리, 오리로스, 생선구이, 생선조림, 해산물, 불고기, 편육, 수육, 햄버거, 피자, 중국요리, 치즈, 체다, 고다, 브리, 리코타, 모짜렐라",,,Chehalem Mountains AVA,
"베컴 에스테이트, 애드 베컴 암포라 피노그리","Beckham Estate, A.D. Beckham Amphora Pinot Gris",https://www.wine21.com/13_search/wine_view.html?Idx=177152&lq=LIST,베컴 에스테이트 빈야드  Beckham Estate Vineyard,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley) / 체할렘 마운틴(Chehalem Mountain),피노 그리 (Pinot Gris),직접 재배한 포도와 직접 만든 암포라를 사용하여 와인 양조. 포도 껍질과 와이너리에서 자연적으로 서식하는 토종 효모만 사용. 와인 양조 시 정제된 재료를 사용하지 않음. 발효 및 숙성을 위해 대형 프렌치 배럴과 직접 만든 테라코타 암포라 사용.,,13~14 %,10~12 ℃,비니더스코리아,1/5,4/5,2/5,2/5,"딸기, 살구, 잼, 장미, 꽃, 홍차, 젖은낙엽","오리로스, 치킨, 초밥, 생선회, 해산물, 중국요리, 아시아요리, 샐러드, 리코타, 모짜렐라",,Oregon Pinot Gris,Chehalem Mountains AVA,
"베컴 에스테이트, 애드 베컴 리즐링","Beckham Estate, A.D. Beckham Sincerus Riesling",https://www.wine21.com/13_search/wine_view.html?Idx=177153&lq=LIST,베컴 에스테이트 빈야드  Beckham Estate Vineyard,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley) / 체할렘 마운틴(Chehalem Mountain),리슬링 (Riesling),직접 재배한 포도와 직접 만든 암포라를 사용하여 와인 양조. 포도 껍질과 와이너리에서 자연적으로 서식하는 토종 효모만 사용. 와인 양조 시 정제된 재료를 사용하지 않음. 발효 및 숙성을 위해 대형 프렌치 배럴과 직접 만든 테라코타 암포라 사용. 송이 전체를 압착 후 암포라에서 토종효모와 함께 발효.,"어떠한 여과과정, 정제과정도 거치지 않은 채 테라코타 암포라와 중성배럴에서 다시 숙성.",11~12 %,8~10 ℃,비니더스코리아,1/5,4/5,2/5,1/5,"청사과, 배, 사과, 시트러스, 레몬, 흰꽃, 꽃, 미네랄, 젖은자갈","돼지고기, 건육, 오리고기, 치킨, 초밥, 생선회, 장어구이, 해산물, 만두, 수육, 오일파스타, 피자, 중국요리, 아시아요리, 튀김",,Oregon Riesling,Chehalem Mountains AVA,
"메종 누아, 오피피 피노누아","Maison Noir, O.P.P. Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=177154&lq=LIST,메종 누아  Maison Noir,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley),피노 누아 (Pinot Noir),,,13~14 %,14~16 ℃,비니더스코리아,1/5,3/5,3/5,2/5,"체리, 딸기, 라스베리, 붉은꽃, 꽃, 정향, 허브, 캐모마일, 흙","그릴요리, 송아지, 까르파치오, 바비큐, 돼지고기, 건육, 훈제오리, 불고기, 육포, 족발, 파스타, 서양요리, 피자, 버섯, 치즈, 체다, 고다, 브리","* 흑인으로서는 최초로 미국대표 소믈리에로 선정된 많은 셀럽들과 테이스팅을 하는것으로 유명한 와인메이커 ,젊은 와인메이커들의와인을 블랜딩한 독특한 와인",Oregon Pinot Noir,Willamette Valley AVA,
"솔레나, 피노누아 DDL","Solena, Pinot Noir DDL",https://www.wine21.com/13_search/wine_view.html?Idx=177155&lq=LIST,솔레나  Solena,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley) / 얌힐-칼튼(Yamhill-Carlton),피노 누아 (Pinot Noir),,,13~14 %,14~16 ℃,비니더스코리아,1/5,3/5,3/5,2/5,"블랙체리, 라스베리, 자두, 장미, 꽃, 미네랄, 바닐라, 허브, 삼나무, 버섯, 흙, 젖은흙, 젖은낙엽","송아지, 로스트비프, 바비큐, 돼지고기, 건육, 훈제오리, 치킨, 해산물, 불고기, 편육, 수육, 파스타, 피자, 중국요리, 자두, 치즈, 체다, 고다, 브리",,Oregon Pinot Noir,Yamhill-Carlton AVA,
"휴먼셀러, 드 부이 가메","Human Cellar, L'Influence Du Bouys Gamay",https://www.wine21.com/13_search/wine_view.html?Idx=177156&lq=LIST,휴먼셀러  Human Cellars,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley) / 에오라-아미티 힐즈(Eola-Amity Hills),가메이 (Gamay) / 샤르도네 (Chardonnay),최소한의 개입을 통한 와인 양조. 유황 소량 사용. Small lot에서 발효.,"스테인리스 통에서 50%, 뉴트럴 오크통에서 50% 숙성.",13~14 %,14~16 ℃,비니더스코리아,1/5,3/5,2/5,2/5,"체리, 딸기, 라스베리, 꽃, 미네랄, 허브, 효모, 요거트","베이컨, 꼬치구이, 돼지고기, 건육, 훈제오리, 찜닭, 오리로스, 편육, 수육, 파스타, 오일파스타, 중국요리, 샐러드, 치즈, 체다, 고다, 브리",,,Eola-Amity Hills AVA,
"휴먼셀러,그랑제로 샤도네이","Human Cellars, A Los Granjeros Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=177157&lq=LIST,휴먼셀러  Human Cellars,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley) / 에오라-아미티 힐즈(Eola-Amity Hills),샤르도네 (Chardonnay),'Bare Bone'(소뿔 안에 퇴비를 넣어 땅에 심기) 방식 적용. 화학물질을 사용하지 않고 포도 재배.,오래된 뉴트럴 배럴에서 미량의 유황만 사용하여 숙성. 쉬르리(Sur-lie)를 진행.,13~14 %,10~12 ℃,비니더스코리아,1/5,3/5,3/5,1/5,"자두, 복숭아, 시트러스, 라임, 레몬, 꽃, 바닐라","바비큐, 돼지고기, 건육, 오리로스, 치킨, 생선구이, 장어구이, 만두, 파스타, 피자, 중국요리, 탕수육, 자두, 복숭아",,Oregon Chardonnay,Eola-Amity Hills AVA,
"휴먼셀러, 루디 리즐링","Human Cellars, Ode to Rudi Riesling",https://www.wine21.com/13_search/wine_view.html?Idx=177158&lq=LIST,휴먼셀러  Human Cellars,미국(U.S.A) / 오리건(Oregon) / 윌라메트 밸리(Willamette Valley) / 에오라-아미티 힐즈(Eola-Amity Hills),리슬링 (Riesling),유황을 사용하지 않고 포도 재배 및 와인 양조.,오래된 뉴트럴 배럴에서 숙성. 쉬르리(Sur-lie)를 진행.,12~13 %,8~10 ℃,비니더스코리아,1/5,4/5,2/5,1/5,"시트러스, 꽃, 미네랄, 허브, 효모","돼지고기, 오리고기, 닭고기, 해산물, 서양요리, 중국요리",,Oregon Riesling,Eola-Amity Hills AVA,
원스 어폰 어 바인 인챈티드 버블리 화이트,Once Upon A Vine Bubbly White,https://www.wine21.com/13_search/wine_view.html?Idx=177159&lq=LIST,브랑코 와인 컴퍼니  Bronco wine Company,미국(U.S.A) / 캘리포니아(California),리슬링 (Riesling) / 피노 그리지오 (Pinot Grigio) / 소비뇽 블랑 (Sauvignon Blanc) / 기타 품종 (Other Grapes),,,12~13 %,6~8 ℃,비니더스코리아,1/5,4/5,2/5,1/5,"백도, 복숭아, 서양배, 사과, 시트러스, 열대과일, 흰꽃, 미네랄, 효모, 요거트","꼬치구이, 건육, 닭강정, 닭고기, 오리로스, 치킨, 생선구이, 연어, 참치, 편육, 만두, 수육, 오일파스타, 리조토, 중국요리, 아시아요리, 튀김, 복숭아",,,,
러더포드 빈트너스 카베르네 쇼비뇽,Rutherford Vintners Cabernet Sauvignon,https://www.wine21.com/13_search/wine_view.html?Idx=177160&lq=LIST,브랑코 와인 컴퍼니  Bronco wine Company,미국(U.S.A) / 캘리포니아(California) / 나파 카운티(Napa County) / 나파 밸리(Napa Valley),카베르네 소비뇽 (Cabernet Sauvignon) / 쁘띠 베르도 (Petit Verdot) / 기타 품종 (Other Grapes),,,13~14 %,16~18 ℃,비니더스코리아,1/5,3/5,4/5,4/5,"블랙커런트, 블랙베리, 자두, 후추, 삼나무, 오크","소고기, 스테이크, 붉은육류, 양갈비, 양고기, 불고기, 양념갈비, 갈비찜, 한식, 라자냐, 버섯, 자두, 치즈, 파르미지아노, 그라노파다노, 테트드무안",,Californian Cabernet Sauvignon,Napa Valley AVA,
