와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,양조,숙성,알코올,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,등급
"일 카르나샬레, 오탄타두에","Il Carnasciale, Ottantadue",https://www.wine21.com/13_search/wine_view.html?Idx=169680&lq=LIST,일 카르나샬레  Il Carnasciale,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese),Tuscan Red,,,,16~18 ℃,"스테이크, 불고기, 그릴요리, 갈비찜, 리조또, 라자냐, 피자, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,,,
"파토리아 일 카피타노, 키안티 루피나 리제르바","Fattoria il Capitano, Chianti Rufina Riserva",https://www.wine21.com/13_search/wine_view.html?Idx=169681&lq=LIST,파토리아 일 카피타노  Fattoria il Capitano,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese) / 카나이올로 (Canaiolo),Italian Chianti,,,,16~18 ℃,"스테이크, 불고기, 그릴요리, 갈비찜, 리조또, 라자냐, 피자, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,,,
"파토리아 일 카피타노, 키안티 루피나 빈 산토","Fattoria il Capitano, Chianti Rufina Vin Santo",https://www.wine21.com/13_search/wine_view.html?Idx=169682&lq=LIST,파토리아 일 카피타노  Fattoria il Capitano,이탈리아(Italy) / 토스카나(Toscana),트레비아노 (Trebbiano) 50% / 말바시아 비앙카  (Malvasia Bianca) 50%,Italian Chianti,,,,14~16 ℃,"샐러드, 크림치즈, 리코타, 말린과일, 초콜릿, 스낵 등 디저트와 잘 어울린다.",루벵코리아 (루뱅쿱),5/5,3/5,5/5,1/5,,샐러드,,
"데이, 비노 노빌레 디 몬테풀치아노 마돈나 델라 퀘르체","Dei, Vino Nobile di Montepulciano Madonna Della Querce",https://www.wine21.com/13_search/wine_view.html?Idx=169683&lq=LIST,데이  Dei,이탈리아(Italy) / 토스카나(Toscana),프루놀로 젠타일 (Prugnolo Gentile) 100%,Italian Vino Nobile Di Montepulciano,,,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 족발, 라자냐, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,4/5,,족발,,
"토레 데이 비티, 몬테풀치아노 다부르죠","Torre Dei Beati, Montepulciano d'Abruzzo",https://www.wine21.com/13_search/wine_view.html?Idx=169684&lq=LIST,토레 데이 비티  Torre Dei Beati,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano) 100%,Italian Montepulciano d'Abruzzo,,,,16~18 ℃,"로스트비프, 오리고기, 치킨, 토마토파스타, 피자, 견과류, 말린과일, 티라미슈 와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,"견과류, 티라미슈",,
"토레 데이 비티, '콕씨아파자' 몬테풀치아노 다부르죠","Torre Dei Beati, 'Cocciapazza' Montepulciano d'Abruzzo",https://www.wine21.com/13_search/wine_view.html?Idx=169685&lq=LIST,토레 데이 비티  Torre Dei Beati,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano) 100%,Italian Montepulciano d'Abruzzo,,,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 치즈, 라자냐, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,4/5,,"양고기, 치즈",,
"토레 데이 비티, '마찌무렐로' 몬테풀치아노 다부르죠","Torre Dei Beati, 'Mazzamurello' Montepulciano d'Abruzzo",https://www.wine21.com/13_search/wine_view.html?Idx=169686&lq=LIST,토레 데이 비티  Torre Dei Beati,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano) 100%,Italian Montepulciano d'Abruzzo,,,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 치즈, 라자냐, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,4/5,,"양고기, 치즈",,
"토레 데이 비티, '쟈소레모 콘 아이 피오리' 페코리노","Torre Dei Beati, 'Giocheremo con I fiori' Peccorino",https://www.wine21.com/13_search/wine_view.html?Idx=169687&lq=LIST,토레 데이 비티  Torre Dei Beati,이탈리아(Italy) / 아브루쪼(Abruzzo),페코리노 (Peccorino),,,,,8~10 ℃,"새우, 갑각류, 채소, 샐러드, 스낵, 견과류, 떡볶이, 튀김 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"새우, 떡볶이, 튀김, 견과류, 스낵",,
"파뷸라스, 마라벨레 몬테풀치아노 다부르죠","Fabulas, Marabelle Montepulciano d'Abruzzo",https://www.wine21.com/13_search/wine_view.html?Idx=169688&lq=LIST,파뷸라스  Fabulas,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano),Italian Montepulciano d'Abruzzo,,,,16~18 ℃,"로스트비프, 오리고기, 치킨, 토마토파스타, 피자, 견과류, 말린과일, 티라미슈 와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,"견과류, 티라미슈",,
"파뷸라스, 마라벨레 피노 그리지오","Fabulas, Marabelle Pinot Grigio",https://www.wine21.com/13_search/wine_view.html?Idx=169689&lq=LIST,파뷸라스  Fabulas,이탈리아(Italy) / 아브루쪼(Abruzzo),피노 그리지오 (Pinot Grigio) 100%,,,,,8~10 ℃,"흰살생선, 샐러드, 건육, 하몽, 프로슈토, 동남아요리, 파스타 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"흰살생선, 파스타, 동남아요리, 샐러드",,
"몬테베르디, 몬테풀치아노 다부르죠","Monteverdi, Montepulciano d'Abruzzo",https://www.wine21.com/13_search/wine_view.html?Idx=169690&lq=LIST,몬테베르디  Monteverdi,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano) 100%,Italian Montepulciano d'Abruzzo,,,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 치즈, 라자냐, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,4/5,3/5,4/5,,"양고기, 치즈",,
"콜레프리지, 모레치네 몬테풀치아노 다부르죠","Collefrisie, Morrecine Montepulciano d'Abruzzo",https://www.wine21.com/13_search/wine_view.html?Idx=169691&lq=LIST,콜레프리지오  Collefrisio,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano),Italian Montepulciano d'Abruzzo,,,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 치즈, 라자냐, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,4/5,3/5,4/5,,"양고기, 치즈",,
"콜레프리지오, 인 앤 아웃","Collefrisio, In & Out",https://www.wine21.com/13_search/wine_view.html?Idx=169692&lq=LIST,콜레프리지오  Collefrisio,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano) 100%,Italian Montepulciano d'Abruzzo,,,14~15 %,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 치즈, 라자냐, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱) / 리바인,1/5,4/5,3/5,4/5,"딸기, 석류","양고기, 치즈",,
"몬테베르디, 아그레스테 로쏘","Monteverdi, Agreste Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=169694&lq=LIST,몬테베르디  Monteverdi,이탈리아(Italy) / 뿔리아(Puglia),산지오베제 (Sangiovese) / 카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot),,,,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 족발, 라자냐, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,4/5,4/5,4/5,,족발,,
"몬테베르디, 프리미티보 풀리아","Monteverdi, Primitivo Puglia",https://www.wine21.com/13_search/wine_view.html?Idx=169695&lq=LIST,몬테베르디  Monteverdi,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo) 100%,Southern Italy Primitivo,,,,16~18 ℃,"양갈비, 양고기, 스테이크, 스튜, 블루치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,"살라미, 견과류",,
"몬테베르디, 아그레스테 비앙코","Monteverdi, Agreste Bianco",https://www.wine21.com/13_search/wine_view.html?Idx=169696&lq=LIST,몬테베르디  Monteverdi,이탈리아(Italy) / 뿔리아(Puglia),기타 품종 (Other Grapes),,,,,8~10 ℃,"새우, 갑각류, 채소, 샐러드, 스낵, 견과류, 떡볶이, 튀김 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"새우, 떡볶이, 튀김, 견과류, 스낵",,
"멘힐 살렌토, 쿼타 29","Menhir Salento, Quota 29",https://www.wine21.com/13_search/wine_view.html?Idx=169697&lq=LIST,멘힐 살렌토  Menhir Salento,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo) 100%,,,,,16~18 ℃,"양갈비, 양고기, 스테이크, 스튜, 블루치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,"살라미, 견과류",,
"아테나, 아테나","Athena, Athena",https://www.wine21.com/13_search/wine_view.html?Idx=169698&lq=LIST,아테나  Athena,이탈리아(Italy) / 뿔리아(Puglia),네로 디 트로이아  (Nero di Troia) 100%,,,,,16~18 ℃,"붉은 육류, 등심, 안심, 양갈비, 초리죠, 프로슈토, 리조토, 라자냐, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,3/5,3/5,,"양갈비, 프로슈토",,
"아테나, 네로 디 트로이아","Athena, Nero di Troia",https://www.wine21.com/13_search/wine_view.html?Idx=169699&lq=LIST,아테나  Athena,이탈리아(Italy) / 뿔리아(Puglia),네로 디 트로이아  (Nero di Troia),,,,,16~18 ℃,"붉은 육류, 등심, 안심, 양갈비, 초리죠, 프로슈토, 리조토, 라자냐, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,"양갈비, 프로슈토",,
"피에르 폰넬, 샹볼 뮈지니","Pierre Ponnelle, Chambolle Musigny",https://www.wine21.com/13_search/wine_view.html?Idx=169700&lq=LIST,피에르 폰넬  Pierre Ponnelle,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 샹볼 뮈지니(Chambolle Musigny),피노 누아 (Pinot Noir),Burgundy Côte de Nuits Red,,,12~13 %,14~16 ℃,"붉은육류, 바비큐, 오리고기, 닭고기, 연어, 참치, 송이버섯, 아스파라거스, 콩테 치즈와 잘 어울린다.",,1/5,4/5,3/5,3/5,"체리, 미네랄","붉은육류, 바비큐",,Chambolle-Musigny AOC(AOP)
"그라씨-가야, 에트나 비앙코 알쿠리아","Graci-Gaja, Etna Bianco Arcuria",https://www.wine21.com/13_search/wine_view.html?Idx=169701&lq=LIST,그라씨-가야  Graci-Gaja,이탈리아(Italy) / 시칠리아(Sicilia),카리칸테 (Carricante) 100%,,,,,10~12 ℃,"새우, 갑각류, 채소, 샐러드, 스낵, 견과류, 떡볶이, 튀김 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,0/5,1/5,1/5,,"새우, 떡볶이, 튀김, 견과류, 스낵",,
"피에르 폰넬, 지브리 샹베르땅","Pierre Ponnelle, Gevrey Chambertin",https://www.wine21.com/13_search/wine_view.html?Idx=169702&lq=LIST,피에르 폰넬  Pierre Ponnelle,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 쥬브레-샹베르땅(Gevrey-Chambertin),피노 누아 (Pinot Noir),Burgundy Côte de Nuits Red,,,12~13 %,14~16 ℃,"붉은육류, 바비큐, 오리고기, 닭고기, 연어, 참치, 송이버섯, 아스파라거스, 콩테 치즈와 잘 어울린다.",,1/5,4/5,3/5,3/5,"미네랄, 감초","붉은육류, 바비큐",,Gevrey-Chambertin AOC(AOP)
"피에르 폰넬, 뉘 생 조르주","Pierre Ponnelle, Nuit Saint George",https://www.wine21.com/13_search/wine_view.html?Idx=169703&lq=LIST,피에르 폰넬  Pierre Ponnelle,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 뉘(Côte de Nuits) / 뉘-생-조르쥬(Nuits-St-Georges),피노 누아 (Pinot Noir),Burgundy Côte de Nuits Red,,,12~13 %,14~16 ℃,"붉은육류, 바비큐, 오리고기, 닭고기, 연어, 참치, 송이버섯, 아스파라거스, 콩테 치즈와 잘 어울린다.",,1/5,4/5,3/5,3/5,"체리, 자두, 감초, 오크","붉은육류, 바비큐",,Nuits-Saint-Georges AOC(AOP)
"피에르 폰넬, 부르고뉴 피노누아","Pierre Ponnelle, Bourgogne Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=169704&lq=LIST,피에르 폰넬  Pierre Ponnelle,프랑스(France) / 부르고뉴(Bourgogne),피노 누아 (Pinot Noir),Burgundy Red,,,12.5~13.5 %,14~16 ℃,"붉은육류, 바비큐, 오리고기, 닭고기, 연어, 참치, 송이버섯. 치즈와 잘 어울린다.",,1/5,4/5,3/5,3/5,오렌지,"붉은육류, 바비큐, 치즈",,Bourgogne AOC(AOP)
"아지엔다 아그리콜라 페리니 카를로, 시칠리아 알베렐레 디 지오도","Azienda Agricola Ferrini Carlo, Sicilia Alberelli di Giodo",https://www.wine21.com/13_search/wine_view.html?Idx=169705&lq=LIST,아지엔다 아그리콜라 페리니 카를로  Azienda Agricola Ferrini Carlo,이탈리아(Italy) / 시칠리아(Sicilia),네렐로 마스칼레제 (Nerello Mascalese),,,,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 양갈비, 버섯, 리조토, 파스타 와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,버섯,,
"알-칸타라, 루 베루 피아치리 에트나 로쏘","Al-Cantara, Lu Veru Piaciri Etna Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=169706&lq=LIST,알-칸타라  Al-Cantara,이탈리아(Italy) / 시칠리아(Sicilia),네렐로 마스칼레제 (Nerello Mascalese) / 네렐로 카푸치오 (Nerello Cappuccio),,,,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 양갈비, 버섯, 리조토, 파스타 와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,3/5,3/5,,버섯,,
"알-칸타라, 오'스크루 오'스크루 에트나 로쏘","Al-Cantara, O'Scuru O'Scru Etna Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=169707&lq=LIST,알-칸타라  Al-Cantara,이탈리아(Italy) / 시칠리아(Sicilia),네렐로 마스칼레제 (Nerello Mascalese) / 네렐로 카푸치오 (Nerello Cappuccio),,,,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 양갈비, 버섯, 리조토, 파스타 와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,3/5,3/5,,버섯,,
"알-칸타라, 운 벨리씨모 노벰브레 에트나 로쏘","Al-Cantara, Un Bellissimo Novembre Etna Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=169708&lq=LIST,알-칸타라  Al-Cantara,이탈리아(Italy) / 시칠리아(Sicilia),네렐로 마스칼레제 (Nerello Mascalese) 100%,,,,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 양갈비, 버섯, 리조토, 파스타 와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,3/5,3/5,,버섯,,
"알-칸타라, 츄리 디 스트라타 시실리아 비앙코","Al-Cantara, Ciuri di Strata Sicilia Bianco",https://www.wine21.com/13_search/wine_view.html?Idx=169709&lq=LIST,알-칸타라  Al-Cantara,이탈리아(Italy) / 시칠리아(Sicilia),카타라토 (Catarratto),,,,,8~10 ℃,"새우, 갑각류, 채소, 샐러드, 스낵, 견과류, 떡볶이, 튀김 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"새우, 떡볶이, 튀김, 견과류, 스낵",,
"알-칸타라, 루치 루치 에트나 비앙코","Al-Cantara, Luci Luci Etna Bianco",https://www.wine21.com/13_search/wine_view.html?Idx=169710&lq=LIST,알-칸타라  Al-Cantara,이탈리아(Italy) / 시칠리아(Sicilia),카리칸테 (Carricante),,,,,8~10 ℃,"새우, 갑각류, 채소, 샐러드, 스낵, 견과류, 떡볶이, 튀김 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"새우, 떡볶이, 튀김, 견과류, 스낵",,
"카루소 에 미니니, 테레디 지우마라 프라파토 네렐로 마스칼레제","Caruso & Minini, Terre di Giumara Frappato Nerello Mascalese",https://www.wine21.com/13_search/wine_view.html?Idx=169711&lq=LIST,카루소 에 미니니  Caruso & Minini,이탈리아(Italy) / 시칠리아(Sicilia),네렐로 마스칼레제 (Nerello Mascalese),,,,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 양갈비, 버섯, 리조토, 파스타 와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,3/5,3/5,,버섯,,
"카루소 에 미니니, 나투랄멘테 비오 페리코네","Caruso & Minini, Naturalmente Bio Perricone",https://www.wine21.com/13_search/wine_view.html?Idx=169713&lq=LIST,카루소 에 미니니  Caruso & Minini,이탈리아(Italy) / 시칠리아(Sicilia),페리코네 (Perricone),,,,,16~18 ℃,"연어, 참치 등 붉은살생선, 살라미, 초리조 등 건육, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,3/5,,파스타,,
"카루소 에 미니니, 니노 로쏘","Caruso & Minini, Nino Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=169714&lq=LIST,카루소 에 미니니  Caruso & Minini,이탈리아(Italy) / 시칠리아(Sicilia),산지오베제 (Sangiovese) 70% / 메를로 (Merlot) 30%,,,,,16~18 ℃,"붉은육류, 스테이크, 로스트비프, 족발, 라자냐, 파스타와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,4/5,3/5,4/5,,족발,,
"카루소 에 미니니, 타사리 카타라토","Caruso & Minini, Tasari Catarratto",https://www.wine21.com/13_search/wine_view.html?Idx=169715&lq=LIST,카루소 에 미니니  Caruso & Minini,이탈리아(Italy) / 시칠리아(Sicilia),카타라토 (Catarratto) 100%,,,,,8~10 ℃,"새우, 갑각류, 채소, 샐러드, 스낵, 견과류, 떡볶이, 튀김 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"새우, 떡볶이, 튀김, 견과류, 스낵",,
"카루소 에 미니니, 테레 디 지우마라 지비보","Caruso & Minini, Terre di Giumara Zibibibbo",https://www.wine21.com/13_search/wine_view.html?Idx=169716&lq=LIST,카루소 에 미니니  Caruso & Minini,이탈리아(Italy) / 시칠리아(Sicilia),지비보 (Zibibbo) 100%,,,,,8~10 ℃,"새우, 갑각류, 채소, 샐러드, 스낵, 견과류, 떡볶이, 튀김 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"새우, 떡볶이, 튀김, 견과류, 스낵",,
"카루소 에 미니니, 쿠소라 샤도네이","Caruso & Minini, Cusora Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=169717&lq=LIST,카루소 에 미니니  Caruso & Minini,이탈리아(Italy) / 시칠리아(Sicilia),샤르도네 (Chardonnay) 100%,,,,,8~10 ℃,"오리로스, 치킨, 훈제연어, 해산물, 숙성 치즈, 건육, 피자, 파스타 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"건육, 연어, 해산물, 치즈",,
"카루소 에 미니니, 나투랄멘테 비오 그릴로","Caruso & Minini, Naturalmente Bio Grillo",https://www.wine21.com/13_search/wine_view.html?Idx=169718&lq=LIST,카루소 에 미니니  Caruso & Minini,이탈리아(Italy) / 시칠리아(Sicilia),그릴로 (Grillo),,,,,8~10 ℃,"새우, 갑각류, 채소, 샐러드, 스낵, 견과류, 떡볶이, 튀김 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,1/5,1/5,,"새우, 떡볶이, 튀김, 견과류, 스낵",,
"카루소 에 미니니, 마르살라 수페리오레 리제르바","Caruso & Minini, Marsala Superiore Riserva",https://www.wine21.com/13_search/wine_view.html?Idx=169719&lq=LIST,카루소 에 미니니  Caruso & Minini,이탈리아(Italy) / 시칠리아(Sicilia),그릴로 (Grillo) / 카타라토 (Catarratto),,,,,16~18 ℃,"샐러드, 크림치즈, 리코타, 말린과일, 초콜릿, 스낵 등 디저트와 잘 어울린다.",루벵코리아 (루뱅쿱),3/5,3/5,1/5,1/5,,샐러드,,
"카루소 에 미니니, 타고스 그릴로 테레 시실리아네","Caruso & Minini, Tagos Grillo Terre Siciliane",https://www.wine21.com/13_search/wine_view.html?Idx=169720&lq=LIST,카루소 에 미니니  Caruso & Minini,이탈리아(Italy) / 시칠리아(Sicilia),그릴로 (Grillo),,,,,14~16 ℃,"샐러드, 크림치즈, 리코타, 말린과일, 초콜릿, 스낵 등 디저트와 잘 어울린다.",루벵코리아 (루뱅쿱),3/5,3/5,1/5,1/5,,샐러드,,
