와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,알코올,음용온도,추천음식,기타정보,수입사,당도,산도,바디,타닌,아로마,음식매칭,등급,숙성,양조,스타일
"하셀그로브, 스위치","Haselgrove, Switch",https://www.wine21.com/13_search/wine_view.html?Idx=166614&lq=LIST,하셀그로브 와이너리  Haselgrove Winery,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),그르나슈 (Grenache) 59% / 시라/쉬라즈 (Syrah/Shiraz) 38% / 무르베드르 (Mourvedre) 3%,14~15 %,15~17 ℃,"붉은 육류, 스테이크, 갈비찜, 스튜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",*2016 빈티지: James Halliday 92점*2015 빈티지: James Halliday 95점*2014 빈티지: 2016 Korea Wine Challenge Silver*호주 콴타스 항공 First & Business Rounge 서비스 와인,,2/5,4/5,4/5,4/5,"자두, 민트",양갈비,,,,
"르그라 에 하스, 블랑 드 블랑","Legras & Haas, Blanc de Blancs",https://www.wine21.com/13_search/wine_view.html?Idx=166615&lq=LIST,르그라 에 하스  Legras & Haas,프랑스(France) / 샹빠뉴(Champagne),샤르도네 (Chardonnay) 100%,,8~10 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",,,1/5,4/5,2/5,1/5,"모과, 브리오슈, 아몬드","스시, 샐러드, 과일, 치즈, 디저트",,,,
"하셀그로브, 에이치 샤르도네","Haselgrove, H Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=166616&lq=LIST,하셀그로브 와이너리  Haselgrove Winery,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),샤르도네 (Chardonnay) 100%,11~12 %,8~10 ℃,"샐럳, 해산물 요리 등과 잘 어울린다.",,,1/5,3/5,2/5,1/5,"헤이즐넛, 오크, 꿀",해산물,,,,
"하셀그로브, 에이치 세미용 소비뇽 블랑","Haselgrove, H Semilion Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=166617&lq=LIST,하셀그로브 와이너리  Haselgrove Winery,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),세미용 (Semillon) 79.8% / 소비뇽 블랑 (Sauvignon Blanc) 20.2%,10~11 %,6~8 ℃,"매콤한 소스의 요리, 해산물 등과 잘 어울린다.",,,1/5,4/5,1/5,1/5,"복숭아, 열대과일, 꽃",해산물,,,,
"하셀그로브, 디 올드넛 토니 포트","Haselgrove, The Old Nut Tawny Port",https://www.wine21.com/13_search/wine_view.html?Idx=166619&lq=LIST,하셀그로브 와이너리  Haselgrove Winery,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),시라/쉬라즈 (Syrah/Shiraz) / 그르나슈 (Grenache) / 샤르도네 (Chardonnay),16~17 %,16~18 ℃,"리코타, 크림치즈, 말린과일, 케이크, 초콜렛 등 디저트와 잘 어울린다.",*James Halliday 93점,,5/5,2/5,5/5,2/5,"건포도, 바닐라",,,,,
"하셀그로브, 콜 크로스","Haselgrove, Col Cross",https://www.wine21.com/13_search/wine_view.html?Idx=166620&lq=LIST,하셀그로브 와이너리  Haselgrove Winery,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),시라/쉬라즈 (Syrah/Shiraz) 100%,14~15 %,15~17 ℃,"스테이크, 갈비, 불고기, 스튜, 양갈비, 버섯, 하몽, 살라미, 한국음식 과 잘 어울린다.","*2016 빈티지: James Halliday 95점*2015 빈티지: James Halliday 94점*2015 Dark Horse Winery of the Year By James Halliday*현재 대한항공, 호주&뉴질랜드 노선 First Class 서비스 와인",,1/5,4/5,5/5,5/5,"자두, 민트","양갈비, 버섯",,,,
"하셀그로브, 퍼스트 컷 쉬라즈","Haselgrove, First Cut Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=166621&lq=LIST,하셀그로브 와이너리  Haselgrove Winery,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),시라/쉬라즈 (Syrah/Shiraz) 100%,14~15 %,15~17 ℃,"붉은 육류, 스테이크, 갈비찜, 스튜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",*2017 Korea Wine Challenge Gold*2016 Wine Enthusiast 4 1/2 Stars*2015 Dark Horse Winery of the Year by James Halliday*2016 빈티지: James Halliday 91점,,1/5,4/5,5/5,4/5,"블랙베리, 자두, 후추, 오크",양갈비,,,,
"하셀그로브, 퍼스트 컷 카베르네 소비뇽","Haselgrove, First Cut Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=166622&lq=LIST,하셀그로브 와이너리  Haselgrove Winery,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),카베르네 소비뇽 (Cabernet Sauvignon) 100%,14~15 %,15~17 ℃,"스테이크, 양고기 등과 잘 어울린다.",*2019 Korea Wine Challenge Silver,,1/5,4/5,5/5,4/5,"크랜베리, 민트","스테이크, 양고기",,,,
"하셀그로브, 프로텍터","Haselgrove, Protector",https://www.wine21.com/13_search/wine_view.html?Idx=166623&lq=LIST,하셀그로브 와이너리  Haselgrove Winery,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),카베르네 소비뇽 (Cabernet Sauvignon) 100%,14~15 %,15~17 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.","*2015 Dark Horse Winery of the Year by James Halliday*2016 빈티지: James Halliday 94점, 2018 Korea Wine Challenge Silver*2015 빈티지: 2017 Korea Wine Challenge Silver*2014 빈티지: 2016 Korea Wine Challenge Gold*2013 빈티지: 2015 Korea Wine Challenge Gold",,1/5,4/5,4/5,4/5,"자두, 민트","양갈비, 치즈",,,,
"히더앤용, 영 까베르네 소비뇽","Hither&Yon, Young Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=166624&lq=LIST,히더앤용  Hither&Yon,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),카베르네 소비뇽 (Cabernet Sauvignon) 100%,14~15 %,15~17 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",*James Halliday 91점,,2/5,4/5,4/5,4/5,"블랙베리, 피망, 유칼립투스, 오크","양갈비, 치즈",,,,
"히더앤용, 영 쉬라즈","Hither&Yon, Young Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=166625&lq=LIST,히더앤용  Hither&Yon,호주(Australia) / 사우스 오스트레일리아(South Australia) / 맥라렌 베일(McLaren Vale),시라/쉬라즈 (Syrah/Shiraz) 100%,13~14 %,15~17 ℃,"붉은 육류, 스테이크, 갈비찜, 스튜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",*James Halliday 91점*2017 Korea Sommelier Awards Silver,,2/5,4/5,4/5,4/5,"체리, 바닐라, 코코넛, 오크",양갈비,,,,
"마크 헤롤드, 더 리플스 오브 테이스트 바이 콜라이드","Mark Herold, The Ripples of Taste by Collide",https://www.wine21.com/13_search/wine_view.html?Idx=166626&lq=LIST,마크 헤롤드  Mark Herold,미국(U.S.A) / 캘리포니아(California),템프라니요 (Tempranillo) 38% / 쁘띠 시라  (Petite Sirah) 23% / 까리냥 (Carignan/Carignane) 23% / 그라시아노 (Graciano) 16%,,15~17 ℃,"붉은육류, 불고기, 갈비찜, 양갈비, 치킨, 순대, 햄버거, 피자, 한국음식 등과 잘 어울린다.",,동원와인플러스,1/5,4/5,4/5,4/5,,"붉은육류, 햄, 양갈비, 치킨",California AVA,,,
"리버비, 싱글 빈야드 노블 리슬링","Riverby, Single Vineyard Noble Riesling",https://www.wine21.com/13_search/wine_view.html?Idx=166627&lq=LIST,리버비 에스테이트  Riverby Estate,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 말보로(Marlborough),리슬링 (Riesling) 100%,11~12 %,8~10 ℃,"돼지고기, 조개류, 스파이시한 음식, 케이크, 치즈, 푸딩 등과 잘 어울린다.","*2016 빈티지: Wine Orbit 95점*2015 빈티지: Robert Parker 92점*2014 빈티지: Robert Parker 90점, Bob Campbell92점, 2017 Sydney Int'l Wine Competition Blue-Gold & Top 100",레드와인앤제이와이,5/5,2/5,3/5,1/5,"살구, 망고","치즈, 푸딩",,,,
"리버비, 싱글 빈야드 샤르도네","Riverby, Single Vineyard Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=166628&lq=LIST,리버비 에스테이트  Riverby Estate,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 말보로(Marlborough),샤르도네 (Chardonnay) 100%,12~13 %,8~10 ℃,"로스트된 치킨, 돼지고기, 피자, 파스타 등과 잘 어울린다.","*2015 빈티지: Robert Parker 85점, Wine Orbit 94점*2014 빈티지: Robert Parker 90점*2013 빈티지: Bob Campbell 91점*2009 빈티지: 2013 Decanter World Wine Awards Gold",레드와인앤제이와이,1/5,3/5,3/5,1/5,오크,치킨,,,,
"리버비, 싱글 빈야드 소비뇽 블랑","Riverby, Single Vineyard Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=166629&lq=LIST,리버비 에스테이트  Riverby Estate,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 말보로(Marlborough),소비뇽 블랑 (Sauvignon Blanc) 100%,12~13 %,6~8 ℃,"야채류, 조개류, 염소 치즈 등과 잘 어울린다.",*2019 빈티지: Wine Orbit 94점*2018 빈티지: Wine Orbit 93점*2017 빈티지: Robert Parker 85점*2015 빈티지: Robert Parker 89점*2014 빈티지: Bob Campbell 92점*2013 빈티지: 2014 Air New Zealand Wine Awards Pure Bronze,레드와인앤제이와이,1/5,4/5,2/5,1/5,오크,"야채, 치즈",,,,
"리버비, 싱글 빈야드 피노 누아","Riverby, Single Vineyard Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=166630&lq=LIST,리버비 에스테이트  Riverby Estate,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 말보로(Marlborough),피노 누아 (Pinot Noir) 100%,11~12 %,13~15 ℃,"소고기, 송아지고기, 가금류, 기름진 생선요리 등과 잘 어울린다.","*2016 빈티지: Wine Orbit 93점*2015 빈티지: Robert Parker 87점,  2016 Air New Zealand Wine Awards Silver*2014 빈티지: Robert Parker 90점*2013 빈티지: Bob Campbell 89점",레드와인앤제이와이,1/5,3/5,3/5,3/5,"자두, 허브, 오크","가금류, 자두",,,,
"코코모, 소노마 카운티 까베르네 소비뇽","Kokomo, Sonoma County Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=166632&lq=LIST,코코모  Kokomo,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County),카베르네 소비뇽 (Cabernet Sauvignon) 100%,14~15 %,15~17 ℃,"스테이크, 소스 향이 강한 요리, 치즈 등과 잘 어울린다.","*2016 빈티지: 2018 San Francisco Chronicle Wine Competition 'Double Gold', 2018 North Coast Wine Challenge 'Gold'*2014 빈티지: Robert Parker 91점",레드와인앤제이와이,1/5,4/5,5/5,4/5,"배, 오크, 흙","스테이크, 치즈",,,,
"코코모, 러시안 리버 밸리 피터스 빈야드 샤르도네","Kokomo, Russian River Valley Peters Vineyard Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=166633&lq=LIST,코코모  Kokomo,미국(U.S.A) / 캘리포니아(California) / 소노마 카운티(Sonoma County) / 러시안 리버 밸리(Russian River Valley),샤르도네 (Chardonnay) 100%,14~15 %,8~10 ℃,"해산물, 달고기, 화이트 소스 베이스 음식 등과 잘 어울린다.",*2017 빈티지: Wine Enthusiast 94점*2016 빈티지: Wine Enthusiast 93점. Wine Spectator 90점*2014 빈티지: 2016 The TEXSOM International Wine Awards Gold,레드와인앤제이와이,1/5,3/5,4/5,1/5,"배, 파인애플, 미네랄, 바닐라",해산물,Russian River Valley AVA,,,
"보데가스 이시드로 밀라그로, 칼리 칸토 베르데호","Bodegas Isidro Milagro, Caly Canto Verdejo",https://www.wine21.com/13_search/wine_view.html?Idx=166634&lq=LIST,보데가스 이시드로 밀라그로  Bodegas Isidro Milagro,스페인(Spain) / 라 만차(La Mancha),베르데호 (Verdejo) 100%,11~12 %,8~10 ℃,"파스타, 그릴드 야채, 밥, 송아지 고기, 어린 양고기, 흰 생선 등과 잘 어울린다.",*2016 Concours Mondiale De Bruxelles Silver*2014 Concours Mondiale De Bruxelles Silver*2014 IWSC Bronze Medal,레드와인앤제이와이,1/5,4/5,3/5,1/5,,"송아지, 양고기, 파스타, 야채",,,,
"보데가스 이시드로 밀라그로, 칼리 칸토 템프라니요 로블","Bodegas Isidro Milagro, Caly Canto Tempranillo Roble",https://www.wine21.com/13_search/wine_view.html?Idx=166635&lq=LIST,보데가스 이시드로 밀라그로  Bodegas Isidro Milagro,스페인(Spain) / 라 만차(La Mancha),템프라니요 (Tempranillo) 100%,13~14 %,15~17 ℃,"고기, 스튜, 치즈 등과 잘 어울린다.",*2018 G100 Supper Wine Awards China Gold,레드와인앤제이와이,1/5,3/5,3/5,3/5,"체리, 배, 바닐라, 오크","스튜, 치즈",,,,
"르 꼰떼쎄, 라보소 로제 스푸만테 브뤼","Le Contesse, Raboso Rose Spumante Brut",https://www.wine21.com/13_search/wine_view.html?Idx=166636&lq=LIST,르 꼰떼쎄  Le Contesse,이탈리아(Italy) / 베네토(Veneto),글레라 (Glera) / 라보소 (Raboso),11~12 %,6~8 ℃,섬세한 요리 등과 잘 어울린다.,,레드와인앤제이와이,1/5,4/5,2/5,1/5,"열대과일, 효모",,,,,
"르 꼰떼쎄, 스푸만테 퀴베 엑스트라 드라이","Le Contesse, Spumate Cuvee Extra Dry",https://www.wine21.com/13_search/wine_view.html?Idx=166637&lq=LIST,르 꼰떼쎄  Le Contesse,이탈리아(Italy) / 베네토(Veneto),글레라 (Glera),11~12 %,6~8 ℃,"생선, 초밥, 야채 등과 잘 어울린다.",*2015 Decanter World Wine Awards Commnded,레드와인앤제이와이,1/5,4/5,2/5,1/5,"사과, 열대과일","초밥, 야채",,,,
"르 꼰떼쎄, 피노 로제 스푸만테 퀴베 브뤼","Le Contesse, Pinot Rose Spumante Cuvee Brut",https://www.wine21.com/13_search/wine_view.html?Idx=166638&lq=LIST,르 꼰떼쎄  Le Contesse,이탈리아(Italy) / 베네토(Veneto),피노 네로 (Pinot Nero) / 피노 비앙코 (Pinot Bianco) / 피노 그리지오 (Pinot Grigio),10~11 %,6~8 ℃,"생선 요리, 해산물요리, 연한 육류, 치즈 등과 잘 어울린다.",*2015 Internatiional Wine & Spirit Competition Silver*2014 Decanter World Wine Awards Commended,레드와인앤제이와이,1/5,3/5,2/5,1/5,,"해산물, 치즈",,,,
"칸티나 꼴리 에오가네이, 모스카토 스푸만테 돌체","Cantina Colli Euganei, Moscato Spumante Dolce",https://www.wine21.com/13_search/wine_view.html?Idx=166640&lq=LIST,칸티나 콜리 에우가네이   Cantina Colli Euganei,이탈리아(Italy) / 베네토(Veneto),모스카토  (Moscato ) 100%,6~7 %,6~8 ℃,"케이크, 패스트리 등과 잘 어울린다.",*2013 International Wine Challenge Silver,레드와인앤제이와이,4/5,1/5,2/5,1/5,"리치, 흙",,,,,
"프라텔리 세리오 & 바티스타 보르고뇨, 네비올로 달바","Fratelli Serio & Battista Borgogno, Nebbiolo d'Alba",https://www.wine21.com/13_search/wine_view.html?Idx=166641&lq=LIST,프라텔리 세리오 & 바티스타 보르고뇨  Fratelli Serio & Battista Borgogno,이탈리아(Italy) / 피에몬테(Piemonte) / 알바(Alba),네비올로 (Nebbiolo) 100%,14~15 %,15~17 ℃,"붉은육류, 훈제오리, 치킨, 바비큐, 소시지, 파스타, 치즈와 잘 어울린다.","*2016 빈티지: Robert Parker 86점*2014 빈티지: 2017 Decanter World Wine Awards 88점, 2018 I Vini di Vernelli 87점*2013 빈티지: 2018 Gambero Rosso 2 Bicchiere*2010 빈티지: Wine Spectator 88점",레드와인앤제이와이,1/5,4/5,5/5,4/5,"배, 잼, 오크","붉은육류, 파스타, 치즈",,,,
"프라텔리 세리오 & 바티스타 보르고뇨, 바롤로","Fratelli Serio & Battista Borgogno, Barolo",https://www.wine21.com/13_search/wine_view.html?Idx=166642&lq=LIST,프라텔리 세리오 & 바티스타 보르고뇨  Fratelli Serio & Battista Borgogno,이탈리아(Italy) / 피에몬테(Piemonte) / 바롤로(Barolo),네비올로 (Nebbiolo) 100%,14~15 %,15~17 ℃,"트러플, 양갈비, 스튜, 그릴요리, 바비큐, 포크, 버섯, 프로슈토, 라자냐, 이탈리안 음식과 잘 어울린다.","*2013 빈티지: Wine Enthusiast 86점, 2018 Gambero Rosso 2 Bicchiere, 2018 I Vini di Vernelli 89점*2010 빈티지: Wine Spectator 92점",레드와인앤제이와이,1/5,4/5,5/5,4/5,"오렌지, 오크","양갈비, 프로슈토, 라자냐",,,,
"프라텔리 세리오 & 바티스타 보르고뇨, 바롤로 칸누비","Fratelli Serio & Battista Borgogno, Barolo Cannubi",https://www.wine21.com/13_search/wine_view.html?Idx=166643&lq=LIST,프라텔리 세리오 & 바티스타 보르고뇨  Fratelli Serio & Battista Borgogno,이탈리아(Italy) / 피에몬테(Piemonte) / 바롤로(Barolo),네비올로 (Nebbiolo) 100%,14~15 %,15~17 ℃,"트러플, 양갈비, 스튜, 그릴요리, 바비큐, 포크, 버섯, 프로슈토, 라자냐, 이탈리안 음식과 잘 어울린다.","*2015 빈티지: Robert Parker 90점*2013 빈티지: Wine Enthusiast 92점, 2017 Decanter World Wine Awards 89점, 2018 Gambero Rosso 2 Bicciere, 2018 I Vini di Vernelli 92점",레드와인앤제이와이,1/5,4/5,5/5,4/5,"잼, 오크","양갈비, 프로슈토, 라자냐",,,,
"마퀴스, 비올라","Maquis, Viola",https://www.wine21.com/13_search/wine_view.html?Idx=166644&lq=LIST,비냐 마퀴스  Viña Maquis,칠레(Chile) / 라펠 밸리(Rapel Valley) / 콜차구아 밸리(Cholchagua Valley),카르메네르 (Carmenere) 88% / 카베르네 프랑 (Cabernet Franc) 12%,13~14 %,15~17 ℃,"모든 육류, 소고기, 사슴고기 등과 잘 어울린다.","*2014 빈티지: Robert Parker 94점, Descorchados 2018 in Chile 94점*2009 빈티지: Wine Spectator 91점, James Suckling 94점",레드와인앤제이와이,1/5,4/5,5/5,4/5,오크,소고기,,,,
"샤또 르 코인, 소비뇽 그리","Chateau Le Coin, Sauvignon Gris",https://www.wine21.com/13_search/wine_view.html?Idx=166645&lq=LIST,샤또 르 코인  Chateau Le Coin,프랑스(France) / 보르도(Bordeaux),소비뇽 그리 (Sauvignon Gris) 100%,12~13 %,8~10 ℃,"생선류, 흰 육류 등과 잘 어울린다.","*2018 빈티지: China Wine & Spirit Awards Gold, Catavinum World Wine and Spirits Competition Spain*2016 빈티지: 2017 Guide des Vine Gilbert et Gaillard Gold 86점, 2017 International Wine Awards Silver, East Meets West Double Gold*2013 빈티지: 2013 Decanter World Wine Awards Bronze",레드와인앤제이와이,1/5,4/5,4/5,1/5,오크,,Bordeaux AOC(AOP),,,
"앙리 아벨레, 수리르 드 랭스 브뤼","Henri Abele, Sourire de Reims Brut",https://www.wine21.com/13_search/wine_view.html?Idx=166646&lq=LIST,앙리 아벨레  Henri Abele,프랑스(France) / 샹빠뉴(Champagne) / 꼬뜨 데 블랑(Côte des Blancs),샤르도네 (Chardonnay) 60% / 피노 누아 (Pinot Noir) 40%,11~12 %,6~8 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.","*2007 빈티지: 2017 International Wine & Spirits Gold Outstanding, 2017 International Wine Award Gold*2007 빈티지: Wine Enthusiast 93점, Gilbert & Gaillard 95점, Gault & Millau 16.5점",,1/5,4/5,4/5,1/5,"배, 감귤","스시, 샐러드, 과일, 치즈, 디저트",Champagne AOC(AOP),,,
"빈디빈, 카발리에 루즈","Vindivin, Cabalie Rouge",https://www.wine21.com/13_search/wine_view.html?Idx=166647&lq=LIST,빈디빈  Vindivin,프랑스(France) / 서던 프랑스(Southern France) / 랑그독 루씨용(Languedoc Roussillon),그르나슈 (Grenache) 70% / 시라/쉬라즈 (Syrah/Shiraz) 20% / 까리냥 (Carignan/Carignane) 10%,12~13 %,15~17 ℃,소고기 캐서롤 등과 잘 어울린다.,"*2016 빈티지: 2017 Concours des vins Lyon Gold, 2017 Guide des Vins Gilbert et Gaillard Silver*2015 빈티지: 2016 Concours des Grenaches du Monde Silver*2013 빈티지: Robert Parker 88점",레드와인앤제이와이,1/5,4/5,4/5,4/5,"딸기, 허브",소고기,Pays d'Oc IGP,,,
