와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,기타정보,등급,알코올,숙성,양조
"비냐 마이포, 프로테히도 카버네 소비뇽","Vina Maipo, Protegido Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=165630&lq=LIST,비냐 마이포  Vina Maipo,칠레(Chile) / 마이포 밸리(Maipo Valley),카베르네 소비뇽 (Cabernet Sauvignon) 100%,Chilean Cabernet Sauvignon,15~17 ℃,"붉은 육류, 양념갈비, 갈비찜, 불고기, 보쌈, 족발, 버섯, 치즈, 한국음식 과 잘 어울린다.",롯데칠성음료,1/5,3/5,3/5,3/5,오크,"버섯, 치즈",,,,,
"비냐 미아포, 그랑 데보씨온 까르메네르 쉬라즈","Vina Maipo, Gran Devocion Carmenere Shiraz",https://www.wine21.com/13_search/wine_view.html?Idx=165631&lq=LIST,비냐 마이포  Vina Maipo,칠레(Chile) / 마이포 밸리(Maipo Valley),카르메네르 (Carmenere) / 시라/쉬라즈 (Syrah/Shiraz),,15~17 ℃,"붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 한국음식과 잘 어울린다.",롯데칠성음료,1/5,3/5,4/5,3/5,"꽃, 후추","스테이크, 양갈비",,,,,
"비냐 마이포, 비트랄 카버네 소비뇽","Vina Maipo, Vitral Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=165632&lq=LIST,비냐 마이포  Vina Maipo,칠레(Chile) / 마이포 밸리(Maipo Valley),카베르네 소비뇽 (Cabernet Sauvignon) 100%,Chilean Cabernet Sauvignon,15~17 ℃,"붉은 육류, 양념갈비, 갈비찜, 불고기, 보쌈, 족발, 버섯,치즈, 한국음식 과 잘 어울린다.",롯데칠성음료,1/5,4/5,4/5,3/5,"체리, 유칼립투스, 모카","버섯, 치즈",,,,,
"비냐 마이포, 비트랄 메를로","Vina Maipo, Vitral Merlot",https://www.wine21.com/13_search/wine_view.html?Idx=165633&lq=LIST,비냐 마이포  Vina Maipo,칠레(Chile) / 마이포 밸리(Maipo Valley),메를로 (Merlot) 100%,Chilean Merlot,15~17 ℃,"로스트비프, 바비큐, 소시지, 오리고기, 닭고기, 치킨, 파스타, 피자와 잘 어울린다.",롯데칠성음료,1/5,3/5,3/5,3/5,"체리, 호두",,,,,,
"비냐 마이포, 비트랄 샤르도네","Vina Maipo, Vitral Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=165634&lq=LIST,비냐 마이포  Vina Maipo,칠레(Chile) / 아콩카구아(Aconcagua) / 카사블랑카 밸리(Casablanca Valley),샤르도네 (Chardonnay) 100%,Chilean Chardonnay,6~8 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",롯데칠성음료,1/5,3/5,3/5,1/5,"배, 오크","바비큐, 수육, 탕수육, 치즈",,,,,
"비냐 마이포, 미 푸에블로 샤르도네","Vina Maipo, Mi Pueblo Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=165635&lq=LIST,비냐 마이포  Vina Maipo,칠레(Chile) / 아콩카구아(Aconcagua) / 카사블랑카 밸리(Casablanca Valley),샤르도네 (Chardonnay),Chilean Chardonnay,8~10 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",롯데칠성음료,1/5,3/5,3/5,1/5,"라임, 오크","바비큐, 수육, 탕수육, 치즈",,,,,
"비냐 마이포, 미 푸에블로 카버네 소비뇽","Vina Maipo, Mi Pueblo Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=165636&lq=LIST,비냐 마이포  Vina Maipo,칠레(Chile) / 마이포 밸리(Maipo Valley),카베르네 소비뇽 (Cabernet Sauvignon),Chilean Cabernet Sauvignon,15~17 ℃,"붉은 육류, 양념갈비, 갈비찜, 불고기, 보쌈, 족발, 버섯, 숙성치즈, 한국음식 과 잘 어울린다.",롯데칠성음료,1/5,4/5,3/5,3/5,"허브, 오크","버섯, 치즈",,,,,
"비냐 마이포, 미 푸에블로 까르메네르","Vina Maipo, Mi Pueblo Carmenere",https://www.wine21.com/13_search/wine_view.html?Idx=165637&lq=LIST,비냐 마이포  Vina Maipo,칠레(Chile) / 마이포 밸리(Maipo Valley),카르메네르 (Carmenere) 100%,Chilean Carménère,15~17 ℃,"붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 한국음식과 잘 어울린다.",롯데칠성음료,1/5,3/5,3/5,3/5,"배, 삼나무","스테이크, 양갈비",,,,,
"발두지, 라 마리나","Balduzzi, La Marina",https://www.wine21.com/13_search/wine_view.html?Idx=165638&lq=LIST,발두지  Balduzzi,칠레(Chile) / 마울레 밸리(Maule Valley),카베르네 소비뇽 (Cabernet Sauvignon) 100%,,15~17 ℃,"붉은 육류, 파스타, 치즈 등과 잘 어울린다.",롯데칠성음료,4/5,3/5,3/5,3/5,,"파스타, 치즈",,,10.5~11.5 %,,
"산타 리타, 비원 보데가 우노","Santa Rita, B1 Bodega Uno",https://www.wine21.com/13_search/wine_view.html?Idx=165639&lq=LIST,산타 리타  Santa Rita,칠레(Chile) / 마이포 밸리(Maipo Valley),카베르네 소비뇽 (Cabernet Sauvignon),,15~17 ℃,"붉은 육류 요리, 잘 숙성된 치즈, 토끼, 거위간, 오리, 소의 혀 등과 잘 어울린다.",롯데칠성음료,1/5,4/5,4/5,4/5,,"거위간, 치즈",,,13.5~14.5 %,,
"산타 리타, 메달야 레알 골드 카버네 소비뇽","Santa Rita, Medalla Real Gold Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=165640&lq=LIST,산타 리타  Santa Rita,칠레(Chile) / 마이포 밸리(Maipo Valley),카베르네 소비뇽 (Cabernet Sauvignon),Chilean Cabernet Sauvignon,15~17 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",롯데칠성음료,1/5,4/5,4/5,4/5,후추,"양갈비, 치즈",,,,,
"산타리타, 120 카버네 소비뇽","Santa Rita, 120 Cabernet Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=165641&lq=LIST,산타 리타  Santa Rita,칠레(Chile) / 센트럴 밸리(Central Valley),카베르네 소비뇽 (Cabernet Sauvignon) 100%,Chilean Cabernet Sauvignon,15~17 ℃,"붉은 육류, 파스타, 치즈 등과 잘 어울린다.",롯데칠성음료,1/5,3/5,3/5,3/5,,"파스타, 치즈","*2008 빈티지: International Wine Cellar 87점*2006 빈티지: 2008 International Wine Challenge Bronze, Wine Enthusiast Best Buy Wine, Wine & Spirits 89점",,13.5~14.5 %,,
산타 캐롤리나 리제르바 드 파밀리아 말벡,Santa Carolina Reserva de Familia Malbec,https://www.wine21.com/13_search/wine_view.html?Idx=165642&lq=LIST,산타 캐롤리나  Santa Carolina,칠레(Chile) / 마이포 밸리(Maipo Valley),말벡 (Malbec) 100%,Chilean Malbec,15~17 ℃,"양갈비, 양꼬치, 스테이크, 갈비, 불고기, 한국음식, 중국요리와 잘 어울린다.",롯데칠성음료,1/5,3/5,4/5,5/5,오크,"스테이크, 중국요리",,,,,
"산타 캐롤리나, 리제르바 샤르도네","Santa Carolina, Reserva Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=165643&lq=LIST,산타 캐롤리나  Santa Carolina,칠레(Chile) / 아콩카구아(Aconcagua) / 레이다 밸리(Leyda Valley),샤르도네 (Chardonnay) 100%,Chilean Chardonnay,8~10 ℃,"바비큐, 훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 참치, 새우, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",롯데칠성음료,1/5,3/5,3/5,1/5,,"바비큐, 수육, 탕수육, 치즈",,,,,
"산타 캐롤리나, 에스트렐라 소비뇽 블랑","Santa Carolina, Estrella Sauvignon Blanc",https://www.wine21.com/13_search/wine_view.html?Idx=165644&lq=LIST,산타 캐롤리나  Santa Carolina,칠레(Chile) / 센트럴 밸리(Central Valley),소비뇽 블랑 (Sauvignon Blanc) 100%,Chilean Sauvignon Blanc,6~8 ℃,"훈제 연어, 농어, 광어, 생선구이, 조개구이, 새우, 해산물, 샐러드, 야채, 동남아요리, 아시아요리 등과 잘 어울린다.",롯데칠성음료,1/5,4/5,2/5,1/5,망고,,,,,,
"무윈 에스테이트 와인즈, 스위트 듀 아이스 와인 비달","Muwin Estate Wines, Sweet Dew Ice Wine Vidal",https://www.wine21.com/13_search/wine_view.html?Idx=165645&lq=LIST,무윈 에스테이트 와인즈   Muwin Estate Wines,캐나다(Canada),비달 (Vidal) 100%,,6~8 ℃,"브리, 블루, 로크포르 등 다양한 치즈, 건육, 과일, 타르트, 케이크, 초콜렛 등 디저트와 잘 어울린다.",롯데칠성음료,5/5,3/5,3/5,1/5,"레몬, 시트러스, 열대과일","건육, 과일",,,11~12 %,,
"무윈 에스테이트 와인즈, 아이스 와인 카버네 프랑","Muwin Estate Wines, Ice Wine Cabernet Franc",https://www.wine21.com/13_search/wine_view.html?Idx=165646&lq=LIST,무윈 에스테이트 와인즈   Muwin Estate Wines,캐나다(Canada),카베르네 프랑 (Cabernet Franc) 100%,Canadian Cabernet Franc,6~8 ℃,타르트 등과 잘 어울린다.,롯데칠성음료,5/5,3/5,4/5,1/5,,,,,,,
"무윈 에스테이트 와인즈, 누보몽드 아이스 와인 비달","Muwine Estate Wines, Nouveau Monde Ice Wine Vidal",https://www.wine21.com/13_search/wine_view.html?Idx=165648&lq=LIST,무윈 에스테이트 와인즈   Muwin Estate Wines,캐나다(Canada),비달 (Vidal) 100%,,6~8 ℃,"브리, 블루, 로크포르 등 다양한 치즈, 건육, 과일, 타르트, 케이크, 초콜렛 등 디저트와 잘 어울린다.",롯데칠성음료,5/5,3/5,3/5,1/5,,"건육, 과일",,,,,
"무윈 에스테이트 와인즈, 미스티 힐즈 아이스 와인 비달","Muwin Estate Wines, Misty Hills Ice Wine Vidal",https://www.wine21.com/13_search/wine_view.html?Idx=165649&lq=LIST,무윈 에스테이트 와인즈   Muwin Estate Wines,캐나다(Canada),기타 품종 (Other Grapes),,6~8 ℃,"다양한 치즈, 건육, 과일, 타르트, 케이크, 초콜렛 등 디저트와 잘 어울린다.",롯데칠성음료,5/5,3/5,3/5,1/5,"복숭아, 살구, 시트러스","건육, 과일, 치즈",,,12~13 %,,
"엘 에스테코, 아마루 하이 빈야드 말벡","El Esteco, Amaru High Vienyard Malbec",https://www.wine21.com/13_search/wine_view.html?Idx=165650&lq=LIST,엘 에스테코  El Esteco,아르헨티나(Argentina) / 살타(Salta) / 까파야떼(Cafayate) / 칼차키 밸리(Calchaqui Valley),말벡 (Malbec) 100%,Argentinian Malbec,15~17 ℃,"양갈비, 양꼬치, 스테이크, 갈비, 불고기, 한국음식, 중국요리와 잘 어울린다.",롯데칠성음료,1/5,3/5,5/5,5/5,"체리, 바닐라, 코코넛","스테이크, 중국요리",,,,,
"엘 에스테코, 씨클로 말벡","El Esteco, Ciclos Malbec",https://www.wine21.com/13_search/wine_view.html?Idx=165651&lq=LIST,엘 에스테코  El Esteco,아르헨티나(Argentina) / 살타(Salta) / 까파야떼(Cafayate) / 칼차키 밸리(Calchaqui Valley),말벡 (Malbec) 100%,Argentinian Malbec,15~17 ℃,"양갈비, 양꼬치, 스테이크, 갈비, 불고기, 한국음식, 중국요리와 잘 어울린다.",롯데칠성음료,1/5,3/5,4/5,4/5,"자두, 잼","스테이크, 중국요리",,,,,
"엘 에스테코, 씨클로 아이코노 말벡","El Esteco, Ciclos Icono Malbec",https://www.wine21.com/13_search/wine_view.html?Idx=165652&lq=LIST,엘 에스테코  El Esteco,아르헨티나(Argentina) / 살타(Salta) / 까파야떼(Cafayate) / 칼차키 밸리(Calchaqui Valley),말벡 (Malbec) 100%,Argentinian Malbec,15~17 ℃,"양갈비, 양꼬치, 스테이크, 갈비, 불고기, 한국음식, 중국요리와 잘 어울린다.",롯데칠성음료,1/5,3/5,4/5,3/5,"후추, 허브","스테이크, 중국요리",,,,,
"엘 에스테코, 세리에 핀카 노테이블스 말벡","El Esteco, Serie Finca Notables Malbec",https://www.wine21.com/13_search/wine_view.html?Idx=165653&lq=LIST,엘 에스테코  El Esteco,아르헨티나(Argentina) / 살타(Salta) / 까파야떼(Cafayate) / 칼차키 밸리(Calchaqui Valley),말벡 (Malbec) 100%,Argentinian Malbec,15~17 ℃,"양갈비, 양꼬치, 스테이크, 갈비, 불고기, 한국음식, 중국요리와 잘 어울린다.",롯데칠성음료,1/5,3/5,4/5,3/5,오크,"스테이크, 중국요리",,,,,
"배비치, 블랙 라벨 말보로 피노 누아","Babich, Black Label Malborough Pinot Noir",https://www.wine21.com/13_search/wine_view.html?Idx=165654&lq=LIST,배비치  Babich,뉴질랜드(New Zealand) / 사우스 아일랜드(South Island) / 말보로(Marlborough),피노 누아 (Pinot Noir),New Zealand Pinot Noir,13~15 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.",롯데칠성음료,1/5,4/5,4/5,1/5,"체리, 바닐라","파스타, 버섯, 치즈",,,13~14 %,,
"마주앙, 라인","Majuang, Rheinhessen",https://www.wine21.com/13_search/wine_view.html?Idx=165655&lq=LIST,마주앙  Majuang,독일(Germany) / 모젤-자르-루버(Mosel-Saar-Ruwer),리슬링 (Riesling) 100%,German Riesling,6~8 ℃,매운 요리 등과 잘 어울린다.,롯데칠성음료,1/5,3/5,3/5,1/5,,,,,9~10 %,,
"마주앙, 라 센느","Majuang, La Seine",https://www.wine21.com/13_search/wine_view.html?Idx=165656&lq=LIST,마주앙  Majuang,프랑스(France) / 샹빠뉴(Champagne),우니 블랑 (Ugni Blanc) / 기타 품종 (Other Grapes),French Champagne,6~8 ℃,"샐러드, 디저트 등과 잘 어울린다.",롯데칠성음료,3/5,4/5,2/5,1/5,"복숭아, 시트러스","샐러드, 디저트",,,10~11 %,,
마주앙 시그니처,Majuang Signature,https://www.wine21.com/13_search/wine_view.html?Idx=165657&lq=LIST,마주앙  Majuang,대한민국(Korea),"뮈스까 베일리 에이, 엠비에이 (Muscat Bailey A , MBA)",,15~17 ℃,"순대, 어묵, 치킨, 양념치킨, 튀김, 베이컨, 햄버거 등과 잘 어울린다.",롯데칠성음료,1/5,4/5,4/5,3/5,,"햄버거, 튀김",,,,,
마주앙 영천,Majuang Young Cheon,https://www.wine21.com/13_search/wine_view.html?Idx=165658&lq=LIST,마주앙  Majuang,대한민국(Korea),"뮈스까 베일리 에이, 엠비에이 (Muscat Bailey A , MBA)",,15~17 ℃,"순대, 어묵, 치킨, 양념치킨, 튀김, 베이컨, 햄버거 등과 잘 어울린다.",롯데칠성음료,1/5,4/5,4/5,3/5,"체리, 자두","햄버거, 튀김",,,,,
마주앙 영동,Majuang Young Dong,https://www.wine21.com/13_search/wine_view.html?Idx=165659&lq=LIST,마주앙  Majuang,대한민국(Korea),캠벨 얼리  (Campbell Early),,6~8 ℃,"갈비찜, 불고기, 족발, 만두, 양념치킨, 꼬치구이, 자장면, 아시아요리 와 잘 어울린다.",롯데칠성음료,1/5,4/5,4/5,3/5,꿀,"꼬치구이, 자장면, 아시아요리",,,,,
크루아 드 샤보 생 조셉 루즈,Croix de Chabot Saint Joseph Rouge,https://www.wine21.com/13_search/wine_view.html?Idx=165661&lq=LIST,야닉 알레노 & 미셸 샤푸티에  Yannick Alleno & Michel Chapoutier,프랑스(France) / 론(Rhone) / 생-죠셉(Saint-Joseph),시라/쉬라즈 (Syrah/Shiraz) 100%,Northern Rhône Red,15~17 ℃,"블고기, 양념갈비, 로스트비프, 바비큐, 그릴요리, 오리고기, 치킨, 숙성 치즈와 잘 어울린다.",롯데칠성음료,1/5,3/5,4/5,3/5,,"바비큐, 양념갈비, 치즈",,,,,
크루아 드 샤보 생 조셉 블랑,Croix de Chabot Saint Joseph Blanc,https://www.wine21.com/13_search/wine_view.html?Idx=165662&lq=LIST,야닉 알레노 & 미셸 샤푸티에  Yannick Alleno & Michel Chapoutier,프랑스(France) / 론(Rhone) / 생-죠셉(Saint-Joseph),마르산느 (Marsanne),Northern Rhône White,8~10 ℃,"바비큐, 소시지, 베이컨, 훈제연어, 참치, 훈제오리, 숙성 치즈, 건육, 하몽, 프로슈토, 탕수육, 자장면, 치킨, 피자 등과 잘 어울린다.",롯데칠성음료,1/5,3/5,2/5,1/5,"배, 꽃, 꿀","수육, 피자, 치즈",,,,,
"산타 캐롤리나, 리제르바 까르메네르","Santa Carolina, Reserva Carmenere",https://www.wine21.com/13_search/wine_view.html?Idx=165664&lq=LIST,산타 캐롤리나  Santa Carolina,칠레(Chile) / 마이포 밸리(Maipo Valley),카르메네르 (Carmenere) 100%,Chilean Carménère,15~17 ℃,"인도식 양고기 커리, 로즈마리와 마늘로 양념한 양갈비 등과 잘 어울린다.",롯데칠성음료,1/5,4/5,4/5,4/5,"미네랄, 허브, 오크",,,,13.5~14.5 %,,
"메네골리, 부가티 아마로네","Menegoli, Bugatti Amarone",https://www.wine21.com/13_search/wine_view.html?Idx=165665&lq=LIST,메네골리   Menegolli,이탈리아(Italy) / 베네토(Veneto) / 발폴리첼라(Valpolicella),코르비나 베로네제  (Corvina Veronese) 90% / 코르비노네 (Corvinone) 5% / 론디넬라 (Rondinella) 5%,Italian Amarone,15~17 ℃,"스테이크, 양고기, 오리고기, 갈비, 등심, 갈비찜, 바비큐, 블루 치즈, 리조토 와 잘 어울린다.",더블유에스통상,2/5,3/5,5/5,4/5,"체리, 오크","바비큐, 양고기, 오리고기, 갈비찜, 리조토, 치즈",,Amarone della Valpolicella DOCG(DOP),,,
"비엔 나시도, 73 피노 누아 리저브","Bien Nacido, LXXIII Pinot Noir Reserve",https://www.wine21.com/13_search/wine_view.html?Idx=165666&lq=LIST,비엔 나시도 & 솔로몬 힐스 에스테이트  Bien Nacido & Solomon Hills Estates,미국(U.S.A) / 캘리포니아(California) / 산타 바바라 카운티(Santa Barbara County) / 산타 마리아 밸리(Santa Maria Valley),피노 누아 (Pinot Noir) 100%,Californian Pinot Noir,13~15 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.",더블유에스통상,1/5,4/5,3/5,3/5,"감귤, 오크, 효모","파스타, 버섯, 치즈",* 2015 빈티지 : Antonio Galloni 95점,Santa Maria Valley AVA,,,
"비엔 나시도, 더 캡틴 피노 누아 리저브","Bien Nacido, The Captain Pinot Noir Reserve",https://www.wine21.com/13_search/wine_view.html?Idx=165667&lq=LIST,비엔 나시도 & 솔로몬 힐스 에스테이트  Bien Nacido & Solomon Hills Estates,미국(U.S.A) / 캘리포니아(California) / 산타 바바라 카운티(Santa Barbara County) / 산타 마리아 밸리(Santa Maria Valley),피노 누아 (Pinot Noir) 100%,Californian Pinot Noir,13~15 ℃,"로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.",더블유에스통상,1/5,3/5,3/5,3/5,"딸기, 오렌지, 정향, 오크, 효모","파스타, 버섯, 치즈",* 2015 빈티지 : Antonio Galloni 95점,Santa Maria Valley AVA,,,
"비엔 나시도, 더 엑스오 시라 리저브","Bien Ncido, The XO Syrah Reserve",https://www.wine21.com/13_search/wine_view.html?Idx=165668&lq=LIST,비엔 나시도 & 솔로몬 힐스 에스테이트  Bien Nacido & Solomon Hills Estates,미국(U.S.A) / 캘리포니아(California) / 산타 바바라 카운티(Santa Barbara County) / 산타 마리아 밸리(Santa Maria Valley),시라/쉬라즈 (Syrah/Shiraz) 100%,Californian Syrah,15~17 ℃,"붉은 육류, 스테이크, 갈비찜, 스튜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",더블유에스통상,1/5,3/5,4/5,4/5,"후추, 월계수, 효모",양갈비,* 2015 빈티지 : Antonio Galloni 95점,Santa Maria Valley AVA,,,
"도멘 뮈르뮈르엄, 클레렛 헤리티지","Domaine Mur-Mur-Ium, Clairette Heritage",https://www.wine21.com/13_search/wine_view.html?Idx=165674&lq=LIST,도멘 뮈르뮈리움  Domaine Mur-Mur-Ium,프랑스(France),클레렛  (Clairette) 100%,,8~10 ℃,"로스트 치킨, 허브를 얹은 감자 요리, 리코타 치즈와 시금치를 채운 크로켓, 그릴 구이한 생선이나 조개요리 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,"망고, 꽃, 미네랄, 꿀",치킨,,,,,
"도멘 드니 까레, 부르고뉴 오뜨 꼬뜨 드 본 샤르도네","Domaine Denis Carre, Bourgogne Hautes Cotes de Bueaune Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=165675&lq=LIST,도멘 드니 까레  Domaine Denis Carre,프랑스(France) / 부르고뉴(Bourgogne) / 꼬뜨 드 본(Côte de Beaune) / 부르고뉴 오뜨 꼬뜨 드 본(Bourgogne Hautes Côtes de Beaune),샤르도네 (Chardonnay) 100%,Burgundy White,8~10 ℃,"훈제오리, 오리로스, 치킨, 훈제연어, 장어구이, 해산물, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",더블유에스통상,1/5,4/5,2/5,1/5,"배, 미네랄, 오크","해산물, 수육, 탕수육, 치즈",,Bourgogne Hautes Côtes de Beaune AOC(AOP),,,
