와인명,와인 영문명,URL,생산자,국가/생산지역,주요품종,스타일,알코올,음용온도,추천음식,수입사,당도,산도,바디,타닌,아로마,음식매칭,등급,기타정보,숙성,양조
"로제 꿀롱, 에스피릿 데 브리니 나뚜르 제로 도사주","Roger Coulon, Espirit de Vrigny Nature Zero Dosage",https://www.wine21.com/13_search/wine_view.html?Idx=163458&lq=LIST,로제 꿀롱  Roger Coulon,프랑스(France) / 샹빠뉴(Champagne),피노 뮈니에 (Pinot Meunier) 33% / 피노 누아 (Pinot Noir) 33% / 샤르도네 (Chardonnay) 33%,French Champagne,,7~9 ℃,"스시, 회, 해산물, 굴, 랍스터, 게, 다양한 치즈, 샐러드, 아시아요리, 동남아요리, 과일, 디저트 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,5/5,3/5,1/5,"청사과, 살구, 흰꽃","스시, 샐러드, 과일, 치즈, 디저트",Champagne AOC(AOP),,"10개월 동안 오크통에서 숙성되며 자연적으로 정화하고, 정제하지 않는다. 셀러에서 최소 6년 이상 숙성 후 출하","년간 2,300병만 한정 생산"
"까루가테, 소아베 클라시코 몬테 피오렌티네","Ca'Rugate, Soave CI.Monte Fiorentine",https://www.wine21.com/13_search/wine_view.html?Idx=163459&lq=LIST,까루가테  Ca'Rugate,이탈리아(Italy) / 베네토(Veneto) / 소아베(Soave),가르가네가 (Garganega),,,8~10 ℃,"스시, 회, 새우, 해산물, 샐러드, 야채, 스낵, 파스타 등과 잘 어울린다.",,1/5,4/5,2/5,1/5,,"스시, 파스타, 스낵",,,,
"까루가테, 발폴리첼라 리파소","Ca'Rugate, Valpolicella Ripasso",https://www.wine21.com/13_search/wine_view.html?Idx=163460&lq=LIST,까루가테  Ca'Rugate,이탈리아(Italy),,,,16~18 ℃,"스테이크, 양고기, 오리고기, 갈비, 등심, 갈비찜, 바비큐, 블루 치즈, 리조토 와 잘 어울린다.",,2/5,3/5,2/5,4/5,,"바비큐, 양고기, 오리고기, 갈비찜, 리조토, 치즈",,,,
"까루가테, 아마로네 델라 발폴리첼라 푼타 톨로티","Ca'Rugate, Amarone della Valpolicella Punta Tolotti",https://www.wine21.com/13_search/wine_view.html?Idx=163461&lq=LIST,까루가테  Ca'Rugate,이탈리아(Italy),코르비나 (Corvina),,,17~19 ℃,"스테이크, 양고기, 오리고기, 갈비, 등심, 갈비찜, 바비큐, 블루 치즈, 리조토 와 잘 어울린다.",,2/5,2/5,5/5,3/5,,"바비큐, 양고기, 오리고기, 갈비찜, 리조토, 치즈",,,,
"칸티나 톨로, 몬테풀치아노 다부르쪼 카지올로 리제르바","Cantina Tollo, Montepulciano d'Abruzzo Cagiolo Ris.",https://www.wine21.com/13_search/wine_view.html?Idx=163462&lq=LIST,칸티나 톨로  Cantina Tollo,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano),,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 훈제오리, 숙성 치즈, 라자냐, 파스타와 잘 어울린다.",,1/5,3/5,4/5,4/5,,"양고기, 훈제오리, 치즈",Montepulciano d'Abruzzo DOC(DOP),,,
"칸티나 톨로, 몬테풀치아노 다부르쪼 모 리제르바","Cantina Tollo, Montepulciano d'Abruzzo Mo Ris.",https://www.wine21.com/13_search/wine_view.html?Idx=163463&lq=LIST,칸티나 톨로  Cantina Tollo,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano),,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 훈제오리, 숙성 치즈, 라자냐, 파스타와 잘 어울린다.",,1/5,3/5,4/5,4/5,,"양고기, 훈제오리, 치즈",Montepulciano d'Abruzzo DOC(DOP),,,
"칸티나 톨로, 몬테풀치아노 다부르쪼","Cantina Tollo, Montepulciano d'Abruzzo",https://www.wine21.com/13_search/wine_view.html?Idx=163464&lq=LIST,칸티나 톨로  Cantina Tollo,이탈리아(Italy) / 아브루쪼(Abruzzo),몬테풀치아노 (Montepulciano),,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 훈제오리, 숙성 치즈, 라자냐, 파스타와 잘 어울린다.",,1/5,4/5,4/5,4/5,,"양고기, 훈제오리, 치즈",Montepulciano d'Abruzzo DOC(DOP),,,
"칸티나 톨로, 페코리노 테레 디 키에티","Cantina Tollo, Pecorino Terre di Chieti",https://www.wine21.com/13_search/wine_view.html?Idx=163465&lq=LIST,칸티나 톨로  Cantina Tollo,이탈리아(Italy) / 아브루쪼(Abruzzo),페코리노 (Pecorino),,,8~10 ℃,"흰살생선, 샐러드, 파스타, 건육, 하몽, 프로슈토, 동남아요리, 매운음식 등과 잘 어울린다.",,1/5,5/5,2/5,1/5,,"흰살생선, 파스타, 샐러드",Terre di Chieti IGT(IGP),,,
"칸티네 두에 팔메, 살리체 살렌티노 로쏘 셀바로싸 리제르바","Cantine Due Palme, Salice Salentino Rosso Selvarossa Ris.",https://www.wine21.com/13_search/wine_view.html?Idx=163466&lq=LIST,칸티네 두에 팔메  Cantine Due Palme,이탈리아(Italy) / 뿔리아(Puglia),카베르네 소비뇽 (Cabernet Sauvignon) / 프리미티보 (Primitivo) / 네그로아마로 (Negroamaro) / 말바시아 네라 (Malvasia nera),,,17~19 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈 등과 잘 어울린다.",,1/5,2/5,5/5,4/5,,"바비큐, 양갈비, 불고기, 파스타, 치즈",Salice Salentino DOC(DOP),,,
"칸티네 두 팔메, 아마루나 엑스트라 드라이","Cantine Due Palme, Amaluna Extra Dry",https://www.wine21.com/13_search/wine_view.html?Idx=163467&lq=LIST,칸티네 두에 팔메  Cantine Due Palme,이탈리아(Italy) / 뿔리아(Puglia),네그로아마로 (Negroamaro),Italian Prosecco,11~12 %,6~8 ℃,"식전주, 전채요리, 회, 스시, 해산물, 건육, 살라미, 하몽, 스낵 등과 잘 어울린다.",,1/5,3/5,2/5,1/5,"복숭아, 바나나, 아카시아, 백합, 꽃, 그린피망","건육, 살라미, 닭강정, 스시, 생선회, 해산물, 식전주, 전채요리, 복숭아, 스낵",,,,
"콜레 마사리, 포지오 디 소토 브루넬로 디 몬탈치노","Colle Massari, Poggio di sotto Brunello di Montalcino",https://www.wine21.com/13_search/wine_view.html?Idx=163469&lq=LIST,콜레 마사리  Colle Massari,이탈리아(Italy) / 토스카나(Toscana) / 몬탈치노(Montalcino),산지오베제 (Sangiovese),,,17~19 ℃,"스테이크, 로스트비프, 양갈비, 포크, 바비큐, 그릴요리, 오리고기, 프로슈토, 라자냐, 파스타, 피자, 수육 과 잘 어울린다.",,1/5,4/5,4/5,3/5,,"양갈비, 프로슈토, 오리고기, 수육",Brunello di Montalcino DOCG(DOP),,,
"코피, 지오이아 델 콜레 세나토레 프리미티보","Coppi, Gioia del Colle Senatore Primitivo",https://www.wine21.com/13_search/wine_view.html?Idx=163470&lq=LIST,코피  Coppi,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo),,,16~18 ℃,"양갈비, 양고기, 스테이크, 스튜, 치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",,1/5,2/5,5/5,3/5,,"살라미, 견과류, 치즈",Gioia del Colle DOC(DOP),,,
"코피, 돈 안토니오 프리미티보","Coppi, Don Antonio Primitivo",https://www.wine21.com/13_search/wine_view.html?Idx=163471&lq=LIST,코피  Coppi,이탈리아(Italy) / 뿔리아(Puglia),프리미티보 (Primitivo),,,17~19 ℃,"양갈비, 양고기, 스테이크, 스튜, 치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",,1/5,2/5,5/5,3/5,,"살라미, 견과류, 치즈",,,,
"코피, 펠리로쏘 네그로아마로","Coppi, Pellirosso Negroamaro",https://www.wine21.com/13_search/wine_view.html?Idx=163472&lq=LIST,코피  Coppi,이탈리아(Italy) / 뿔리아(Puglia),네그로아마로 (Negroamaro),,,17~19 ℃,"양갈비, 양고기, 스테이크, 스튜, 블루치즈, 살라미, 견과류, 말린과일 과 잘 어울린다.",,1/5,3/5,4/5,4/5,,"살라미, 견과류",Salento IGT(IGP),,,
"코피, 알레아티코 비나세로","Coppi, Aleatico Vinaccero",https://www.wine21.com/13_search/wine_view.html?Idx=163473&lq=LIST,코피  Coppi,이탈리아(Italy) / 뿔리아(Puglia),알레아티코 (Aleatico),,,17~19 ℃,"스테이크, 훈제오리, 바비큐, 소시지, 불고기, 햄버거, 라자냐, 파스타, 피자 와 잘 어울린다.",,1/5,2/5,5/5,3/5,,"스테이크, 훈제오리, 불고기",,,,
"코따네라, 에트나 로쏘 바르바잘레",Etna Rosso Barbazzale,https://www.wine21.com/13_search/wine_view.html?Idx=163474&lq=LIST,코따네라  Cottanera,이탈리아(Italy),네렐로 마스칼레제 (Nerello Mascalese),,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 양갈비, 버섯, 리조토, 파스타 와 잘 어울린다.",,1/5,3/5,3/5,3/5,,버섯,,,,
"코따네라, 에트나 로쏘 콘트라다 디시아쎄떼살메",Etna Rosso Contrada Diciassettesalme,https://www.wine21.com/13_search/wine_view.html?Idx=163475&lq=LIST,코따네라  Cottanera,이탈리아(Italy),네렐로 마스칼레제 (Nerello Mascalese),,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 양갈비, 버섯, 리조토, 파스타 와 잘 어울린다.",,1/5,3/5,3/5,3/5,,버섯,,,,
"쿠수마노, 에트나 비안토 알타 모라","Cusumano, Etna Bianco Alta Mora",https://www.wine21.com/13_search/wine_view.html?Idx=163476&lq=LIST,쿠수마노  Cusumano,이탈리아(Italy) / 시칠리아(Sicilia),카타라토 (Catarratto),,,10~12 ℃,"훈제 연어, 농어, 광어, 생선구이, 조개구이, 새우, 해산물, 샐러드, 야채, 동남아요리, 아시아요리 등과 잘 어울린다.",,1/5,3/5,3/5,1/5,,,Etna DOC(DOP),,,
"쿠수마노, 에트나 로쏘 알타 모라","Cusumano, Etna Rosso Alta Mora",https://www.wine21.com/13_search/wine_view.html?Idx=163477&lq=LIST,쿠수마노  Cusumano,이탈리아(Italy) / 시칠리아(Sicilia),네렐로 마스칼레제 (Nerello Mascalese),,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 양고기, 양갈비, 버섯, 리조토, 파스타 와 잘 어울린다.",,1/5,4/5,2/5,3/5,,버섯,Etna DOC(DOP),,,
"엔리코 세라피노, 몬클리비오 바롤로","Enrico Serafino, Monclivio Barolo",https://www.wine21.com/13_search/wine_view.html?Idx=163478&lq=LIST,엔리코 세라피노   Enrico Serafino,이탈리아(Italy) / 피에몬테(Piemonte) / 바롤로(Barolo),네비올로 (Nebbiolo),,14~15 %,15~17 ℃,"트러플, 양갈비, 스튜, 그릴요리, 바비큐, 포크, 버섯, 프로슈토, 라자냐, 이탈리안 음식과 잘 어울린다.",에프엘코리아,1/5,4/5,2/5,4/5,"배, 장미, 오크, 가죽","양갈비, 프로슈토, 라자냐",,* Wine Spectator - 92점* Wine Ehthusiast - 92점* Sarah Heller MW - 92점* James Suckling - 92점,,
"엔리코 세라피노, 사나벤토 바르바레스코","Enrico Serafino, Sanavento Barbaresco",https://www.wine21.com/13_search/wine_view.html?Idx=163479&lq=LIST,엔리코 세라피노   Enrico Serafino,이탈리아(Italy) / 피에몬테(Piemonte) / 바르바레스코(Barbaresco),네비올로 (Nebbiolo),,14~15 %,15~17 ℃,"붉은육류, 트러플, 훈제오리, 치킨, 바비큐, 라자냐, 파스타, 치즈와 잘 어울린다.",에프엘코리아,1/5,4/5,2/5,4/5,"배, 오크","붉은육류, 바비큐, 트러플, 치즈",,* Robert Parker - 93점* James Suckling - 93점,,
"엔리코 세라피노, 에리안테 모스카토 다스티","Enrico Serafino, Erianthe Moscato d'Asti",https://www.wine21.com/13_search/wine_view.html?Idx=163480&lq=LIST,엔리코 세라피노   Enrico Serafino,이탈리아(Italy),모스카토  (Moscato ) 100%,,,6~8 ℃,"가벼운 핑거 푸드, 케이크류 등과 잘 어울린다.",에프엘코리아,4/5,2/5,2/5,1/5,시트러스,,,,,
"체키, 키안티 클라시코 프리모콜레 빌라 체르나 리제르바","Cecchi, Chianti Cl. Primocolle Villa Cerna Ris.",https://www.wine21.com/13_search/wine_view.html?Idx=163481&lq=LIST,체키  Cecchi,이탈리아(Italy) / 토스카나(Toscana) / 키안티(Chianti),산지오베제 (Sangiovese),,,16~18 ℃,"붉은육류, 바비큐, 소시지, 꼬치구이, 파스타, 피자, 다양한 치즈와 잘 어울린다.",,1/5,4/5,3/5,3/5,,"붉은육류, 치즈",Chianti Classico DOCG(DOP),,,
"체키, 마렘마 토스카나 오렐리오 발 델레 로제","Cecchi, Maremma Toscana Aurelio Val delle Rose",https://www.wine21.com/13_search/wine_view.html?Idx=163482&lq=LIST,체키  Cecchi,이탈리아(Italy) / 토스카나(Toscana),카베르네 프랑 (Cabernet Franc) / 메를로 (Merlot),,,17~19 ℃,"스테이크, 훈제오리, 치킨, 바비큐, 소시지, 브리 치즈와 잘 어울린다.",,1/5,3/5,4/5,3/5,,스테이크,Maremma Toscana DOC(DOP),,,
"체끼, 코에보","Cecchi, Coevo",https://www.wine21.com/13_search/wine_view.html?Idx=163483&lq=LIST,체키  Cecchi,이탈리아(Italy) / 토스카나(Toscana),산지오베제 (Sangiovese) / 카베르네 소비뇽 (Cabernet Sauvignon) / 쁘띠 베르도 (Petit Verdot) / 메를로 (Merlot),Central Italy Red,13~14 %,15~17 ℃,"스테이크, 로스트비프, 양갈비, 포크, 바비큐, 그릴요리, 오리고기, 프로슈토, 라자냐, 파스타, 피자, 수육 과 잘 어울린다.",비케이 트레이딩,1/5,2/5,4/5,3/5,,"양갈비, 프로슈토, 오리고기, 수육",Toscana IGT(IGP),,,
"파밀리아 코타렐라, 몬티아노","Famiglia Cotarella, Montiano",https://www.wine21.com/13_search/wine_view.html?Idx=163484&lq=LIST,파밀리아 코타렐라  Famiglia Cotarella,이탈리아(Italy) / 라치오(Lazio),메를로 (Merlot),,,16~18 ℃,"스테이크, 훈제오리, 바비큐, 소시지, 수육, 프로슈토, 파스타, 피자 와 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,3/5,3/5,,"스테이크, 프로슈토, 훈제오리, 수육",Est! Est!! Est!!! di Montefiascone DOC(DOP),,,
"파밀리아 코타렐라, 비티아노 로쏘","Famiglia Cotarella, Vitiano Rosso",https://www.wine21.com/13_search/wine_view.html?Idx=163485&lq=LIST,파밀리아 코타렐라  Famiglia Cotarella,이탈리아(Italy) / 움브리아(Umbria),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot) / 산지오베제 (Sangiovese),,,16~18 ℃,"스테이크, 로스트비프, 양갈비, 포크, 바비큐, 그릴요리, 오리고기, 프로슈토, 라자냐, 파스타, 피자, 수육 과 잘 어울린다.",,1/5,3/5,4/5,3/5,,"양갈비, 프로슈토, 오리고기, 수육",,,,
"파밀리아 코타렐라, 텔루스 시라","Famiglia Cotarella, Tellus Syrah",https://www.wine21.com/13_search/wine_view.html?Idx=163486&lq=LIST,파밀리아 코타렐라  Famiglia Cotarella,이탈리아(Italy) / 라치오(Lazio),시라/쉬라즈 (Syrah/Shiraz),,,17~19 ℃,"붉은 육류, 스테이크, 갈비찜, 스튜, 불고기, 양갈비, 한국음식 과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,4/5,4/5,,양갈비,Lazio IGT(IGP),,,
"파밀리아 코타렐라, 텔루스 샤르도네","Famiglia Cotarella, Tellus Chardonnay",https://www.wine21.com/13_search/wine_view.html?Idx=163487&lq=LIST,파밀리아 코타렐라  Famiglia Cotarella,이탈리아(Italy) / 라치오(Lazio),샤르도네 (Chardonnay),,,10~12 ℃,"훈제 연어, 농어, 광어, 생선구이, 조개구이, 새우, 해산물, 샐러드, 야채, 동남아요리, 아시아요리 등과 잘 어울린다.",루벵코리아 (루뱅쿱),1/5,3/5,3/5,1/5,,,Est! Est!! Est!!! di Montefiascone DOC(DOP),,,
"파밀리아 코띠니, 아마로네 델라 발폴리첼라","Famiglia Cottini, Amarone della Valpolicella",https://www.wine21.com/13_search/wine_view.html?Idx=163488&lq=LIST,파밀리아 코띠니   Famiglia Cottini,이탈리아(Italy),코르비나 (Corvina),,,16~18 ℃,"스테이크, 양고기, 오리고기, 갈비, 등심, 갈비찜, 바비큐, 블루 치즈, 리조토 와 잘 어울린다.",,2/5,2/5,5/5,3/5,,"바비큐, 양고기, 오리고기, 갈비찜, 리조토, 치즈",,,,
"파밀리아 코띠니, 카린베르노","Famiglia Cottini, Ca'Linverno",https://www.wine21.com/13_search/wine_view.html?Idx=163489&lq=LIST,파밀리아 코띠니   Famiglia Cottini,이탈리아(Italy),코르비나 (Corvina) / 론디넬라 (Rondinella) / 몰리나라 (Molinara),,,16~18 ℃,"돼지고기, 오리로스, 닭고기, 버섯, 튀김, 프로슈토, 피자, 파스타와 잘 어울린다.",,1/5,3/5,3/5,2/5,,"프로슈토, 튀김, 버섯",,,,
"파밀리아 코띠니, 발폴리첼라 수프리오레 리파소","Famiglia Cottini, Valpolicella Sup. Ripasso",https://www.wine21.com/13_search/wine_view.html?Idx=163490&lq=LIST,파밀리아 코띠니   Famiglia Cottini,이탈리아(Italy),,,,17~19 ℃,"스테이크, 양고기, 오리고기, 갈비, 등심, 갈비찜, 바비큐, 블루 치즈, 리조토 와 잘 어울린다.",,2/5,3/5,3/5,4/5,,"바비큐, 양고기, 오리고기, 갈비찜, 리조토, 치즈",,,,
"파밀리아 코띠니, 소비뇽","Famiglia Cottini, Sauvignon",https://www.wine21.com/13_search/wine_view.html?Idx=163491&lq=LIST,파밀리아 코띠니   Famiglia Cottini,이탈리아(Italy),소비뇽 블랑 (Sauvignon Blanc),,,8~10 ℃,"훈제 연어, 농어, 광어, 생선구이, 조개구이, 새우, 해산물, 샐러드, 야채, 동남아요리, 아시아요리 등과 잘 어울린다.",,1/5,4/5,3/5,1/5,,,,,,
"파토리아 르 뿌삘레, 모렐리노 디 스칸사노 리제르바","Fattoria le Pupille, Morellino di Scansano Ris",https://www.wine21.com/13_search/wine_view.html?Idx=163492&lq=LIST,파토리아 르 뿌삘레  Fattoria le Pupille,이탈리아(Italy),산지오베제 (Sangiovese),,14~15 %,16~18 ℃,"붉은육류, 바비큐, 소시지, 꼬치구이, 파스타, 피자, 다양한 치즈와 잘 어울린다.",,1/5,3/5,4/5,3/5,,"붉은육류, 치즈",,,,
"파토리아 르 뿌삘레, 샤프레디","Fattoria le Pupille, Saffredi",https://www.wine21.com/13_search/wine_view.html?Idx=163493&lq=LIST,파토리아 르 뿌삘레  Fattoria le Pupille,이탈리아(Italy) / 토스카나(Toscana) / 마렘마(Maremma),카베르네 소비뇽 (Cabernet Sauvignon) / 메를로 (Merlot) / 쁘띠 베르도 (Petit Verdot),Tuscan Red,15~16 %,16~18 ℃,"붉은육류, 스테이크, 양갈비, 바비큐, 불고기, 파스타, 다양한 치즈, 햄버거, 한국음식 등과 잘 어울린다.",,1/5,3/5,3/5,3/5,"블랙커런트, 블랙체리, 제비꽃, 미네랄, 감초, 오크, 흙","양갈비, 치즈",Toscana IGT(IGP),*2019 빈티지: Wine Spectator 100대 와인 8위,70% 새 오크통에서 18개월간 숙성,"스테인리스 스틸 통에서 26C 온도로 알코올 발효, 30-45일간 침용"
Bolgheri Sup.,Bolgheri Sup.,https://www.wine21.com/13_search/wine_view.html?Idx=163499&lq=LIST,페우디 [페우디 디 산 그레고리오]  Feudi [Feudi di San Gregorio],이탈리아(Italy),메를로 (Merlot) / 카베르네 소비뇽 (Cabernet Sauvignon) / 카베르네 프랑 (Cabernet Franc) / 쁘띠 베르도 (Petit Verdot),,,17~19 ℃,"스테이크, 로스트비프, 훈제오리, 불고기, 파스타, 다양한 치즈 등과 잘 어울린다.",,1/5,4/5,5/5,4/5,,"훈제오리, 불고기, 파스타, 치즈",,,,
"페우디 디 산 그레고리오, 피아노 디 몬테베르진","Feudi di San Gregorio, Piano di Montevergine",https://www.wine21.com/13_search/wine_view.html?Idx=163500&lq=LIST,페우디 [페우디 디 산 그레고리오]  Feudi [Feudi di San Gregorio],이탈리아(Italy),알리아니코 (Aglianico) 100%,,,16~18 ℃,"붉은육류, 스테이크, 그릴요리, 바비큐, 양고기, 라자냐, 리조또, 파스타, 다양한 치즈와 잘 어울린다.",,1/5,2/5,5/5,3/5,,"바비큐, 양고기, 치즈",,,,
"피리아또 와이너리, 산타고스티노 로쏘 바글리오 소리아","Firriato Winery, Santagostino Rosso Baglio Soria",https://www.wine21.com/13_search/wine_view.html?Idx=163501&lq=LIST,피리아또 와이너리  Firriato Winery [Casa Vinicola Firriato],이탈리아(Italy),네로 다볼라 (Nero d'Avola) / 시라/쉬라즈 (Syrah/Shiraz),,,16~18 ℃,"스테이크, 양갈비, 그릴요리, 바비큐, 훈제오리, 육포, 초리조, 프로슈토, 난자완스, 불고기, 족발, 파스타와 잘 어울린다.",,1/5,3/5,4/5,3/5,,"바비큐, 양갈비, 훈제오리, 파스타, 난자완스",,,,
"피리아또 와이너리, 바야모레","Firriato Winery, Bayamore",https://www.wine21.com/13_search/wine_view.html?Idx=163502&lq=LIST,피리아또 와이너리  Firriato Winery [Casa Vinicola Firriato],이탈리아(Italy),프라파토 (Frappato) / 메를로 (Merlot) / 시라/쉬라즈 (Syrah/Shiraz),,,16~18 ℃,"바비큐, 양념치킨, 닭강정, 튀김, 짜장면, 불고기, 숙성 치즈, 피자, 파스타, 탕수육 등과 잘 어울린다.",,3/5,2/5,4/5,2/5,,"바비큐, 튀김, 치즈",,,,
