생산지역,설명
카스티야-라 만차Castilla–La Mancha,"라 만차(D.O. La Mancha)는 스페인 와인 산지다. 라 만차는 스페인의 중심부에 위치하고 있으며, 매우 광대한 범위의 면적 규모를 가지고 있다. 아직까지는 주목할 만한 와인을 배출해내고 있지 않지만 리오하나 리베라 델 두에로 다음으로 성공적인 와인들이 나올 가능성이 있는 지역으로 주목 받고 있는 지역이기도 하다."
리버모어 밸리Livermore Valley,리버모어 밸리(Livermore Valley)는 미국 캘리포니아 샌프란시스코 만 지역에 속하는 와인 산지로 가장 중요한 곳이기도 하다. 1880년대 샤또 이껨에서 잘라온 소비뇽 블랑을 심었다고 알려져 있다. 대부분의 영역은 웬티(Wente) 와이너리 소유다.
초아파 밸리Choapa Valley,"초아파(Choapa Valley)는 칠레의 와인 산지다. 가장 최근에 포도 재배가 시작된 곳으로 서늘한 기후를 지녀 시라, 카베르네 소비뇽에 적합하다."
메네뚜-살롱Menetou-Salon,"메네뚜-살롱(Menetou-Salon)은 프랑스 루아르 밸리 좌측에 위치하는 와인 산지다. 톡 쏘는 향의 소비뇽 블랑, 피노 누아로 만든 마시기 쉬운 레드 혹은 로제 와인이 유명하다."
상세르Sancerre,"상세르(Sancerre)는 프랑스 루아르 밸리의 와인 산지다. 이곳은 루아르강 중심 산지로 뿌이-퓌메와 자주 비교된다. 상세르 지역은 소비뇽 블랑으로 만든 화이트 와인, 피노 누아로 만든 로제 혹은 레드 와인이 생산된다. 이곳의 소비뇽 블랑은 풀바디에 금방 씻은 생쌀 냄새가 특징이며, 과실향이 아주 좋다."
꼬뜨 데 바Côte des Bar,"꼬뜨 데 바(Côte des Bar)는 프랑스 샹파뉴 지역의 와인 산지다. 꼬뜨 데 바 포도원은 7,105 헥타르 규모로 상파뉴 지역에서 피노 누아 공급에 중요한 역할을 한다. 넌빈티지 샴페인에 블렌딩 되는 잘 익은 피노 누아는 풍부한 향을 준다."
모젤-자르-루버Mosel-Saar-Ruwer,모젤-자르-루버(Mosel-Saar-Ruwer)는 독일의 대표 와인산지로 모젤로 그 이름이 통합되었다. 트리어(Trier)에서 코블렌쯔(Koblenz)에 이르는 모젤 강은 험준하고 비탈진 경사면으로 되어 있다. 그리고 그 경사면에는 전세계에서 최고 품질로 인정하는 리슬링이 자라는 포도원이 모여 있다.
웨스턴 오스트레일리아Western Australia,"웨스턴 오스트렐리아(Western Australia, 서호주)는 호주의 와인 산지다. 서호주는 호주에서 가장 큰 주로서 대륙의 서쪽 1/3을 차지한다. 서호주 와인 생산지는 거의 대부분 남서쪽에 집중되어 있다. 서호주는 신흥 와인 생산지로서 호주 와인 생산량의 2.4%로 적지만, 품질은 최상급이다."
그레이트 서던Great Southern,"그레이트 서던(Great Southern)은 호주 서남부에 위치한 광활한 지역으로, 독특한 기후와 다채로운 지형이 돋보인다. 이 지역은 다섯 개의 주요 하위 지역으로 나뉘며, 각각의 지역은 고유한 특징을 지니고 있다. 그 하위 지역들은 Albany, Denmark, Frankland River, Mount Barker, Porongurup이다."
발데오라스Valdeorras,"발데오라스(Valdeorras)는 스페인 실(Sil) 강을 따라 언덕에 자리한 와인 산지다. 배수력이 좋은 충적토양으로 되어 있으며, 비가 많이 내리는 지역이다. 고데요(Godello)품종의 화이트 와인이 잘 된다."
비에르소Bierzo,"비에르소(Bierzo)는 카스티야 이 레온 북서쪽에 위치한 와인 산지로 갈리시아 경계와 접하고 있다. 멘시아(Mencia)품종이 전체 생산량의 3분의 2를 차지한다. 멘시아는 과실향이 좋으며, 부드러운 탄닌과 탁월한 미네랄 풍미를 지닌 레드 와인이 된다. 이 외 이 지역에서는 가르나차, 향기로운 고데요 등이 재배된다."
몬산트Montsant,몬산트(Montsant)는 스페인 까탈루냐에 속하는 와인 산지다. 석회암과 화강암이 섞인 토양에 해발 고도가 높은 편이다. 지중해성 기후와 대륙성 기후가 섞여 나타난다.
나바라Navarra,나바라(Navarra)는 스페인 북부에 자리한 와인 산지다. 이 지역은 특징적인 품종보다는 스페인 토착 품종과 국제 품종의 블렌딩 와인이 주로 생산된다. 하지만 스페인 등급상 최고인 비노 데 파고(Vino de Pago)를 받은 지역이 3곳이나 있어 주목할 필요가 있다.
리베라 델 두에로Ribera del Duero,"리베라 델 두에로(Ribera del Duero)는 스페인의 대표 와인 산지다. 리베라 델 두에로는 스페인의 전설적인 와인 베가 시실리아가 만들어진 곳이다. 이곳은 1982년 스페인 원산지 명칭 통제 등급을 받았고, 200여 와이너리가 2만 헥타르에 걸쳐 분포한다."
토로Toro,"토로(Toro)는 스페인 북서부 카스티야 이 레온의 와인 산지다. 포도원은 해발 600~750 미터 높이에 분포하며, 레드 와인을 주로 생산한다. 주품종은 템프라니요 이며, 와인은 힘차고 농축되어 있으며 구조가 좋다. 카베르네 소비뇽도 재배되며, 말바시아와 베르데호 같은 화이트 품종도 생산된다. 토로는 그 잠재력을 알아본 베가 시칠리아, 마르케스 데 리스칼 등의 투자가 이뤄지며 각광을 받기 시작했다."
프리오랏Priorat,"프리오랏(Priorat)은 스페인 바르셀로나에서 남쪽으로 2시간 거리에 위치한다. 가파른 언덕에 테라스 형태로 포도원이 조성되어 있으며, 리코레야(Llicorella)로 불리는 점판암 토양으로 구성되어 있다. 가르나차, 시라, 까리냥 등 레드 와인 품종을 주로 재배한다."
코스터스 델 세그레Costers del Segre,"코스터스 델 세그레(Costers del Segre)는 스페인 까탈루냐에 속하는 와인 산지다. 대륙성 기후에 석회를 함유한 토양으로 구성된다. 마카베오, 빠레야다, 리슬링, 소비뇽 블랑 등의 화이트 품종과 가르나차, 템프라니요, 프레팟 등의 레드 품종을 주로 재배한다."
트렌티노 알토 아디제Trentino-Alto Adige,"트렌티노-알토 아디제(Trentino-Alto Adige)는 이탈리아에서 가장 북쪽에 위치한 와인 산지다. 트렌티노-알토아디제는 롬바르디아와 베네토 주 사이에 위치하며, 오스트리아와 국경을 접하고 있다. 트렌티노는 트렌토 지방에, 알토아디제는 볼자노 지방에 해당한다. 알프스성 기후라 겨울에는 매우 춥고 눈이 상당히 많이 내린다. 레드 와인에서 화이트 와인에 이르기까지 다양한 와인이 생산되며 품질 또한 매우 우수하다."
마르케Marche,"마르케(Marche)는 이탈리아 중부 동쪽에 위치한 와인 산지다. 마르케는 서쪽으로는 아펜니네 산맥, 동쪽으로는 아드리아 해 사이에 위치한다. 마르케는 매우 다양한 지형을 지녀 토양과 와인 또한 그만큼 다양하다. 서늘한 기후부터 온화한 기후, 토양은 석회암, 점토, 백악질 토양까지 분포한다. 마르케 포도원은 2만5천 헥타르이며, 연간 와인 생산량은 2백만 헥토리터에 이른다."
카스띨라 이 레옹Castilla Y Leon,
바카우Wachau,"바하우(Wachau)는 오스트리아의 대표적인 와인 산지로, 도나우강을 따라 형성된 좁고 길게 뻗은 지역이다. 이 지역은 험준한 언덕과 테라스 형태의 포도밭으로 유명하며, 오스트리아에서 가장 뛰어난 화이트 와인을 생산하는 곳 중 하나이다."
네메아Nemea,"네메아(Nemea)는 그리스 펠로폰네소스 반도에 위치한 대표적인 와인 산지 중 하나로, 그리스에서 가장 중요한 적포도주 생산 지역 중 하나이다. 특히 네메아는 그리스의 대표 토착 품종인 아기오르기티코가 주된 품종으로 사용되는 지역이다. 네메아는 고대부터 와인 생산의 중심지로 알려져 왔으며, 그리스 신화에서도 중요한 역할을 해온 지역이다."
몰도바Moldova,
베로나Verona,
레니에Regnie,"레니에(Regnie)는 프랑스 보졸레 지역의 와인 산지다. 레니에는 1988년 보졸레 10개 크뤼로 승격되었고, 모르공과 브루이 사이에 위치한다. 포도원 규모는 640 헥타르이며, 모래 토양으로 구성되어있다. 레니에 와인은 가볍고, 향이 좋으며, 감칠맛이 풍부하며, 무엇보다 생동감이 탁월하다. 와인은 대부분 2~3년 안에 소비되지만, 농사가 잘 된 경우 와인은 10년 이상의 장기 숙성 잠재력을 지닌다."
뿌이-퓌세Pouilly-Fuisse,"뿌이-퓌세(Pouilly-Fuisse)는 프랑스 부르고뉴 지역의 와인 산지다. 정확히는 마꼬네에 속하며, 이 중 가장 잘 알려진 와인 산지로 850 헥타르 규모다. 깎아 지르는 듯한 절벽으로도 잘 알려져 있으며 석회암이 주를 이룬다. 와인은 꼬뜨 드 본에 비해 살집이 더 있고 둥근 느낌이다. 오크 숙성을 하지 않은 와인 혹은 새 오크통에 숙성한 와인 모두가 생산된다."
샤블리Chablis,"샤블리(Chablis)는 프랑스의 대표 와인 산지 중 하나이다. 샤블리 지역은 1938년 원산지 명칭 통제인 아펠라시옹(AOC)등급을 받았다. 와인은 품질에 근거하며 쁘띠 샤블리, 샤블리, 샤블리 프리미에 크뤼, 샤블리 그랑 크뤼 등으로 나뉘며, 각각 독특하고 감미로운 맛과 향을 낸다."
샤블리 그랑 크뤼Chablis Grand Cru,"샤블리 그랑 크뤼(Chablis Grand Cru)는 쓰렝강 우측의 7개 포도밭이다. 그 명칭은 각각 블렁쇼(Blanchot), 부그로(Bougros), 레끌로(Les Clos), 그루누이으(Grenouilles), 프뢰느(Preuses), 발뮈르(Valmur), 보데지르(Vaudésir)이다. 이 7개의 포도밭은 지리적, 지형적으로 서리 피해로부터 잘 보호 받을 수 있는 곳에 위치한다. 이런 자연적 혜택으로 최상급 포도를 얻을 수 있다."
에오라-아미티 힐즈Eola-Amity Hills,
체할렘 마운틴Chehalem Mountai,
만추엘라Manchuela,"만추엘라(Manchuela)는 스페인 카스티야 라만차에 속하는 와인 산지다. 대륙성 기후에 토양은 석회점토로 구성되어있다. 레드 와인 품종으로 보발, 카베르네 소비뇽, 템프라니요, 가르나차가, 화이트 품종으로 알비요, 샤르도네, 마카베오가 재배된다."
라치오Lazio,라치오(Lazio)는 이탈리아 중부의 와인 산지다. 영어로는 라티움으로 불리는 라치오 지방 포도원은 화산 토양의 언덕에 있어 충분한 일조량을 갖는다. 상당히 비옥한 지역으로 말바시아(Malvasia)와 트레비아노(Trebbiano) 중심의 화이트 와인이 생산된다.
움브리아Umbria,"움브리아(Umbria)는 이탈리아 중부의 와인 산지다. 움브리아는 오르비에토 지역에서 나는 화이트 와인, 토르쟈노(Torgiano)에서 나는 레드 와인으로 유명하다."
발도비아데네Valdobbiadene,"발도비아데네(Valdobbiadene)는 이탈리아 베네토 주에 속하는 와인 산지다. 가파른 테라스 언덕 포도원으로 조성되어 있으며, 글레라 품종으로 샤르마 방식을 통한 스파클링 와인을 만든다. 프로세코(Prosecco)라 불리는 이 와인은 사과향이 특징적이며, 식전주로도 음식과 즐기기에도 아주 좋다."
알자스Alsace,"알자스(Alsace)는 프랑스 동부의 와인 산지다. 알자스의 지리적 위치는 로마와 독일 영향권의 교차로에 위치하며, 이 점은 와인의 역사에도 잘 나타난다. 알자스 와인 생산은 서기 1세기 초부터 로마 군단이 알자스 지역에 포도 재배 기술을 전파한 것을 시작으로 메로빙거 왕조와 카롤링거 왕조를 거치면서 더욱더 활기를 띠게 된다."
노던 멘도사Northern Mendoza,"노던 멘도사(Northern Mendoza)는 아르헨티나에 위치한 와인 산지다. 해발 고도 600~700m에 자리하며, 척박한 모래 토양으로 구성돼 있다. 멘도사 강으로부터 물을 얻어 포도 나무에 공급한다. 보나르다와 산지오베제처럼 가벼운 레드 와인, 슈냉 블랑과 같은 화이트 와인이 주로 재배되며, 일부 지역에선 100년이 넘은 고목에서 얻은 말벡 와인을 생산한다."
몽따뉴-생-떼밀리옹Montagne-Saint-Emilion,"몽따뉴-생-떼밀리옹(Montagne-Saint-Emilion)은 프랑스 보르도의 와인 산지다. 이 지역은 도르도뉴 우안에 위치하며, 1936년 AOC등급을 받았다. 카베르네 소비뇽, 카베르네 프랑, 메를로, 말벡을 재배하며, 메를로를 주로 사용해 블렌딩 한다."
토카이-헤갈라야Tokaj-Hegyalja,토카이는 헝가리 북동쪽 지방의 토카이 헤갈라야(Tokaj-Hegyalja)에 위치한 보드로그(Bodrog)강과 티사(Tisza)강이 만나는 좁은 산기슭의 화산토에서 재배되는 푸르민트(Furmint)품종으로 생산된다.
토르지아노Torgiano,"토르지아노(Torgiano)는 이탈리아 움브리아 주에 속하는 와인 산지다. 토르지아노는 페루지아(Perugia) 마을 남쪽에 위치하는 DOC 지역으로 트레비아노와 그레케토 품종으로 화이트 와인, 산지오베제, 카나이올로 로 레드 와인을 생산한다. 리제르바의 경우 DOCG 를 받는다."
콘카 데 바르베라Conca de Barbera,"콘카 데 바르베라(Conca de Barbera)는 스페인 까탈루냐에 속하는 와인 산지다. 오랜 동안 화이트 와인 산지로 알려진 곳이다. 해양성 기후와 타라고나의 대륙성 기후의 영향이 섞인 기후를 갖는다. 트레팟(Trepat), 마카베오, 빠레야다, 가르나차 등을 재배한다. 화이트 품종에서 랴드노네가 3분의 2 이상을 차지한다."
세귀레Seguret,"세귀레(Seguret)는 프랑스 론 밸리의 와인 산지다. 세귀레는 13세기부터 포도를 재배한 와인 산지로 석회암 언덕에 조성되어 있다. 세구레(Séguret) 언덕이 마을의 안녕과 번영을 기원하듯 품고 있는 절경이 아름다운 곳이다. 그르나슈, 시라, 무르베드르 품종을 중심으로 한 레드와 로제 와인, 그르나슈 블랑, 클라레트, 마르산느, 루산느가 주로 섞인 화이트 와인이 생산된다."
께란Cairanne,"께란(Cairanne)은 프랑스 남부 론 지역에 위치한 소규모 와인 산지이다. 이 지역은 특히 그 퀄리티와 독특한 테루아로 인해 와인 애호가들 사이에서 높은 평가를 받고 있다. 주로 레드 와인을 생산하는데, 이 지역의 와인은 그 풍부한 맛과 복합적인 아로마로 잘 알려져 있다. 주로 사용되는 포도 품종은 그르나슈, 시라, 그리고 무르베드르로, 이들의 조합은 강렬하면서도 깊이 있는 맛을 선사한다."
