생산자,설명
샤또 팔레 카디날Chataeu Palais Cardinal,샤또 팔레 카디날(Chataeu Palais Cardinal)의 역사는 13세기부터 시작된다. 이 시기에 프랑스 최초의 교황인 클레멘트 5세의 조카 가야르드 레 다 모떼는 최초의 대성당 주임 사제가 된다. 이를 기념하기 위해 쌩떼밀리옹에 위치한 호화로운 성에 추기경의 성 [le Palais Cardinal]이라는 이름이 붙여졌다.
오스피스 드 본Hospices de Beaune,"오스피스 드 본(Hospices de Beaune)은 1859년 이래 최고역사를 자랑하는 경매 와인으로 유명하다. 매년 11월 셋째 주 일요일, 프랑스 부르고뉴의 본 마을에 위치한 오스피스 드 본에서는 당해 빈티지 와인의 경매가 진행된다."
그라치아나Gracianna,
리프 앤 바인Leaf and Vine,
마리에따 셀라Marietta Cellars,마리에따 셀라 (Marietta Cellars)는 '평범한 일상을 특별하게 만드는 다'는 철학 아래에 와인을 만들고 있는 캘리포니아의 가족 경영 와이너리다. 마리에따 셀러 창업자인 크리스 빌브로는 40년 넘게 캘리포니아 와인 업계를 책임지고 있 영웅과도 같은 사람이다.
보니 둔 빈야드Bonny Doon Vineyard,보니 둔 빈야드 (BONNY DOON VINEYARD)는 캘리포니아 산타 크루즈(Santa Cruz)에 위치한다. 1983년 랜달 그램(Randall Grahm)에 의해 설립되었다. 와인메이커이자 오너인 랜달 그램은 바이오다이나믹(biodynamic)농법을 기반으로 자연 그대로를 포도에 담아 떼루아가 살아있는 와인을 만든다.
윌슨 와이너리Wilson Winery,
마우릿슨Mauritson,
아이들와일드Idlewild,
렌마노Renmano,"렌마노 프리미엄 와인 (Renmano Premium Wine) 은 1914년 시작되어 ‘좋은 와인은 좋은 포도밭에서 시작된다’는 철학을 바탕으로 호주의 남동쪽 포도재배 지역에서 세심하게 와인 양조에 알맞는 포도송이만을 선별하며, 잘 익은 포도가 가진 섬세한 맛과 향을 최대한 살리기 위하여 서늘한 밤에 수확하여 그 섬세한 맛의 전통을 이어가고 있다."
타쿠Ta-Ku,
마운츠 패밀리 빈야드Mounts Family Vineyards,"마운츠 패밀리 빈야드(Mounts Family Vineyards)는 3대를 이어 와인에 대한 열정을 보이며, 60년 넘게140acre에서 포도 농사를 지으며 항상 품질관리에 전념하고 있다. 포도원에서 저장고까지 전통적인 방식을 고수하며, 병 하나하나 마다 균형감있고 복합적인 스타일의 와인을 표현하고 있다."
샤또 르 포즈Chateau Le Porge,
오로 베이롯Horeau Beylot,오로 베이롯(Horeau Beylot)은 1740년 시작된 유구한 역사와 함께 보르도 우안지역에서 가장 오래된 네고시앙으로 활약하며 20여개 샤또를 통해 자체 생산 판매하고 있다.
보데가스 알베로Bodegas Albero,
샤또 라리베 오브리옹Chateau Larrivet Haut Brion,샤또 라리베 오 브리옹 (CHATEAU LARRIVET HAUT-BRION)은 레오냥의 뛰어난 와인이었다. 1987년 제르보송 가족이 구입한 이후 발전시켜 과거의 영광을 되찾기 이해 전념하고 있다.
"샤또 팔머Chateau Palmer, Grand Cru Classe,3rd Cru",샤또 팔머(Chateau Palmer)는 19세기 초 샤를 팔머(Charles Palmer) 장군이 이 광대한 팔머 농장을 세웠다. 현재와 같은 와이너리의 근간은 보르도 지역에 막대한 경제적 이해 관계를 가진 파리 출신의 은행 가문인 Pereire 가문이 1856년 마련했다.
"샤또 라 미숑 오 브리옹Chateau La Mission Haut Brion, Grand Cru Classé de Grave",
샤또 가쟁 로껑꾸르Chateau Gazin Rocquencourt,
샤또 라 꽁세이앙뜨Chateau La Conseillante,"샤또 라 꽁세이앙뜨(Chateau La Conseillante)는 평범한 와인은 없다는 뽀므롤(Pomerol) 지방을 대표하는 최정상급 와인이다. 로버트 파커가 ""부르고뉴의 그랑 크루 와인과 유사한 스타일로 아로마의 파워나 우아함에서 타의 추종을 불허한다. 포므롤에서 가장 우아하고 풍성하며 맛있는 와인을 생산한다."" 고 극찬했다."
"샤또 빠쁘 클레망Chateau Pape Clement, Grand Cru Classé de Grave","샤또 빠쁘 클레망(Chateau Pape Clement)은 보르도에서 가장 오래된 샤또 가운데 하나로, 대주교이자 보르도의 주요 지주였던 베르트랑 드 고트가 1305년 교황 클레망 5세로 등극하면서 와이너리에 그의 이름이 붙었다."
샤또 슈발 블랑Chateau Cheval Blanc,샤또 슈발 블랑 (Chateau Cheval Blanc)은 샤또 라뚜르(Chateau Latour)와 샹베르탕(Chambertin)을 반반 섞은 것처럼 메독과 부르고뉴 와인의 특징을 두루 가지고 있다는데 많은 사람들이 동의하고 있다. 메독 지역의 그랑 크뤼 와인이 블랙 커런트(Back Currnat)의 특징과 고밀도의 드라이한 맛 뿐만 아니라 탄닌이 부드러워지기까지는 충분한 매력을 드러내지 못하는데 반하여 갓 빚은 때에도 매력적인 맛을 내는 와인이다.
"샤또 마고Chateau Margaux, 1st Grand Cru Classe","샤또 마고 (Chateau Margaux) 는 보르도의 명 와인들 가운데서 유일하게 지역명을 와인의 이름으로 사용하고 있다. 샤또 마고의 명성은 일찌기 200여년 전 미국의 대통령인 토마스 제퍼슨이 ""샤또 마고를 프랑스 최고의 와인""이라고 극찬한데서도 확인할 수 있다."
"샤또 페리에르Chateau Ferriere, Grand Cru Classe,3rd Cru",샤또 페리에르(Chateau Ferriere)는 세 번째 등급 그랑크뤼 클라쎄 (Third Grand Cru Classe)인 이 와인은 매우 높은 품질로 인정받아 왔다. 이름은 멤버들 중 한 명이 마을의 시장이었던 보르도 의사들로 구성된 집단에서 비롯되었다.
샤또 레방질Chateau L'evangile,
도멘 메오 까뮈제Domaine Meo Camuzet,도멘 메오 까뮈제(Domaine Meo-Camuzet) 의 메오 까뮈제는 부르고뉴의 전설적인 와인메이커 앙리 자이에의 수제자 중 한 사람이다. 이 와이너리는 부르고뉴 안에서도 최고급 와인의 명산지로 꼽히는 본느 로마네(Vosne-Romanee)는 세계적인 명품 와인으로 유명한 곳이다. 특히 19세기 초반에 에띠엔 까뮈제(Etienne Camuzet)가 설립한 도멘 메오 까뮈제는 본느 로마네에서 수백년간 지켜온 떼루아와 선조 대대로 물려받은 전통으로
도멘 드니 모르떼Domaine Denis Mortet,
막뜰레 쉐리지Martelet Cherisey,"막뜰레 쉐리지(Martelet Cherisey)는 부르고뉴 지방의 남쪽 '블라니'마을에 위치한 9헥타르 규모의 포도원이다. 1811년 설립된 후 부르고뉴의 전통을 계승하며 가족 구성원들끼리 운영하고 있으며, 이 마을의 최고 화이트 와인 생산자 중 한곳으로 이름 나 있다. 60년 이상 된 포도나무에서 생산량을 최소한으로 조절해 농축미가 높은 포도를 수확한다."
비냐 프레이 레옹Vina Fray Leon,
올리비에 르플레브Olivier Leflaive,도멘 올리비에 르플레브(Domaine Olivier Leflaive)는 1984년 10월에 Olivier Leflaive는 그의 형 Patrick과 그의 삼촌 Vincent의 도움으로 새로운 부르고뉴 와인을 만들기로 결심했다. 오로지 한 가지 목표(Domaine Leflaive 로부터 배운 모든 지식을 다양한 다른 레드와 화이트 부르고뉴 와인 양조에 적용시키는 것)를 가지고 있다.
메종 샹피Maison Champy,"메종 샹피(Maison Champy)는 포도원 오너이자 재배자, 장인인 Edme Champy 에 의해 1720년 프랑스 Beaune 에 설립되었으며, 부르고뉴 지방에 현존하는 가장 오래된 와인제조사입니다."
오지에Ogier,오지에 (Ogier) 는 Antoine Ogier가 1859년 와인 판매상을 시작으로 프랑스 남부 론의 대표적인 와인 명산지인 Chateauneuf du Pape를 주 무대로 자체 포도밭과 합병 포도원 그리고 장기계약을 맺은 다양한 포도밭에서 포도를 받아서 와인을 생산하고 있다.
빌라 아 세스타Villa A Sesta,
탈라몬티Talamonti,"탈라몬티 (Talamonti)는 2001년 Abruzzo의 청정지역인 Loreto Aprutino 지역에 기반을 두고 창립 되었다. 철저한 유기농법 재배를 추구하며 혁신적인 와이너리답게 하이 테크놀로지 양조과정을 자랑한다. 100% 재생산가능 에너지 사용, 지하 3층 와이너리 구축, cold- maceration 그리고 각 분야의 최고 전문가가 모인 팀은 왜 이 와이너리를 주목해야 하는지 말해준다."
타마랄Tamaral,타마랄 와이너리(Tamaral)는 리베라 델 두에로의 심장이라 할 수 있는 황금 같은 땅 Penafiel에서 1997년 De Santiago 패밀리에 의해 설립되었습니다 . 4대 째 와인을 양조했던 가족들에게 1997년 와이너리를 설립하게 된 것은 꿈을 이루는 순간이었습니다.
수토르Sutor,"수토르(Sutor)와이너리의 현재 이름인 Sutor는 라틴어로 구두만드는 사람이라는 뜻이다. 한때 이 포도주를 재배하는 농장에는 구두장안의 작업장도 있었다고 한다. 이 농장은 Primorska지방의 전형적인 특색 (좁은 거리, 돌담, 창틀이 달린 작은 창문들, 지붕들 위의 돌들) 을 나타내는 Podraga 마을의 건축물들과 잘 어울린다."
폴리샥Poljsak,폴리샥(Samuel Poljsak)은 슬로베니아 와인산지 중에서도 최상의 조건을 지닌 비파바 밸리(Vipava Valley)에서 와인을 생산하고 있다.
샤또 데레즐라Chateau Dereszla,"샤또 데레즐라(Chateau Dereszla)는 토카이에서 가장 오랜 역사를 지닌 셀러를 가진 와이너리이다. 이 셀러는 600년의 역사를 지니고 있으며, 그 깊이는 1km, 층수는 지하 5층까지 이어져있다. 17세기에 토카이 전역이 헝가리 와인의 대표적인 산지로 자리를 잡으면서, 프랑스 군왕들에 의해 유명세를 타게 된다. 세계적으로 잘 알려진 명구인, ‘왕의 와인이요, 와인의 왕이다.’라는 수식이 붙은 와인이다."
스밋지 와인즈Smidge Wines,"스밋지(Smidge Wines)는 호주 투핸즈(Two hands wines)의 수석 와인메이커였던 Matt Wenk가 직접 만든 와이너리이다. 커머셜와인인 투핸즈 와인과 차별을 두기 위해 프리미엄 스밋지 와인이 2002년에 첫 빈티지를 출시했고, 2015년부터, 투핸즈의 성공스토리를 만든 빈티지코리아 와 투핸즈의 수석 와인메이커의 합작투자를 통해 ‘헤드라인’ 시리즈를 만들기 시작했다."
카탈리나 사운즈Catalina Sounds,카탈리나 사운즈 와이너리(Catalina Sounds)는 세계 제 2차대전 당시 남태평양에서 주요한 역할을 했던 ‘카탈리나 비행정’을 모티브로 태어났습니다. 이 아름답고 아이코닉한 비행정이 뉴질랜드 말보로지역의 하늘의 기품을 지켜 주듯이 카탈리나 사운즈 와이너리 또한 말보로지역의 청정한 자연 환경을 지키면서 유니크한 와인을 만들고자 꾸준히 노력하고 있습니다.
보데가스 보코파Bodegas Bocopa,"보데가스 보코파(Bodegas Bocopa)는 D.O Alicante 와인의 60%이상을 생산하며 발렌시아 지역내에서 최고의 공동체 와이너리로 인정받고 있습니다. 보코파 내에서 자체 브랜드를 만들고 유지하고 있으며, 모든 와인은 각각의 개성을 중요시 합니다."
꼬끼예뜨Coquillette,"꼬끼예뜨는 Independent Wine Grower로써 “Vignerons Indépendants de France”의 멤버로 꼬뜨 드 블랑과 몽따뉴 드 랭스에 몇몇 빈야드를 소유하고 있습니다. 와인의 대부분이 그랑크뤼인 슈이(Chouilly) 에서 나오는데, 샤도네이는 프리미어 크뤼인 쿠이(Cuis)에서, 피노누아는 그랑 크뤼인 아이(Aÿ)와 프리미어크뤼인 마레이유 아이(Mareuil /Ay)에서 재배됩니다."
샤또 드 블리니Chateau de Bligny,아름다운 블리니 마을에 위치한 샤토(성) 에서 1773년부터 샴페인을 만들어온 부띠끄 샴페인하우스이며 레꼴땅 매니퓔랑(Reacoltant Manipulant - 자기 밭에서 직접 기른 포도로 샴페인을 만들어 파는 생산자) 입니다.
산타 에마Santa Ema,"산타 에마(Santa Ema)의 설립자 Pedro Pavone-Voglino는 1917년 고향 피에몬테를 떠나 와인의 신대륙 들을 여행하던 중 칠레 마이포 밸리에 호감을 느끼고, 1931년 산타 에마를 인수하면서 역사가 시작되었다. 꾸준한 노력 끝에 25년 만인 1956년 와인을 병입하여 판매를 시작한 결과 소비자에게 인정을 받기 시작하며 점차 발전하기 시작하였다."
알렉스 감발Alex Gambal,"알렉스 감발(Alex Gambal)은 1990년대 후반에 시작하여, 부르고뉴 고유의 아펠라시옹의 특징을 매우 잘 살린 와인으로 평가 받고 있다."
오미나 로마나Omina Romana,"오미나 로마나(Omina Romana)는 2017년 Borner 가가 설립한 가족경영 와이너리로, 티레니아 해안을 바라보는 카스텔리 로마니의 울창한 화산 언덕 가운데 로마에서 남쪽으로 약 40km 떨어진 벨레트리(Velletri)라는 지역에 자리잡고 있습니다."
프랑수아 빌라르Francois Villard,"북부론 와인의 3대 거장이라 불리는 프랑수아 빌라르는 절제된 타닌과 오랜 숙성 잠재력, 입안에서의 둥글둥글한 느낌, 매우 섬세하고 긴 여운의 와인을 추구하는 생산자이다."
샤또 보쉔Chateau Beauchene,"샤또 보쉔(Chateau Beauchene)는 18세기 혁명 이전부터 존재해 온 유서 깊은 와이너리로 버나드 가문에 의해 설립되었으며, 현재 소유주 미쉘 버나드(Michel Bernard)가 1971년에 선조로부터 인계받았다."
오비드OVID,"오비드 와이너리(OVID.)는 세계에서 가장 고급스러운 까베르네소비뇽이 생산되어 ‘나파의그랑크뤼산지'로 정평이 나 있는 프리차드힐에 위치해 있다. 연간 약 2,000케이스 만이 생산되는 오비드 나파밸리는 생산이 되자마자 바로 솔드아웃이 될 정도로 프리미엄 나파컬트와인으로 세계적인 명성을 지니고 있는 와인이다."
라 까우드리나La Caudrina,"라 까우드리나(La Caudrina)는 지금으로부터 40여년전, Castiglione Tinella에서 시작하였다. Castiglione Tinella 는 이탈리아의 피에몬테 지역에서도 'Langhe'와 'Monferrato Astigiano' 사이에 위치한 곳으로, 오래전부터 최고의 무스캇 생산지 중 하나로 꼽혀왔다."
카잘 파르네토Casal Farneto,카잘파르네토(Casal Farneto)는 1995년에 설립되어 마르께(Marche) 지역에 위치하고 있으며 이곳은 베르디끼오 품종을 대표하는 카스텔리 디 예시(Castelli di Jesi)가 위치한 곳이기도 하다. 35ha의 포도밭을 소유하고 있으며 모든 포도밭은 유기농으로 관리되고 있다.
