생산자,설명
미오네토Mionetto,미오네토(Mionetto) 가문에 의해 1887년 설립된 후 2008년 세계적인 스파클링 와인기업 헨켈에서 인수하면서 적극적인 투자로 품질의 비약적인 발전과 함께 세계 제 1의 베스트 셀링 프로세코로 사랑 받고 있다. 전세계 스파클링 와인 카테고리(프랑스 샴페인 포함) 중 제 1의 판매 카테고리의 ‘프로세코’ 리더 미오네토.
레오나르드 커리쉬Leonard Kreusch,레오나르드 커리쉬(Leonard Kreusch)는 100년 이상 라인헤센 와인의 역사와 전통을 이어오는 가문이다. 1897년 레오나르드 커리쉬에 의해 설립되어 오늘날 4대손에 의해 운영되고 있다. 현재 40여개국 이상에 와인을 수출하고 있다.
화란덕 빈야드Hualande Vineyard,"화란덕 포도원(Hualande Vineyard)은 북반구 위도 42~44도에 걸쳐 사계절이 뚜렷해서 아름다운 장백산맥 북쪽 끝자락 기슭에 터 잡은 덕에 백두산의 정기를 받고 자랄 수 있는 천혜의 떼루아를 갖고 있다. 독일의 아이스와인을 만드는 포도품종은 리슬링이지만 화란덕의 포도품종은 장백산맥에 자라는 토착포도품종인 산머루이며, 지속 가능한 친환경 유기농 농사법으로 재배하고 관리하여 백두산의 정기를 포도송이에 그대로 품고"
롬바우어 빈야즈Rombauer Vineyards,
일루미나티Illuminati,"일루미나티(Illuminati)는 3대째 가업으로 이어져 오고 있다. Dino Illuminati는 현재 좋은 와인을 만들면서 그의 할아버지의 숙련된 장인정신 전통을 고수하고 있다. 그는 전통과 현대를 이상적으로 조화시키고 있으며, Illuminati의 bottle of Reserve라는 독특한 와인병을 전 세계로 수출하고 있다."
토저 비니Toser Vini,
로아냐Roagna,
프렐리Frelih,프레리(Frelih)는 1892년 슬로베니아의 작은 마을 센트루퍼(Sentrupert)에서 가족과 다음 세대를 위해 자연주의 철학을 담은 와인 하우스와 레스토랑을 설립하여 운영하고 있다.
보데가 세론Bodega Cerron,보데가 세론(Bodega Cerron)은 스페인 최초의 오가닉 와인 생산자다.
스템베르거Stemberger,스템베르거(Stemberger)는 돌과 나무만을 사용한 전통 와인 생산법을 이어오는 양조장이다.
샴페인 루이 블랑Champagne Louis Blanc,
테누타 디 콜로소르보Tenuta di Collosorbo,
발데오리테Valdeorite,
밀러 패밀리 와인 컴패니Miller Family Wine Company,"밀러패밀리(Miller Family Wine Company)는 센트럴 코스트(Central Coast)에서 5대째 가족경영으로 운영되는 와인 기업으로 'New Ownership', 'New Tools', 'New Momentum'이라는 세 가지 모토를 가지고 있다."
멀티Multi,멀티(Multi)는 세계에서 유례가 없는 독특한 컨셉의 ‘탑 와인메이커스’ 프로젝트를 성공리에 론칭한 칠레의 권위 있는 와인전문가 라파엘 프리에토 대표의 새로운 프로젝트다. 이 프로젝트를 통해 칠레의 정체성을 담은 와인을 만들기 위해 노력한다. 그와 동시에 칠레의 다양성을 와인을 통해 표현하고자 한다.
칼레스케Kalleske,"칼레스케(Kalleske)는 1838년에 태어난 프로이센 공국 출신의 요한 게오르그 칼레스케가 1853년 호주로 이주 하면서 역사는 시작된다. 150년이 넘는 기간 동안 그들의 밭은 6-7대 후손들이 계속하여 맡아오고 있으며, 조상들이 남긴 그들만의 스타일을 후손들의 손으로 계속해서 살려내고 있다."
얼바인Irvine,"얼바인(Irvine)은 1980년에 남 호주의 에덴 밸리 지역에 설립되었으며, 와이너리의 창업자인 제임스 얼바인(James Irvine)은 호주 바로사의 와인 역사를 함께한 리더 중 한 명이자, 자타공인 호주 메를로 와인 NO.1 생산자이다."
샤또 그라비티Chateau Crabitey,"샤또 그라비테(Chateau Crabitey)는 1872년 그 역사가 시작되었다. 그라브 AOC의 플래그 쉽 와이너리로 유서깊은 수녀원이 위치해 있으며, 수녀원들에 의해 포도가 경작되었지만, 1985년 Jean-Ralph에 의해 빈야드를 최상의 성분으로 재 경작하였고, 1992년 현재 오너인 Arnaud de Butler에 의해 우수한 와인들을 생산하기 시작하였다."
니트나우스Nittnaus,"니트나우스(Nittnaus)는 오스트리아 가장 큰 와인 재배 구역익 Cols 위치하고 있다. 57ha의 300년 역사의 니트나우스는 Han & Christine 형제가 경영하고 있다. 이들은 최고의 디저트 와인을 만들기 위해 Clos 지역의 여러 Parcel 포도 밭 소유하고 있는데 Neubery, Altenberg, Kurzberg, Salzberg, Luckenwald, Gabarinza, Hintenausacker, Obere Wies, Luckenwald, Holzacker, Edelruund, Ungerberg 등이다."
알타 시마Alta Cima,알타시마(AltaCima)는 2000년 설립된 가족경영 와이너리다. 1974년 현 오너이자 와인 메이커인 클라우스 슈래더(Klaus Schroder)가 본인의 와이너리를 설립하겠다는 꿈으로 알타시마 와이너리의 베이스가 되는 로스 페우모(Los Peumo) 농장을 구입한지 26년이 흐른 2000년 마침내 알타시마를 설립하게 되었고 2001년 그들의 첫 와인인 ‘알타시마 AC 6330 앙쌍블라헤(Ensamblaje)’를 출시하며 사업을 시작한다.
다나 에스테이트Dana Estates,"다나 이스테이트 (Dana Estates) 는 2005년 한국인이 설립하여 세계적 수준의 양조력과 완벽주의, 남다른 철학으로 성공 신화를 이어가고 있으며, 미국 나파 밸리의 자가 소유 포도밭에서 위대한 싱글 빈야드 와인 3종 (헬름스, 로터스, 허쉬 빈야드) 및 빈야드 블렌딩 와인 온다(ONDA), 바소(VASO)를 생산하고 있다."
파니엔테 와이너리Far Niente Winery,파니엔떼 와이너리 (Far Niente Winery) 는 나파 밸리의 오크빌(Oakville)에 위치하고 있다. 까베르네 소비뇽으로 유명한 하이츠 와인 셀라(Heitz Wine Cellar)의 마르따스 빈야드(Martha';s Vineyard)와 로버트 몬다비(Robert Mondavi)의 토칼론 빈야드(Tokalon Vineyard)사이에 자리잡고 있다.
호나타Jonata,"호나타(Jonata)는 산타 이네즈 원주민의 고어로 키가 큰 오크 나무를 뜻한다. 와인이 만들어지는 땅에 대한 존경, 테루아를 담아내고자 하는 노력에서 유래한다. 전통을 뛰어넘는 변주에 대한 꿈을 꾸는 모던 컬트 호나타는 예전의 와인의 문법을 넘어선 비전통의 혁신이 낳은 명작이다."
몬테스Montes [Viña Montes],몬테스 (Viña Montes)는 1988년에 아우렐리오 몬테스(Aurelio Montes)에 의해 창립되었다. 그는 칠레 와인의 역사를 다시 쓰고 있는 개척자로 국내에서도 돌풍을 일으키면서 칠레 와인의 선두주자로 우뚝섰다.
보데가스 로자노Bodegas Lozano,보데가스 로자노(Bodegas Lozano)는 비야노블레도(Villarrobledo)지역에 최초로 포도를 심는 것으로 시작하였다. 4대에 걸쳐 운영되는 와중에도 전통적인 양조방식을 잊지 않고 계속해서 변해가는 소비자의 수요에 맞춰 다양한 와인을 만들자는 목표로 계속해서 성장해 나갔다.
오크 릿지 와이너리Oak Ridge Winery,오크 릿지 와이너리(Oak Ridge Winery)는 1934년 캘리포니아 Lodi 지역에서 가장 오래된 와이너리이다. 와이너리가 위치한 Lodi 지역은 샌프란시스코 베이(San Francisco Bay)와 시에라 네바다 산맥(Sierra Nevada Foothills) 사이에 위치하고 있어 더운 지역이지만 바다로부터 차가운 바람이 불어 와인재배에 이상적인 조건을 가지고 있다.
콜긴Colgin Cellars,"콜긴 (COLGIN CELLARS)은 1992년 시작됐으며, 역사는 짧지만 그 안에는 미국 인계의 최정상급 인물들의 발자취가 생생하다. 오너 앤 콜긴(Ann Colgin)은 대학 졸업 후 런던의 소더비 경매소에서 경매사 과정을 이수하면서 와인에 매료되었고, 1988년 나파 밸리 와인 옥션에 골동품 딜러인 남편과 참가하던 중 친분이 있던 캘리포니아의 컬트 와인메이커 헬렌 털리(Helen Turley)를 만나게 된다."
컨티뉴엄Continuum Estate,컨티뉴엄 (Continuum Estate)은 “계승”을 의미한다. 나파 밸리 및 세계 프리미엄 와인계에 다시 복귀한 팀 몬다비는 오늘날 캘리포니아 와인이 누리는 세계적 위상의 기초를 다진 위대한 가문으로 꼽는 손 꼽는 몬다비 패밀리의 일원이다.
아데가 코퍼레이티바 데 피구에이라 데 카스텔로 로드리고Adega Cooperativa de Figueira de Castelo Rodrigo,"아데가 코퍼레이티바 데 피구에이라 데 카스텔로 로드리고(Adega Cooperativa de Figueira de Castelo Rodrigo)는 154 명의 파트너가 1956년에 설립하였고, 오늘날 800 여명의 파트너가 함께 일하는 협동조합이 되었다. 매년 평균 55%의 화이트와인과 45%의 레드와인을 생산하고 있으며 협동 조합의 와이너리는 카스텔로 로드리고의 하위 지역 인 베이라 인테리어의 경계 지역에 속해있다."
웬티 빈야드Wente Vineyards,웬티 빈야드 (Wente Vineyards) 는 독일계 이민자인 C. H. Wente에 의해 1883년에 캘리포니아 리버모어 밸리에 설립된 이 와이너리다. 동시기에 설립된 와이너리들이 금주령 시대(1920~1933년)에 와이너리를 폐쇄했지만 그 기간 동안에도 ;미사용 와인을 생산했기 때문에 단 일년도 와인 생산을 중단한 적이 없어 캘리포니아 주 정부가 인정한 캘리포니아에서 제일 오래된 와이너리로 등록
산타 이네스Santa Ines,산타 이네스 (Santa Ines Wines) 는 1934년에 이태리 와인 양조가였던 삐에트로 디 마르티노(Pietro de Martino)가 ;새로운 와인 양조를 위하여 천혜의 땅을 찾아와 칠레 마이포 밸리에 설립된 와이너리다.
샤또 퐁다흐자크Chateau Fondarzac,샤또 퐁다흐자크(Chateau Fondarzac)의 소유주는 바흐트(Barthe) 패밀리다. Barthe 패밀리 빈야드는 400년 넘게 이 와이너리를 소유해오고 있으며 1997년부터 스테판(Stephane)과 알랭 바흐트(Alain Barthe)에 의해 운영되어 오고 있다.
필립프 꾸리안Philippe Courrian,"필립프 꾸리안(Philippe Courrian)은 보르도 메독 지역에서 1877년부터 포도 농사를 짓고 와인 양조를 하면서 와인 양조의 대가라는 평가를 받고 있다. 아버지 필립프(Philippe)는 이 와인 양조의 대가문의 10대손으로 80년대에 메독 지역을 넘어 보르도 전 지역의 포도 농사의 혁신(영감의 와인, 깨달은 농민)을 가져온 와인 메이커의 일원이다."
도나시앙 바위오Donatien Bahuaud,"도나시앙 바위오(Donatien Bahuaud)의 역사는 20세기초 낭뜨(Nantes) 지역에서 시작된다. 도나시앙 바위오 가족은 루아르 강변에서 나막신, 나무통 등을 제조하면서 포도도 재배하고 있었다. 도나시앙 바위오는 와인 양조가가 되기로 결심하고 1929년에 본인 이름을 딴 와이너리를 설립하고, 뮈스까데의 예전 영광을 되살리기 위해 혼신을 다했다."
샹빠뉴 뱅상 꾸슈Champagne Vincent Couche,"샹빠뉴 뱅상 꾸슈(Champagne Vincent Couche)는 10여년간 전세계의 여러 바이 오다이나믹 농법 과정을 이수했고, 전문가들의 조언을 받으면서 포도 나무를 튼튼하게 하기 위해 각종 허브(쥐오줌풀, 속새, 쐐기풀, 고리버들, 오레가노 등)의 탕액을 부어주고, 규토를 뿌려주며, 염소 똥 등이 들어간 퇴비도 뿌린다."
보칸티노Boccantino,보칸티노(Boccantino)는 시칠리아에서 마시기 편한 데일리 와인을 주로 생산하는 와이너리이다. 시칠리아 서쪽에 있는 벨리체 밸리(Belice Valley)지역에 포도밭을 갖고 있다. 와이너리는 좋은 와인을 만들기 위해 양조에만 전념하고 수출은 유럽 최대 유통회사인 쉔크사(Schenk-Italy)가 대행하고 있다.
페어아이니크테 호스피치엔Verinigte Hospitien,"페어아이니크테 호스피치엔(Verinigte Hospitien)은 1806년 나폴레옹의 칙령에 의해서 설립된 재단으로, 그 재단에 속하는 와이너리는 모젤에서 가장 전통있는 와이너리중 하나에 속한다. 호스피치엔이 위치한 곳은 전에 베네딕트 수도원이었고, 이미 오래전부터 와인생산이 이뤄지고 있었다. 특히 이 와이너리의 셀라는 330년경에 로마인들에 의해 만들어진 건물에 위치하고 있어서 독일에서 가장 오래된 와인셀라에 해당된다."
플란타제넷 와인즈Plantagenet Wines,플란타게넷 와인즈 (Plantagenet Wines ) 는 영국 헨리 2세가 세운 플란타게넷 왕조의 후손인 토니 스미스(Tony Smith)가 서호주 그레이트 서던(Great Sothern) 0.5핵타르에 쉬라즈를 0.5헥타르에 까베르네 쇼비뇽을 심으면서 와이너리가 시작되었고 현재는 131 헥타르에서 포도를 재배하고 있다.
칸티나 소시올레 파오리니Cantina Sociale Paolini,
잼잘 와인스Jam Jar Wines,잼잘 와인스(Jam Jar Wines)는 품질좋은 포도주를 찾는 소비자가 선택할 수 있는 옵션이 많지 않다는 것을 깨닫고 만들어진 와인이다.
모엣 샹동Moet & Chandon,모엣 샹동(Moet & Chandon)은 세계에서 가장 큰 샴페인 하우스다. 메종 모엣(Maison Moet)이란 이름으로 와인사업을 시작한 이후 장 레미 모엣(Jean-Remy Moet))에 의해 좀더 상업적으로 발전하였고 1832년에 모엣 샹동으로 이름이 변경되게 되었다.
가람Garam,가람(Garam)은 '강'이라는 의미의 마이크로 네고시앙으로 한국인 대표 남경화씨가 와인을 만들고 있다. 남경화 대표는 2005년 두산 와인의 호주 통신원으로 와인 업계에 발을 들였다. 수석 와인을 거쳐 이후 베리 브라더스 & 러드 홍콩(Berry Bros & Rudd Hongkong)에서 와인 컨설턴트로 활동했다.
페우디 [페우디 디 산 그레고리오]Feudi [Feudi di San Gregorio],페우디 (Feudi di San Gregorio) 는 1986년에 설립하여 현재 이태리 남부지역의 르네상스 양식의 포도주학과 와인문화에 두각을 나타내고 있는 회사이다. 이 사실은 지중해의 섬들의 풍미를 더하는 재발견이라고도 할 수 있다. 또한 전통방식을 고집하는 잠재력있는 회사이기도 하다.
익스피어리언스 와인Experience Wines,"익스피어리언스 와인(Experience Wines)는 나파밸리 남부지역의 Oak Knoll AVA의 Silverado Trail에 위치하며, Oak Knoll 지역은 다른 나파밸리 지역에 비해 비교적 서늘한 기후를 가지고 있다. 이 때문에 포도가 천천히 여물어 늦게 수확을 하게 되어 포도의 당도와 탄닌이 충분히 숙성되어 맛과 향이 진하고 풍부한 와인이 만들어진다."
